ticker,weight,beta,beta_contribution,component_contribution,percentage_contribution
SMR,-0.0014286500611117295,2.3838286218859253,-0.003405656906337217,0.0002615230123973447,0.022892279204866344
UHS,0.0018684409166292368,0.6769906805026642,0.0012649170876278487,0.00017240737725360722,0.015091588999715773
LITE,0.0016511757956228748,2.378791420035846,0.003927802815598557,0.0001580141707047773,0.013831687242127763
EXEL,0.0019286983759715477,0.6243442837220659,0.0012041718060618676,0.0001517455694735958,0.0132829685336183
KTOS,-0.0013627661173899886,1.110856916541722,-0.001513838167131377,0.00015067995428257744,0.013189690468892293
CRL,-0.0014613608822544811,1.4199344186246816,-0.0020750366147448684,0.00015065443810844477,0.01318745692402322
AVTR,-0.0012255607037087012,1.229557452827337,-0.0015068972971373493,0.00014679939662273726,0.012850007897154885
SMCI,-0.001056413558129896,2.043468242527195,-0.0021587475570135992,0.00014135072940153943,0.01237306168053456
CAH,0.0024249546077840804,0.346365507653232,0.0008399206337611771,0.00013380000018398876,0.011712112573746637
IQV,-0.002329348584693831,1.0915811904100523,-0.0025426731009600624,0.00013227187130647477,0.011578348616975143
JOBY,-0.0007220171342783433,1.999779659530972,-0.0014438751789626733,0.00012844931197162623,0.01124374289808121
POOL,-0.0020026306041293043,0.7478455530227155,-0.0014976583916452943,0.0001284409746916858,0.011243013098670993
MPWR,-0.001934256423588146,2.246662626179061,-0.004345621616322262,0.00012691981031266096,0.011109858775608113
PM,0.0021837975197574974,0.09516695219082909,0.00020782535415721288,0.00012342666080822898,0.010804087772793642
MTSI,-0.0015311227073249924,1.772401465397591,-0.0027137641301663434,0.00011826308389914038,0.010352096786550868
KOS,-0.0008438617584040204,1.8083838367098244,-0.0015260259643153612,0.00011807349504685418,0.010335501226179792
ALGN,-0.001629645536201808,1.3236297924315588,-0.0021570473828198154,0.00011735924672233233,0.010272979875126678
MSTR,-0.0007404120209456093,2.0745110113797383,-0.0015359928904095919,0.0001116666376116273,0.009774680333637653
WDC,0.0017993591860951644,1.8751288861255124,0.003374030386362334,0.00011062448016003272,0.009683455629782196
OKTA,-0.0013619423527565535,1.1745378420848047,-0.0015996528320505843,0.00010833996280408016,0.009483481605770226
ASTS,-0.0005269560080612588,2.3257430168857707,-0.0012255642559544746,0.0001078072729636687,0.009436852881037707
L,0.0025177182509085023,0.5398144764179598,0.0013591007593821145,0.00010621771813372314,0.009297712035859346
MTH,-0.001278592061867972,0.8906913138211233,-0.001138830843426443,0.00010444572655265384,0.009142601685719762
CAMT,-0.0010406400619209456,1.945543985760629,-0.0020246110138118644,0.00010243753942879652,0.008966816083093283
SITM,-0.000840999123309764,2.624188664973062,-0.0022069403666417652,0.00010018862793971062,0.008769958799891887
TW,0.001834071025506905,0.4369523968708702,0.000801401730626657,9.974574142775898e-05,0.008731190962236889
EQT,0.0015234497820463752,0.7519830457150449,0.0011456084070971546,9.546828094250366e-05,0.008356765710636194
WWW,-0.0008908677878443302,1.8079918630675744,-0.0016106817114915591,9.47171477575277e-05,0.008291015662742186
RIOT,-0.0005511327581496246,2.406398965210482,-0.0013262452989048555,9.465169061735105e-05,0.008285285906438374
AMRC,-0.0007334734281885265,1.6707442566573516,-0.001225446517556759,9.462525506229371e-05,0.00828297188404409
CRDO,-0.0006401446938980484,2.65264669795622,-0.0016980777084828536,9.305751108220974e-05,0.008145740240125494
PLTR,-0.0017380682105070815,2.082798124295767,-0.0036200452087422497,9.176622436393862e-05,0.008032708137071843
AXSM,0.0011488949753120212,0.5626844386887203,0.0006464653242957358,9.07188280875628e-05,0.00794102485544727
CLH,-0.002429918729276045,0.8026134235241172,-0.001950285390189619,8.833073167746955e-05,0.007731984093462881
TRV,0.001494420179086833,0.45754097504998803,0.0006837584658737673,8.797738356776906e-05,0.007701053952709203
REGN,0.0012625638624659855,0.5849146037334702,0.0007384920413024915,8.7803060645864e-05,0.007685794687516909
RVMD,-0.0012925956232332665,1.0747043461905137,-0.0013891581341556273,8.76950307334262e-05,0.007676338346006718
KLIC,-0.0011427733169706476,1.6367179373671163,-0.001870397586230376,8.764459610169633e-05,0.007671923577070818
AER,0.0013490113374526086,0.8350007931778016,0.0011264255367787752,8.755726642499698e-05,0.007664279219797834
NOC,-0.0022380046847574344,0.07740407064352597,-0.00017323067271950653,8.647985784073896e-05,0.007569968826603523
FLS,0.0019788762508553878,1.533808173638608,0.0030352165681813183,8.484376104003388e-05,0.007426753954517912
VISN,-0.0008312153579362568,2.6809797999447738,-0.002228471584030969,8.405521228853684e-05,0.007357728754706845
ABT,0.001941124089749334,0.22605984052232217,0.00043881020216277224,8.322176347773388e-05,0.0072847732518431935
MOD,-0.0009394196671526525,2.0606631649526532,-0.001935827504533553,8.247381296068286e-05,0.007219301797110401
WSM,-0.001420823876514185,1.4628865550544052,-0.0020785041460528817,8.232188175554701e-05,0.00720600257905682
VRSN,0.001950006972957248,0.43946471193576336,0.0008569592526433869,8.156273703211934e-05,0.007139551245362319
AROC,0.0018224551804023523,1.2593315976583814,0.0022950753939968882,8.147799514428428e-05,0.007132133408825165
FERG,-0.0014470767772665268,1.0005105678709532,-0.0014478156081758015,8.143619866380308e-05,0.0071284747759110464
STT,0.0024699664155267346,1.1511290236428895,0.0028432500283360174,8.01986453516648e-05,0.007020146198273936
UTHR,0.0013169198118146157,0.4229136123146143,0.0005569433147432012,7.809121394658185e-05,0.006835673299740008
TSN,0.0024943752584322154,0.28993500286454127,0.0007232066976987852,7.805177883498571e-05,0.006832221368008041
GE,0.0019787192904332585,1.1115326557429142,0.0021994111078650143,7.800071824785573e-05,0.006827751806395743
RUM,-0.0007849611907880982,1.999785630864493,-0.0015697541101243207,7.69051929216785e-05,0.006731855573735545
BAC,0.0020280655274277624,1.0157319223730206,0.002059970896872655,7.678028996586627e-05,0.0067209222592568086
