11:57 AM,Port,ticker,shares,price
2/2/2026,US_live_port,BH,283,388.98
2/2/2026,US_live_port,FDX,-698,270.003
2/2/2026,US_live_port,ARW,-1945,133.62
2/2/2026,US_live_port,JBTM,-1811,163.35
2/2/2026,US_live_port,RRX,-1054,170.12
2/2/2026,US_live_port,MA,-46,555.37
2/2/2026,US_live_port,OXM,-368,36.66
2/2/2026,US_live_port,WOR,737,56.03
2/2/2026,US_live_port,ONB,-3967,24.91
2/2/2026,US_live_port,ROG,-214,98
2/2/2026,US_live_port,CBU,-2079,63.76
2/2/2026,US_live_port,INVH,7319,26.25
2/2/2026,US_live_port,LDOS,4,188.04
2/2/2026,US_live_port,HII,314,420.3
2/2/2026,US_live_port,BTU,357,34.2
2/2/2026,US_live_port,TMP,-5450,81.12
2/2/2026,US_live_port,VRSN,2309,251
2/2/2026,US_live_port,FIX,59,1176.26
2/2/2026,US_live_port,SXC,-4977,7.9
2/2/2026,US_live_port,KBH,111,57.56
2/2/2026,US_live_port,XOM,-166,138.4
2/2/2026,US_live_port,VICR,-1167,165.35
2/2/2026,US_live_port,MTSI,-1991,228.56
2/2/2026,US_live_port,ABEO,11262,5.17
2/2/2026,US_live_port,ORN,250,12.93
2/2/2026,US_live_port,CABO,-332,87.7
2/2/2026,US_live_port,FICO,212,1450.91
2/2/2026,US_live_port,EVRG,-9878,75.96
2/2/2026,US_live_port,TWLO,1532,120
2/2/2026,US_live_port,SD,8276,15.75
2/2/2026,US_live_port,AAON,-1007,90.08
2/2/2026,US_live_port,BJRI,1665,42.97
2/2/2026,US_live_port,CRK,3058,22.03
2/2/2026,US_live_port,CPS,13,31.71
2/2/2026,US_live_port,PFGC,-570,94.75
2/2/2026,US_live_port,LYTS,5233,22.29
2/2/2026,US_live_port,PGR,838,203.04
2/2/2026,US_live_port,IEX,-2751,198.22
2/2/2026,US_live_port,UFCS,20,36.43
2/2/2026,US_live_port,BKU,4560,47.97
2/2/2026,US_live_port,SMR,-25765,16.48
2/2/2026,US_live_port,LNC,-7388,42.4
2/2/2026,US_live_port,AGM,229,170.24
2/2/2026,US_live_port,TEL,1137,227.13
2/2/2026,US_live_port,ORCL,-423,160.06
2/2/2026,US_live_port,SMCI,-10568,29.71
2/2/2026,US_live_port,MIRM,4682,103.8
2/2/2026,US_live_port,HBNC,11750,17.96
2/2/2026,US_live_port,ARWR,1671,73
2/2/2026,US_live_port,BXP,-9470,63.06
2/2/2026,US_live_port,FITB,10253,51.95
2/2/2026,US_live_port,PLNT,524,91.28
2/2/2026,US_live_port,AKAM,1778,96.63
2/2/2026,US_live_port,ASH,244,61.56
2/2/2026,US_live_port,CMCO,-2326,21.1
2/2/2026,US_live_port,TAP,1009,48.43
2/2/2026,US_live_port,MMS,18,94.5
2/2/2026,US_live_port,CCEP,1127,92.2
2/2/2026,US_live_port,TRU,1368,77.21
2/2/2026,US_live_port,GM,3125,84.27
2/2/2026,US_live_port,RDWR,1498,24.54
2/2/2026,US_live_port,CWEN,13607,35.63
2/2/2026,US_live_port,STE,-1157,264.24
2/2/2026,US_live_port,USLM,-241,123.61
2/2/2026,US_live_port,BOX,-2332,25.88
2/2/2026,US_live_port,VCEL,2534,36.94
2/2/2026,US_live_port,KMX,5084,44.78
2/2/2026,US_live_port,DTM,1152,124.31
2/2/2026,US_live_port,RHP,-2048,94.63
2/2/2026,US_live_port,UVSP,-3644,34.375
2/2/2026,US_live_port,NMIH,10881,39.24
2/2/2026,US_live_port,OTTR,-138,88.12
2/2/2026,US_live_port,INSW,267,60.38
2/2/2026,US_live_port,HNRG,7021,17.94
2/2/2026,US_live_port,BZH,-990,22.37
2/2/2026,US_live_port,CRBG,6008,31.15
2/2/2026,US_live_port,XENE,-749,41.45
2/2/2026,US_live_port,BANR,-1342,63.09
2/2/2026,US_live_port,MKL,-272,2033.99
2/2/2026,US_live_port,GLDD,-4817,15.12
2/2/2026,US_live_port,JANX,6011,13.99
2/2/2026,US_live_port,SRRK,-675,46.61
2/2/2026,US_live_port,FFBC,-2888,29.17
2/2/2026,US_live_port,GT,-8987,9.33
2/2/2026,US_live_port,ALLY,7290,42.16
2/2/2026,US_live_port,MOG/A,326,315.91
2/2/2026,US_live_port,WSM,-1973,214.03
2/2/2026,US_live_port,SLM,7409,27.3
2/2/2026,US_live_port,CLSK,-1136,11.04
2/2/2026,US_live_port,OUT,26,25.23
2/2/2026,US_live_port,POWI,-380,46.52
2/2/2026,US_live_port,ICHR,1008,31.13
2/2/2026,US_live_port,NHI,-992,80.33
2/2/2026,US_live_port,WU,-256,9.52
2/2/2026,US_live_port,ANET,-1996,138.37
2/2/2026,US_live_port,EAT,1305,162.12
2/2/2026,US_live_port,PAR,6335,24.66
2/2/2026,US_live_port,STRL,436,367.95
2/2/2026,US_live_port,PFE,12509,26.66
2/2/2026,US_live_port,CVS,-4990,75.42
2/2/2026,US_live_port,CNS,-13,63.68
2/2/2026,US_live_port,GRBK,2129,69.66
2/2/2026,US_live_port,SNPS,-617,457.89
2/2/2026,US_live_port,VSEC,-3,190.93
2/2/2026,US_live_port,KALU,130,131.87
2/2/2026,US_live_port,APLD,-3298,34.8
2/2/2026,US_live_port,MQ,-6522,16.64
2/2/2026,US_live_port,MIR,-2866,24.93
2/2/2026,US_live_port,IPI,57,32.75
2/2/2026,US_live_port,TCBK,-536,51.04
2/2/2026,US_live_port,WLY,1709,31.39
2/2/2026,US_live_port,RF,16465,29.12
2/2/2026,US_live_port,HLMN,9153,9.71
2/2/2026,US_live_port,LPLA,-1037,376.33
2/2/2026,US_live_port,BG,-4409,113.98
2/2/2026,US_live_port,BXC,53,69.87
2/2/2026,US_live_port,PLTR,-3496,147.76
2/2/2026,US_live_port,LIND,11247,17.28
2/2/2026,US_live_port,GIII,382,29.98
2/2/2026,US_live_port,AWI,-743,186.78
2/2/2026,US_live_port,TECH,-2131,65.25
2/2/2026,US_live_port,SOC,240,9.01
2/2/2026,US_live_port,CMRE,253,17.33
2/2/2026,US_live_port,VRT,1481,190.01
2/2/2026,US_live_port,XEL,-2893,74.5
2/2/2026,US_live_port,RLI,-33,58.74
2/2/2026,US_live_port,AAOI,1385,44.16
2/2/2026,US_live_port,PGEN,-18468,4.83
2/2/2026,US_live_port,BLX,-7701,49.55
2/2/2026,US_live_port,UHS,2751,201.86
2/2/2026,US_live_port,GFF,2552,81.14
2/2/2026,US_live_port,RNG,-1818,26.43
2/2/2026,US_live_port,EQIX,-623,810.38
2/2/2026,US_live_port,LYFT,-193,17.26
2/2/2026,US_live_port,CNX,9913,37.36
2/2/2026,US_live_port,UGI,-6354,40.16
2/2/2026,US_live_port,TRTX,-8436,9.14
2/2/2026,US_live_port,MRCY,964,93.89
2/2/2026,US_live_port,OSW,-3960,20.18
2/2/2026,US_live_port,MCB,389,94.62
2/2/2026,US_live_port,W,-1191,104.72
2/2/2026,US_live_port,NPO,-266,244.96
2/2/2026,US_live_port,NBIX,633,137.63
2/2/2026,US_live_port,DHT,2081,14.35
2/2/2026,US_live_port,RIG,7208,4.82
2/2/2026,US_live_port,CBZ,57,40.59
2/2/2026,US_live_port,V,-598,333.84
2/2/2026,US_live_port,PNC,-777,227.63
2/2/2026,US_live_port,SMG,-4279,62.34
2/2/2026,US_live_port,TMDX,-2,133.99
2/2/2026,US_live_port,PRGO,-1889,14.32
2/2/2026,US_live_port,IVZ,9360,27.41
2/2/2026,US_live_port,WIX,-5,83.1
2/2/2026,US_live_port,NXRT,920,30.44
2/2/2026,US_live_port,HCA,713,496.85
2/2/2026,US_live_port,WMS,-218,156.3
2/2/2026,US_live_port,HBAN,19980,17.88
2/2/2026,US_live_port,UAA,-1705,6.17
2/2/2026,US_live_port,JBGS,-2858,16.44
2/2/2026,US_live_port,BOOT,-559,183.34
2/2/2026,US_live_port,YUMC,-25,50.58
2/2/2026,US_live_port,WLK,2401,83.77
2/2/2026,US_live_port,HRMY,560,37.84
2/2/2026,US_live_port,RXRX,-2146,4.18
2/2/2026,US_live_port,CDW,-472,126.83
2/2/2026,US_live_port,LW,5461,45.02
2/2/2026,US_live_port,NWL,-531,4.34
2/2/2026,US_live_port,CSCO,5241,80.64
2/2/2026,US_live_port,MTRN,4,140.31
2/2/2026,US_live_port,PHR,7579,13.21
2/2/2026,US_live_port,IONQ,-2318,38.56
2/2/2026,US_live_port,AI,-1023,10.92
2/2/2026,US_live_port,VRNS,-7055,29.25
2/2/2026,US_live_port,CBRE,1020,169.36
2/2/2026,US_live_port,PAG,3155,157.53
2/2/2026,US_live_port,STRA,-579,85.96
2/2/2026,US_live_port,RH,-912,195.73
2/2/2026,US_live_port,VIRT,4756,39.54
2/2/2026,US_live_port,FIVE,501,197.8
2/2/2026,US_live_port,GGG,-1259,88.48
2/2/2026,US_live_port,OKTA,-4593,88.13
2/2/2026,US_live_port,NRIM,-5548,24.48
2/2/2026,US_live_port,IONS,4182,83.07
2/2/2026,US_live_port,PCTY,1148,135.57
2/2/2026,US_live_port,DAL,-2049,69.08
2/2/2026,US_live_port,RTX,1340,201.09
2/2/2026,US_live_port,VMI,-209,453.69
2/2/2026,US_live_port,IRM,8300,89.42
2/2/2026,US_live_port,PAHC,-1694,41.91
2/2/2026,US_live_port,SEIC,3652,88.69
2/2/2026,US_live_port,KSS,18,17.97
2/2/2026,US_live_port,CHEF,818,63.37
2/2/2026,US_live_port,VRRM,-5233,18.25
2/2/2026,US_live_port,DIS,1268,104.45
2/2/2026,US_live_port,ROL,7368,63.51
2/2/2026,US_live_port,CELC,-149,111.34
2/2/2026,US_live_port,UBER,-1243,80.84
2/2/2026,US_live_port,KIDS,5692,17.29
2/2/2026,US_live_port,KURA,-9969,8.27
2/2/2026,US_live_port,ROKU,30,96.18
2/2/2026,US_live_port,BURL,-1155,298.68
2/2/2026,US_live_port,ITW,879,264.21
2/2/2026,US_live_port,HTO,-4199,52.51
2/2/2026,US_live_port,VFC,3443,20.51
2/2/2026,US_live_port,NTB,-1384,52.8
2/2/2026,US_live_port,HRI,-946,149.81
2/2/2026,US_live_port,MSEX,-2526,51.94
2/2/2026,US_live_port,VRE,4910,15.14
2/2/2026,US_live_port,DXPE,287,134.44
2/2/2026,US_live_port,EYPT,-8519,13.29
2/2/2026,US_live_port,OWL,-7140,13.42
2/2/2026,US_live_port,SDRL,-9697,38.3
2/2/2026,US_live_port,MYE,9951,20.92
2/2/2026,US_live_port,PCVX,-1464,57.4
2/2/2026,US_live_port,AMCR,-8026,43.75
2/2/2026,US_live_port,M,25,21.19
2/2/2026,US_live_port,SBCF,-288,33.39
2/2/2026,US_live_port,BBSI,1165,38.21
2/2/2026,US_live_port,IRDM,-3138,19.77
2/2/2026,US_live_port,HWKN,-908,125
2/2/2026,US_live_port,BBY,1313,65.9
2/2/2026,US_live_port,ABR,-90,7.47
2/2/2026,US_live_port,OC,-535,122.17
2/2/2026,US_live_port,HSY,-1218,198.01
2/2/2026,US_live_port,EHC,1714,93.83
2/2/2026,US_live_port,IRTC,276,155.73
2/2/2026,US_live_port,FTAI,495,274.39
2/2/2026,US_live_port,SCL,951,58.64
2/2/2026,US_live_port,VNT,9772,37.77
2/2/2026,US_live_port,CEG,-1383,270.88
2/2/2026,US_live_port,JBSS,-563,79.88
2/2/2026,US_live_port,VMC,-269,305.92
2/2/2026,US_live_port,WTTR,-7247,11.91
2/2/2026,US_live_port,EFSC,-1765,58.71
2/2/2026,US_live_port,PPG,-1132,116.46
2/2/2026,US_live_port,TREE,-2821,53.76
2/2/2026,US_live_port,GSM,-13209,4.88
2/2/2026,US_live_port,SPSC,-2690,87.82
2/2/2026,US_live_port,EXP,-417,209.47
2/2/2026,US_live_port,CAL,13524,12.69
2/2/2026,US_live_port,OII,6353,30.53
2/2/2026,US_live_port,MDGL,-357,489.73
2/2/2026,US_live_port,SBGI,12670,14.48
2/2/2026,US_live_port,PH,-463,952
2/2/2026,US_live_port,MHO,1430,133.6
2/2/2026,US_live_port,OLLI,-1578,110.05
2/2/2026,US_live_port,NOMD,57,12.59
2/2/2026,US_live_port,PAYO,27163,6.1
2/2/2026,US_live_port,WTS,-839,305.48
2/2/2026,US_live_port,APPN,6327,26.82
2/2/2026,US_live_port,CNA,-427,48.35
2/2/2026,US_live_port,APLS,5476,22.83
2/2/2026,US_live_port,KN,-10828,25.14
2/2/2026,US_live_port,AJG,805,245.27
2/2/2026,US_live_port,BLD,-25,464.12
2/2/2026,US_live_port,OSCR,5089,14
2/2/2026,US_live_port,SEB,3,5136.99
2/2/2026,US_live_port,LCID,-4402,10.29
2/2/2026,US_live_port,UHT,47,40.1
2/2/2026,US_live_port,VST,-19,154.26
2/2/2026,US_live_port,STT,5537,132.58
2/2/2026,US_live_port,NEU,-4,678.81
2/2/2026,US_live_port,LAUR,20,34.94
2/2/2026,US_live_port,ACHR,-2320,7.05
2/2/2026,US_live_port,ARVN,4560,13.83
2/2/2026,US_live_port,IPAR,4007,98.14
2/2/2026,US_live_port,SLP,7033,16.77
2/2/2026,US_live_port,AAP,-1334,48.71
2/2/2026,US_live_port,RSG,698,215.73
2/2/2026,US_live_port,SIGI,-523,84.64
2/2/2026,US_live_port,EMR,-808,148.63
2/2/2026,US_live_port,ETN,-467,359.44
2/2/2026,US_live_port,CDNS,-981,289.19
2/2/2026,US_live_port,TARS,-1911,65.93
2/2/2026,US_live_port,ORA,-695,125.77
2/2/2026,US_live_port,GXO,2755,56.94
2/2/2026,US_live_port,RPRX,-1816,42.36
2/2/2026,US_live_port,FPI,-77,11.27
2/2/2026,US_live_port,CVCO,-396,465.8
2/2/2026,US_live_port,CRDO,-1586,119.96
2/2/2026,US_live_port,STEP,-185,69.81
2/2/2026,US_live_port,OLN,7887,22.17
2/2/2026,US_live_port,FCBC,-60,37.84
2/2/2026,US_live_port,OMC,1587,76.52
2/2/2026,US_live_port,FR,7361,57.51
2/2/2026,US_live_port,RNST,-2319,37.82
2/2/2026,US_live_port,XYZ,5109,60.4
2/2/2026,US_live_port,FLEX,514,64.68
2/2/2026,US_live_port,ECL,-88,283.65
2/2/2026,US_live_port,ROAD,2130,114.2
2/2/2026,US_live_port,AZTA,2874,37.53
2/2/2026,US_live_port,RCUS,21,21.66
2/2/2026,US_live_port,DRI,-932,200.9
2/2/2026,US_live_port,COP,5736,101.79
2/2/2026,US_live_port,PZZA,-12,33.89
2/2/2026,US_live_port,BRSP,15560,6
2/2/2026,US_live_port,ABM,4419,46.37
2/2/2026,US_live_port,DPZ,-648,409.22
2/2/2026,US_live_port,NCLH,-9562,23.64
2/2/2026,US_live_port,CSTM,-7354,23.7
2/2/2026,US_live_port,GEN,12744,23.79
2/2/2026,US_live_port,WHR,-24,79.94
2/2/2026,US_live_port,ARE,-1594,54.15
2/2/2026,US_live_port,HLI,-2836,168.36
2/2/2026,US_live_port,DOC,-20555,16.92
2/2/2026,US_live_port,VIAV,-13936,25.59
2/2/2026,US_live_port,EXLS,1073,39.77
2/2/2026,US_live_port,ALLE,1113,165.52
2/2/2026,US_live_port,SUPN,-1924,48.78
2/2/2026,US_live_port,FSS,-2400,112.03
2/2/2026,US_live_port,GTY,614,29.65
2/2/2026,US_live_port,ZYME,17,23.17
2/2/2026,US_live_port,COF,-1022,223.68
2/2/2026,US_live_port,BEAM,-7589,27.92
2/2/2026,US_live_port,ESS,266,248.46
2/2/2026,US_live_port,IDA,-640,131.17
2/2/2026,US_live_port,WRBY,-47,26.03
2/2/2026,US_live_port,D,7116,60.03
2/2/2026,US_live_port,SHBI,-12048,19.42
2/2/2026,US_live_port,F,493,13.81
2/2/2026,US_live_port,SKY,-1547,75.9
2/2/2026,US_live_port,UVE,30,31.16
2/2/2026,US_live_port,INTU,197,487.12
2/2/2026,US_live_port,BBW,-13,59.96
2/2/2026,US_live_port,CERT,9085,8.3
2/2/2026,US_live_port,TDS,308,45.4
2/2/2026,US_live_port,WRB,-3173,67.77
2/2/2026,US_live_port,PUMP,20314,11.83
2/2/2026,US_live_port,HON,-1944,238.5357
2/2/2026,US_live_port,HR,8801,16.52
2/2/2026,US_live_port,NUVL,-4,104.95
2/2/2026,US_live_port,LNTH,-921,66.5
2/2/2026,US_live_port,QURE,351,24.7
2/2/2026,US_live_port,HAYW,16248,16.1
2/2/2026,US_live_port,ESI,14193,29.59
2/2/2026,US_live_port,IMKTA,46,77.44
2/2/2026,US_live_port,GEO,-7732,15.84
2/2/2026,US_live_port,MCK,-385,846.51
2/2/2026,US_live_port,MNRO,-5584,18.63
2/2/2026,US_live_port,WH,2902,72.44
2/2/2026,US_live_port,RGR,-17,36.77
2/2/2026,US_live_port,LCII,-16,148.16
2/2/2026,US_live_port,OKE,-377,75.32
2/2/2026,US_live_port,SG,-131,6.13
2/2/2026,US_live_port,LOPE,-777,175.15
2/2/2026,US_live_port,WAT,-226,379.31
2/2/2026,US_live_port,SAM,855,213.29
2/2/2026,US_live_port,KE,-1613,31.17
2/2/2026,US_live_port,ULTA,-562,665.57
2/2/2026,US_live_port,ASO,-48,56.14
2/2/2026,US_live_port,AMC,-3332,1.4
2/2/2026,US_live_port,BRC,29,87.47
2/2/2026,US_live_port,TNK,-1590,65.25
2/2/2026,US_live_port,HEI,467,332.26
2/2/2026,US_live_port,NVR,27,7718.38
2/2/2026,US_live_port,CNR,-972,90.01
2/2/2026,US_live_port,MMSI,536,81.61
2/2/2026,US_live_port,CL,-5690,91.89
2/2/2026,US_live_port,PFBC,-1278,87.54
2/2/2026,US_live_port,UE,939,19.58
2/2/2026,US_live_port,CCI,-1301,84.96
2/2/2026,US_live_port,MTG,8083,27.55
2/2/2026,US_live_port,AEO,658,24.65
2/2/2026,US_live_port,MLM,-854,654.33
2/2/2026,US_live_port,TMO,-1149,581.77
2/2/2026,US_live_port,BAX,-8840,19.87
2/2/2026,US_live_port,CBSH,-1707,53.23
2/2/2026,US_live_port,SHO,-5823,8.73
2/2/2026,US_live_port,ACA,49,116.38
2/2/2026,US_live_port,EGP,-254,180.44
2/2/2026,US_live_port,ORRF,-1815,37.46
2/2/2026,US_live_port,RKT,-10479,18.77
2/2/2026,US_live_port,SMMT,-3977,14.06
2/2/2026,US_live_port,HAL,-10954,32.83
2/2/2026,US_live_port,ALNY,127,339.11
2/2/2026,US_live_port,DRH,300,9.23
2/2/2026,US_live_port,LYB,8466,50.25
2/2/2026,US_live_port,CBT,2014,72.86
2/2/2026,US_live_port,TTI,59,11.86
2/2/2026,US_live_port,KODK,762,7.37
2/2/2026,US_live_port,RPD,526,11.8
2/2/2026,US_live_port,RUM,-42264,5.52
2/2/2026,US_live_port,AIN,-58,56.73
2/2/2026,US_live_port,AFRM,2022,61.99
2/2/2026,US_live_port,CVNA,-741,81.578
2/2/2026,US_live_port,AMN,-138,21.73
2/2/2026,US_live_port,KR,2306,63.06
2/2/2026,US_live_port,CHWY,-20,28.39
2/2/2026,US_live_port,USFD,4108,84.36
2/2/2026,US_live_port,ALKT,-509,19.98
2/2/2026,US_live_port,IIPR,-2210,48.25
2/2/2026,US_live_port,TT,-305,425.09
2/2/2026,US_live_port,CMCSA,-4233,29.59
2/2/2026,US_live_port,ORI,3729,39.23
2/2/2026,US_live_port,AIV,80161,5.81
2/2/2026,US_live_port,FCNCA,-154,2097.35
2/2/2026,US_live_port,PRIM,1718,152.84
2/2/2026,US_live_port,HRL,4392,24.46
2/2/2026,US_live_port,INVA,-2314,20.98
2/2/2026,US_live_port,MPT,114,5.14
2/2/2026,US_live_port,VCTR,-4173,71.21
2/2/2026,US_live_port,MITK,-2842,10.3
2/2/2026,US_live_port,CB,1131,311.25
2/2/2026,US_live_port,CVX,-599,174.03
2/2/2026,US_live_port,EIG,-1095,44.52
2/2/2026,US_live_port,LSCC,-22,82.91
2/2/2026,US_live_port,LPX,-519,84.76
2/2/2026,US_live_port,AWR,-1654,72.08
2/2/2026,US_live_port,SSB,-831,102.97
2/2/2026,US_live_port,GSBC,406,62.41
2/2/2026,US_live_port,GSHD,-827,60.17
2/2/2026,US_live_port,MTDR,-973,43.67
2/2/2026,US_live_port,JBL,-1628,243.22
2/2/2026,US_live_port,IBM,-113,314.73
2/2/2026,US_live_port,NPKI,24102,14.03
2/2/2026,US_live_port,DFIN,-27,51.54
2/2/2026,US_live_port,AVGO,686,331.11
2/2/2026,US_live_port,KNX,3441,59.16
2/2/2026,US_live_port,INGR,-2221,117.31
2/2/2026,US_live_port,QBTS,-3422,20.97
2/2/2026,US_live_port,BWIN,-24,20.59
2/2/2026,US_live_port,HCI,16,157.34
2/2/2026,US_live_port,PKE,6170,24.91
2/2/2026,US_live_port,ITIC,-239,265.04
2/2/2026,US_live_port,FLR,-4169,46.88
2/2/2026,US_live_port,BC,1274,82.15
2/2/2026,US_live_port,LEA,735,118
2/2/2026,US_live_port,TDAY,-6570,5.92
2/2/2026,US_live_port,BFST,-8882,28.83
2/2/2026,US_live_port,SOUN,-17529,8.42
2/2/2026,US_live_port,OHI,5463,43.02
2/2/2026,US_live_port,KTOS,-4212,96.16
2/2/2026,US_live_port,MATX,-1749,165.72
2/2/2026,US_live_port,CLX,-6,113.29
2/2/2026,US_live_port,PGNY,2601,24.21
2/2/2026,US_live_port,ALDX,15820,5.43
2/2/2026,US_live_port,FCX,1536,60.76
2/2/2026,US_live_port,CRGY,4185,9.43
2/2/2026,US_live_port,CSR,-1329,63.83
2/2/2026,US_live_port,WAL,-1172,89.65
2/2/2026,US_live_port,PSA,344,271.81
2/2/2026,US_live_port,MGM,11161,33.49
2/2/2026,US_live_port,MPC,-181,176.91
2/2/2026,US_live_port,CR,-1759,185.27
2/2/2026,US_live_port,MOV,1978,23.71
2/2/2026,US_live_port,HLF,1105,17.4
2/2/2026,US_live_port,GBX,31,51.34
2/2/2026,US_live_port,RDNT,-18,70.87
2/2/2026,US_live_port,R,523,203.08
2/2/2026,US_live_port,WDAY,1805,173.38
2/2/2026,US_live_port,PRCT,10896,29.14
2/2/2026,US_live_port,OXY,-339,43.8
2/2/2026,US_live_port,CHTR,-1897,213.61
2/2/2026,US_live_port,ES,3197,67.91
2/2/2026,US_live_port,COCO,-1606,55.73
2/2/2026,US_live_port,PAGS,35040,11.44
2/2/2026,US_live_port,SDGR,-1085,14.09
2/2/2026,US_live_port,TVTX,186,33.095
2/2/2026,US_live_port,ATRO,477,64.283
2/2/2026,US_live_port,KRNY,264,8.07
2/2/2026,US_live_port,ENR,-901,22.51
2/2/2026,US_live_port,LUV,2831,49.64
2/2/2026,US_live_port,GL,-519,143.44
2/2/2026,US_live_port,HCC,92,89.34
2/2/2026,US_live_port,KMT,1558,35.56
2/2/2026,US_live_port,TPR,1999,129.67
2/2/2026,US_live_port,DASH,-891,207.67
2/2/2026,US_live_port,NI,-5908,44.03
2/2/2026,US_live_port,DVA,1000,111.19
2/2/2026,US_live_port,EIX,3167,60.75
2/2/2026,US_live_port,CTBI,-67,62.83
2/2/2026,US_live_port,BRK/B,705,487.29
2/2/2026,US_live_port,VSH,4310,20.67
2/2/2026,US_live_port,AVTR,-32904,11.07
2/2/2026,US_live_port,KAI,-3,327.58
2/2/2026,US_live_port,WING,-315,266.66
2/2/2026,US_live_port,AZZ,-40,127.71
2/2/2026,US_live_port,AR,2109,33.6
2/2/2026,US_live_port,FNB,4021,17.84
2/2/2026,US_live_port,CDP,-10464,30.74
2/2/2026,US_live_port,POWL,-13,146.7867
2/2/2026,US_live_port,NHC,1929,149.29
2/2/2026,US_live_port,LMAT,1072,86.39
2/2/2026,US_live_port,FET,-971,45.69
2/2/2026,US_live_port,JPM,737,308.14
2/2/2026,US_live_port,AIZ,659,240.39
2/2/2026,US_live_port,GNW,241,8.47
2/2/2026,US_live_port,QS,-10189,8.68
2/2/2026,US_live_port,IQV,-2994,231.23
2/2/2026,US_live_port,VTR,1594,77.41
2/2/2026,US_live_port,MTCH,29,31.54
2/2/2026,US_live_port,DOCS,-921,37.29
2/2/2026,US_live_port,DLTR,1275,117.22
2/2/2026,US_live_port,ADAM,-38361,7.96
2/2/2026,US_live_port,WMG,1436,30.2
2/2/2026,US_live_port,LOW,-762,269.06
2/2/2026,US_live_port,LRCX,2005,237.5
2/2/2026,US_live_port,FOR,-10439,26.92
2/2/2026,US_live_port,LIN,-479,460.16
2/2/2026,US_live_port,COHR,156,222.44
2/2/2026,US_live_port,FCN,-1309,176.81
2/2/2026,US_live_port,GEHC,-476,80.11
2/2/2026,US_live_port,GME,-10464,25.85
2/2/2026,US_live_port,ITRI,-308,100.45
2/2/2026,US_live_port,GRMN,3202,206.92
2/2/2026,US_live_port,PLAB,16,36.1
2/2/2026,US_live_port,PPL,18770,35.82
2/2/2026,US_live_port,PRTA,-120,8.91
2/2/2026,US_live_port,ZWS,-1458,46.93
2/2/2026,US_live_port,SEDG,4619,30.64
2/2/2026,US_live_port,HALO,-913,74.45
2/2/2026,US_live_port,WULF,-5373,13.44
2/2/2026,US_live_port,ODC,-18,61.49
2/2/2026,US_live_port,RVMD,-3954,97.16
2/2/2026,US_live_port,CSX,-4951,38.39
2/2/2026,US_live_port,WSFS,1022,66.36
2/2/2026,US_live_port,WLDN,-615,128.16
2/2/2026,US_live_port,GTES,11050,23.72
2/2/2026,US_live_port,CHRD,-395,96.61
2/2/2026,US_live_port,PYPL,-1836,52.33
2/2/2026,US_live_port,MTZ,1176,245.4
2/2/2026,US_live_port,BMRN,7248,57.95
2/2/2026,US_live_port,AA,9274,58.21
2/2/2026,US_live_port,J,-876,136.88
2/2/2026,US_live_port,VEEV,153,203.35
2/2/2026,US_live_port,RVTY,-2716,107.09
2/2/2026,US_live_port,OIS,138,8.48
2/2/2026,US_live_port,ALGT,19,91.06
2/2/2026,US_live_port,KRYS,92,282.27
2/2/2026,US_live_port,TRN,9325,29.2
2/2/2026,US_live_port,DHR,-276,223.42
2/2/2026,US_live_port,CHRW,-797,198.5
2/2/2026,US_live_port,MHK,-4,120.71
2/2/2026,US_live_port,BXMT,1471,19.56
2/2/2026,US_live_port,EWBC,-326,114.63
2/2/2026,US_live_port,EFX,1722,199.17
2/2/2026,US_live_port,LAMR,2277,127.79
2/2/2026,US_live_port,TGTX,-2606,29.18
2/2/2026,US_live_port,CHE,-5,435.27
2/2/2026,US_live_port,HURN,-2475,172.37
2/2/2026,US_live_port,CNNE,-646,14.47
2/2/2026,US_live_port,TENB,-2428,22.02
2/2/2026,US_live_port,DY,380,383.58
2/2/2026,US_live_port,CRSP,-1029,51.31
2/2/2026,US_live_port,HUM,263,187.2
2/2/2026,US_live_port,DDS,-202,632.81
2/2/2026,US_live_port,HLIO,-2187,67.26
2/2/2026,US_live_port,STAG,1694,37.48
2/2/2026,US_live_port,AMAL,7749,40.19
2/2/2026,US_live_port,HTB,-8391,44.19
2/2/2026,US_live_port,WY,8370,25.84
2/2/2026,US_live_port,KWR,-9,157.21
2/2/2026,US_live_port,GHC,192,1187.67
2/2/2026,US_live_port,ODFL,-1214,186.13
2/2/2026,US_live_port,NGVT,122,67.25
2/2/2026,US_live_port,STRT,-1078,82.96
2/2/2026,US_live_port,ASAN,28379,9.91
2/2/2026,US_live_port,BCRX,2575,6.63
2/2/2026,US_live_port,PEGA,1435,43.57
2/2/2026,US_live_port,MNST,1792,81.1
2/2/2026,US_live_port,TER,622,249.53
2/2/2026,US_live_port,ACVA,12047,7.62
2/2/2026,US_live_port,MET,997,79.83
2/2/2026,US_live_port,LXU,14850,9.15
2/2/2026,US_live_port,RGA,188,205.15
2/2/2026,US_live_port,TDC,-3430,28.02
2/2/2026,US_live_port,GWRE,-2213,138.92
2/2/2026,US_live_port,SGHC,2011,9.38
2/2/2026,US_live_port,SPGI,-408,499.091
2/2/2026,US_live_port,FULT,9841,21.03
2/2/2026,US_live_port,WSO,649,386.61
2/2/2026,US_live_port,NSP,1078,43.15
2/2/2026,US_live_port,ITT,3499,185.89
