ticker,shares_difference
DBI,-1135
DBX,-1379
DCO,755
DD,-1450
DDOG,-316
DEI,3825
DELL,448
DG,-673
DGICA,85
DHT,1285
DINO,206
DIOD,257
DK,-28
DKNG,-556
DLB,-1402
DLTR,259
DLX,-110
DOCU,-171
DORM,-75
DOW,281
DOX,-2673
DRH,-314
DSGR,-624
DT,-533
DTM,691
DUK,-26
DVN,1802
DX,-199
DXC,1549
DXPE,23
DY,329
EAF,-1895
EAT,769
EBAY,-426
EBS,-4357
ECPG,752
EEFT,-739
EEX,33550
EFX,-1155
EG,-4
EGBN,-484
EHC,104
EIX,-366
EL,597
ELF,-1584
ELV,-332
EMN,-110
EMR,694
ENPH,686
ENS,97
ENSG,-127
ENTG,-329
ENVA,-71
ENVX,-7825
EPAC,74
EPRT,3619
EQBK,742
EQH,1426
EQIX,-142
EQR,-1744
EQT,-429
ES,1144
ESE,175
ESI,13985
ESNT,337
ESS,228
ESTC,85
ETSY,-1179
EVR,-399
EVTC,58
EW,-3469
EWBC,-888
EWTX,204
EXC,-730
EXE,1056
EXEL,576
EXLS,1392
EXPD,-447
EXPE,31
EXR,-391
EZPW,-494
FAST,-7086
FBP,9600
FBRX,-81
FCBC,5029
FDX,262
FE,-5558
FET,-7
FFIV,-347
FG,-3801
FHI,-967
FHN,635
FIBK,-6872
FICO,116
FIS,4042
FISI,760
FIVE,-258
FIVN,515
FIX,-36
FIZZ,-2577
FLEX,254
FLG,3756
FLS,1213
FMBH,709
FN,-315
FNB,-4505
FNF,1170
FOXA,-546
FOXF,8358
FR,-149
FRME,-34
FRSH,4752
FRT,-144
FSK,3082
FSLR,832
FTAI,115
FTI,849
FULT,891
FWONK,919
GAP,2374
GATX,-739
GBTG,-290
GBX,-51
GCMG,9344
GCO,-27
GD,-149
GE,640
GEF,2870
GEN,5271
GFF,1692
GH,-343
GHC,29
GHM,133
GIC,480
GIS,-1325
GL,944
GLDD,-613
GLNG,-1022
GLOB,5235
GLPI,2780
GLW,73
GM,898
GMED,237
GMRE,-3788
GNRC,-635
GNW,3305
GPC,158
GPI,263
GPRE,-2185
GRBK,-1538
GRC,-754
GRMN,-19
GRND,-17541
GS,74
GSAT,949
GSBC,-502
GSIT,2655
GSM,214
GTES,-7969
GTM,2416
GTN,10032
GTY,6626
GVA,-606
GXO,229
HAE,759
HAIN,-35901
HALO,-327
HAS,645
HAYW,-6922
HBAN,8237
HBNC,966
HCA,-37
HCC,8
HCI,-27
HCKT,-17573
HCSG,990
HFWA,500
HGV,409
HHH,-940
HIFS,-49
HII,189
HIW,-839
HL,-713
HLF,-1315
HLIO,-16
HLMN,8810
HLX,-988
HMN,-27
HNRG,3587
HOG,1376
HOMB,-3692
HOPE,-8443
HOV,4
HP,-48
HPE,-6612
HPP,6284
HPQ,4391
HR,4337
HRB,280
HRL,2947
HRMY,-2537
HRTG,-51
HSIC,-453
HTLD,14484
HTZ,-4566
HUBG,251
HUBS,-504
HUN,-3422
HURN,11
HWC,-5374
HWM,11
HY,-365
HZO,-197
IAC,82
IART,-177
IBKR,-290
IBM,-246
IBOC,-13
IBRX,7217
ICHR,-146
IDT,63
IDXX,115
IESC,49
IFF,3512
IIIN,-2159
IMAX,299
IMKTA,-221
IMVT,17246
INCY,-514
INN,-2086
INSM,-5
INSW,291
INTC,1145
INTU,-176
INVA,-878
INVH,1504
IONS,-1292
IOSP,-3001
IP,4120
IPAR,89
IPI,-46
IRM,10
IRT,449
IRTC,-366
IRWD,-970
ISRG,208
IT,354
ITIC,-132
ITRN,-728
ITT,1012
ITW,-798
IVT,302
IVZ,2065
JANX,-11100
JAZZ,-579
JBHT,249
JBLU,-8669
JBSS,-1719
JCI,-527
JKHY,-85
JNJ,478
JOE,-457
JPM,36
JXN,-43
KALU,-6
KBH,-704
KDP,161
KE,-43
KEY,4831
KFY,452
KIDS,5030
KLIC,-105
KMB,18
KMI,495
KMT,47
KMX,995
KN,-355
KNSA,-42
KO,123
KODK,8
KR,-163
KRG,-1548
KRNY,-748
KRO,-13078
KRYS,-161
KSS,-79
KTB,-1439
KWR,-144
L,-895
LAD,-437
LADR,-295
LAMR,-546
LASR,-34
LAZ,-7517
LC,-5058
LCII,725
LDOS,-664
LEA,65
LECO,-63
LEN,3345
LEVI,-6620
LFST,2143
LGIH,-250
LGND,-81
LH,115
LHX,-343
LIND,2294
LIVN,-1460
LKQ,-1160
LLY,317
LMAT,145
LMND,-391
LNC,-99
LNN,22
LNT,2842
LNTH,-946
LOVE,-1407
LQDA,280
LRCX,846
LRN,4323
LSCC,741
LTH,-521
LUMN,-3378
LUV,-2864
LVS,-1881
LXP,-711
LXRX,94546
LXU,1854
LYTS,828
LYV,340
M,-1087
MA,179
MAA,495
MAC,2624
MAGN,-3638
MANU,72
MAR,-125
MAT,6221
MATV,1931
MCB,21
MCD,-558
MCHP,2075
MCRI,48
MCW,-82
MCY,-101
MDGL,62
MELI,-14
MET,-1261
MFA,-2733
MGEE,-195
MGM,-2981
MGNI,102
MGPI,-637
MHO,-211
MIRM,1077
MITK,341
MKC,2398
MKSI,-593
MLKN,329
MMI,-570
MMM,1392
MMS,158
MMSI,158
MNST,463
MO,-3223
MOD,-428
MOG/A,127
MOH,318
MORN,402
MOS,1958
MOV,4160
MPC,-580
MPW,-626
MRCY,-350
MRNA,2439
MRSH,1262
MRTN,-30729
MRVL,971
MS,507
MSBI,-737
MSEX,960
MSM,712
MSTR,-775
MTB,-1897
MTG,-1547
MTH,-360
MTRN,-333
MTUS,38
MTZ,-142
MU,149
MUR,-2655
MUSA,-254
MWA,-592
MYE,-3576
MYRG,-26
NAT,-4447
NBIS,-11
NBN,-446
NBR,1085
NCNO,-9720
NDAQ,565
NDSN,-870
NE,1337
NEM,-197
NET,-251
NEU,-15
NEXA,57
NGVC,-1640
NHC,106
NINE,-22430
NJR,-173
NKE,110
NLY,70
NMIH,292
NMRK,2143
NNI,53
NOMD,25
NOVT,-181
NOW,3214
NPK,-263
NPKI,5071
NPO,-1873
NRG,134
NRIM,2255
NSSC,-479
NTGR,-1413
NTLA,11556
NTRA,-106
NTRS,1237
NU,1525
NUE,1766
NUS,-2624
NVCR,2580
NVDA,-321
NVT,245
NWN,-43
NWPX,-1265
NWSA,-1202
NX,-441
NXRT,1323
NYT,640
OCFC,-135
ODC,43
OEC,22361
OFIX,438
OGE,1454
OGS,-206
OHI,3022
OI,-7966
OII,-1199
OIS,-355
OKE,-1873
OLN,-168
OMC,-49
OMCL,-2016
OMF,3318
ONTO,-203
OPLN,23
ORI,-2910
ORLY,-20
ORN,-869
OSBC,292
OSCR,-1157
OSIS,12
OSK,792
OTIS,1849
PAG,2835
PAGS,3727
PAR,4296
PARR,-20
PATH,-1087
PAX,-899
PAY,-5090
PAYC,-7
PAYO,6339
PB,846
PCAR,942
PCG,16076
PCOR,-1762
PCRX,-717
PCTY,-611
PD,32
PECO,-4658
PEGA,-57
PENN,-1451
PFE,3380
PFGC,-435
PFS,1836
PFSI,107
PG,745
PGC,-1570
PGNY,436
PHR,12630
PII,777
PINS,-3579
PKE,4098
PKG,-1299
PLAB,17
PLAY,9303
PLD,456
PLNT,432
PLOW,-1240
PLUS,104
PLXS,-581
PM,233
PMT,123
PNC,-1148
PNFP,-189
PODD,-88
POR,612
POST,157
PPC,-4212
PPL,-218
PRCT,1085
PRG,729
PRGS,149
PRIM,-401
PRKS,-7982
PRU,-337
PRVA,-1086
PSA,-249
PSX,-26
PTC,-298
PTCT,-6
PTGX,-3
PTN,-5489
PUMP,-1299
QCOM,372
QLYS,17
QNST,1781
QTWO,1332
QURE,-117
R,-40
RAMP,-151
RARE,1485
RBC,449
RBCAA,1186
RCUS,-19
RDN,-5264
RDWR,53
REG,-1417
REGN,-74
REX,-1325
REZI,765
RF,2494
RGA,-497
RGNX,-3660
RIG,20516
RIGL,-37
RILY,316
RIOT,-1819
RITM,-3251
RIVN,-1759
RL,171
RNR,-2
ROAD,102
ROG,16
ROIV,-5557
ROKU,-103
ROL,2710
ROOT,-133
ROP,68
RPD,1186
RRC,748
RRR,409
RSI,-116
RTX,635
RUN,-431
RUSHB,945
RVLV,654
RWT,366
RYAM,15519
RYI,1791
RYN,-864
RYTM,-354
SAFE,394
SAFT,524
SAH,-561
SAIC,-105
SANM,182
SBCF,1641
SBGI,-733
SBLK,-4328
SBRA,1575
SCHL,-84
SCHW,1270
SCI,831
SCL,-26
SD,3910
SDGR,-5702
SEB,-2
SEDG,910
SEI,-735
SEIC,1758
SENEA,59
SF,-566
SFBS,-903
SFIX,2076
SFL,17312
SFNC,2756
SG,-31182
SGHC,-1459
SGRY,17739
SHBI,-89
SHEN,-6878
SHOO,185
SIBN,217
SIGI,-5007
SITC,-32
SITE,59
SJM,-611
SKWD,8207
SKYW,-1593
SLDB,1364
SLG,7293
SLM,5449
SLP,1557
SLVM,-589
SM,-8114
SMPL,-1591
SNAP,7360
SNDX,1485
SNPS,155
SNX,558
SO,-161
SOC,155
SPB,15
SPNT,512
SPOT,-441
SPXC,302
SR,75
SRCE,787
SRE,-185
SRI,-23361
SRPT,-1012
SSTI,-10472
ST,-1638
STAA,-467
STAG,-1212
STC,1033
STEP,-2531
STNE,664
STRL,-146
STT,-1278
STWD,-3698
STX,233
SUI,-858
SVRA,1194
SWK,122
SXT,173
SYBT,6
T,2482
TALO,-958
TBBK,-920
TBPH,-89
TCBI,-267
TCBK,871
TDS,-2399
TEAM,555
TEL,-238
TEN,39
TER,58
TFX,51
TGLS,2590
TGT,147
TGTX,-441
THC,-4
THG,-119
THO,-34
THRM,2627
TK,-4634
TLRY,-1578
TMHC,-53
TMP,-59
TMUS,-7
TNC,980
TNDM,-894
TNET,-1372
TNL,92
TOL,459
TOST,-531
TOWN,-62
TPC,326
TPH,1341
TPR,-374
TR,1241
TRGP,15
TRMB,2252
TRN,6
TROX,10947
TRS,-88
TRST,-761
TRU,548
TRUP,10
TRV,-122
TSN,-739
TTC,459
TTD,-3654
TTI,-96
TTMI,150
TTWO,26
TVTX,-586
TW,-136
TWI,-1737
TWLO,-78
TXN,-1547
TXT,-1663
TYL,-328
U,-129
UAL,-510
UCB,2176
UE,-1429
UFPI,-960
UFPT,-31
UGI,-44
UHAL,859
UHS,10
UHT,1482
UMH,-3583
UNFI,329
UNH,-10
UNM,2817
UNP,-1621
UPBD,201
URBN,-224
USB,3453
USLM,779
USNA,2362
UTHR,-32
UTI,-2669
UTL,-2342
UVE,-143
UVSP,66
V,-92
VAL,-3363
VCEL,149
VCYT,-224
VFC,4261
VHC,729
VIAV,167
VICI,1393
VIRT,-1207
VITL,-3661
VLO,-849
VMC,670
VOYA,1010
VRDN,24
VRE,-8165
VREX,-3050
VRSN,-449
VRT,284
VRTS,70
VSAT,25
VSCO,-6
VSH,573
VST,-855
VTOL,94
VTR,875
VTRS,-2488
VVX,20
VZ,-2360
WABC,-2859
WASH,-126
WBS,-275
WCC,211
WD,242
WDAY,287
WDC,-278
WELL,1084
WEN,7777
WERN,2960
WFRD,-189
WGO,921
WH,-1602
WHR,2841
WIX,3133
WK,-956
WLK,-3209
WLY,1080
WM,-126
WMB,4182
WMG,-10000
WMK,-59
WMT,412
WNC,-3292
WRLD,309
WSBC,-1055
WSC,9387
WST,-202
WT,6172
WTM,12
WTS,890
WU,2485
WVE,643
WWD,203
WWW,-54
WY,-478
WYNN,-122
XENE,47
XERS,-5463
XHR,-470
XMTR,-656
XNCR,-1426
XP,-7163
XPO,-326
XPRO,1737
XYL,694
XYZ,333
YOU,167
YUM,-2793
YUMC,-1579
Z,-961
ZBH,109
ZBRA,-199
ZETA,399
ZION,615
ZS,272
ZTS,612
ZWS,-1226
ZYME,-15
