Date,Port,ticker,shares,price
1/30/2026,US_live_port,PCRX,5705,20.54
1/30/2026,US_live_port,WGS,-2201,96.26
1/30/2026,US_live_port,GPC,911,138.99
1/30/2026,US_live_port,SMTC,-600,79.75
1/30/2026,US_live_port,FMBH,367,42.1
1/30/2026,US_live_port,KBR,465,42.81
1/30/2026,US_live_port,RSI,-12998,17.67
1/30/2026,US_live_port,GOGO,-19310,4.59
1/30/2026,US_live_port,HUBS,1074,280
1/30/2026,US_live_port,A,-650,133.85
1/30/2026,US_live_port,ACGL,-217,96.04
1/30/2026,US_live_port,UNIT,29053,8.32
1/30/2026,US_live_port,FIS,5669,55.25
1/30/2026,US_live_port,VLY,-8579,12.46
1/30/2026,US_live_port,FHN,9458,24.49
1/30/2026,US_live_port,OMER,-1831,11.69
1/30/2026,US_live_port,TBBK,1697,59.44
1/30/2026,US_live_port,TMHC,21,60.95
1/30/2026,US_live_port,FG,-2664,29.49
1/30/2026,US_live_port,APEI,-2185,41.78
1/30/2026,US_live_port,NOV,-15197,18.35
1/30/2026,US_live_port,PCOR,1983,56.49
1/30/2026,US_live_port,CCOI,3946,24.3
1/30/2026,US_live_port,OSIS,295,250.14
1/30/2026,US_live_port,MCO,-683,515.56
1/30/2026,US_live_port,EPRT,5009,30.36
1/30/2026,US_live_port,CACC,751,498.24
1/30/2026,US_live_port,LYV,-608,145.45
1/30/2026,US_live_port,CLH,-2349,259.91
1/30/2026,US_live_port,SB,41,5.71
1/30/2026,US_live_port,GSIT,8209,7.215
1/30/2026,US_live_port,MTUS,1848,19.95
1/30/2026,US_live_port,BKR,-1991,56.04
1/30/2026,US_live_port,UPS,147,106.22
1/30/2026,US_live_port,WDFC,-156,231.23
1/30/2026,US_live_port,AVPT,6826,11.63
1/30/2026,US_live_port,SNAP,26926,6.93
1/30/2026,US_live_port,QCOM,2086,151.59
1/30/2026,US_live_port,ROST,-590,188.65
1/30/2026,US_live_port,PNR,-2192,105.37
1/30/2026,US_live_port,LOB,-13,39.96
1/30/2026,US_live_port,LFST,4415,7.07
1/30/2026,US_live_port,WEC,-500,110.67
1/30/2026,US_live_port,ALB,2608,170.63
1/30/2026,US_live_port,PNFP,5285,95.09
1/30/2026,US_live_port,GCMG,22942,11.32
1/30/2026,US_live_port,CALY,11969,14.35
1/30/2026,US_live_port,OMCL,1226,48.5
1/30/2026,US_live_port,MOH,597,179.59
1/30/2026,US_live_port,BGS,-298,4.37
1/30/2026,US_live_port,JXN,-1421,118.92
1/30/2026,US_live_port,GTLB,-303,34.98
1/30/2026,US_live_port,MAR,161,315.3
1/30/2026,US_live_port,ILMN,-406,144.81
1/30/2026,US_live_port,EGY,-477,5.14
1/30/2026,US_live_port,NNN,1975,41.67
1/30/2026,US_live_port,TROX,8956,6.06
1/30/2026,US_live_port,PLXS,1592,199.33
1/30/2026,US_live_port,SM,-1479,19.47
1/30/2026,US_live_port,SLGN,-41,43.15
1/30/2026,US_live_port,HAE,43,66.66
1/30/2026,US_live_port,TXRH,-2552,179.86
1/30/2026,US_live_port,WD,-93,62.89
1/30/2026,US_live_port,PR,9412,16.13
1/30/2026,US_live_port,CYD,943,45.38
1/30/2026,US_live_port,KRO,26002,5.25
1/30/2026,US_live_port,TEX,213,57
1/30/2026,US_live_port,PTCT,227,75.53
1/30/2026,US_live_port,MWA,1370,27.07
1/30/2026,US_live_port,RMD,-2743,258.31
1/30/2026,US_live_port,CC,-4726,14.99
1/30/2026,US_live_port,HIMS,-336,27.09
1/30/2026,US_live_port,VSAT,-1862,45.17
1/30/2026,US_live_port,ACI,-4113,16.65
1/30/2026,US_live_port,MNKD,-7231,5.78
1/30/2026,US_live_port,CNM,1984,53.36
1/30/2026,US_live_port,BHVN,19892,11.83
1/30/2026,US_live_port,AMBA,-1975,64.04
1/30/2026,US_live_port,BPOP,528,133.53
1/30/2026,US_live_port,RLJ,-4424,7.43
1/30/2026,US_live_port,SPB,5,63.71
1/30/2026,US_live_port,CTO,587,17.77
1/30/2026,US_live_port,BKNG,25,200.074
1/30/2026,US_live_port,TNET,-138,61.24
1/30/2026,US_live_port,EQR,5831,62.32
1/30/2026,US_live_port,CRWD,-536,110.3513
1/30/2026,US_live_port,SLNO,-204,38.56
1/30/2026,US_live_port,DXC,13385,14.43
1/30/2026,US_live_port,CPF,-11306,32.57
1/30/2026,US_live_port,ADNT,-4931,20.8
1/30/2026,US_live_port,SPNT,995,20.41
1/30/2026,US_live_port,MEDP,-11,582.48
1/30/2026,US_live_port,IESC,124,380.29
1/30/2026,US_live_port,MGRC,-596,111.69
1/30/2026,US_live_port,ZTS,1601,124.82
1/30/2026,US_live_port,IMAX,2033,34.91
1/30/2026,US_live_port,SFNC,7932,20.33
1/30/2026,US_live_port,ATRC,471,36.93
1/30/2026,US_live_port,EQBK,4283,46.12
1/30/2026,US_live_port,NN,-397,14.36
1/30/2026,US_live_port,AWK,1679,129.13
1/30/2026,US_live_port,AROC,19329,29.59
1/30/2026,US_live_port,PODD,913,255.81
1/30/2026,US_live_port,REPL,-2410,7.03
1/30/2026,US_live_port,ASIX,-16002,15.84
1/30/2026,US_live_port,HOV,421,112.65
1/30/2026,US_live_port,COIN,-715,194.74
1/30/2026,US_live_port,HCSG,2271,18.82
1/30/2026,US_live_port,COLB,-4040,29.44
1/30/2026,US_live_port,UTHR,474,469.49
1/30/2026,US_live_port,HTZ,-131,4.9
1/30/2026,US_live_port,XNCR,3886,12.09
1/30/2026,US_live_port,ACLX,3550,68.31
1/30/2026,US_live_port,LAND,-25,11.15
1/30/2026,US_live_port,FELE,-757,99.62
1/30/2026,US_live_port,BSY,-8282,35.12
1/30/2026,US_live_port,AX,1437,98.99
1/30/2026,US_live_port,DCI,-3926,101.94
1/30/2026,US_live_port,AEIS,607,255.36
1/30/2026,US_live_port,GOLF,-1646,96.94
1/30/2026,US_live_port,ICLR,-883,180.25
1/30/2026,US_live_port,MPWR,-533,1124.15
1/30/2026,US_live_port,NVST,-15146,23.47
1/30/2026,US_live_port,BANF,-1279,109.95
1/30/2026,US_live_port,CENX,808,45.33
1/30/2026,US_live_port,CPAY,-446,314.63
1/30/2026,US_live_port,RGTI,-7,18.17
1/30/2026,US_live_port,FAST,-2701,43.36
1/30/2026,US_live_port,MU,417,414.88
1/30/2026,US_live_port,YETI,-7614,45.71
1/30/2026,US_live_port,SBLK,14432,22.95
1/30/2026,US_live_port,NOC,-975,692.26
1/30/2026,US_live_port,HNI,-33,47.79
1/30/2026,US_live_port,FSLR,1121,225.52
1/30/2026,US_live_port,TDW,-1861,62.49
1/30/2026,US_live_port,HLX,3197,7.94
1/30/2026,US_live_port,YUM,-614,155.5
1/30/2026,US_live_port,POR,86,50.25
1/30/2026,US_live_port,DAVE,1,163.69
1/30/2026,US_live_port,ORC,-136,7.8
1/30/2026,US_live_port,LASR,-2370,45.61
1/30/2026,US_live_port,ATKR,1405,69.45
1/30/2026,US_live_port,BWA,954,47.41
1/30/2026,US_live_port,KFY,1190,69.47
1/30/2026,US_live_port,ED,-3345,106.63
1/30/2026,US_live_port,CF,-2200,93.23
1/30/2026,US_live_port,FHI,-20,53.28
1/30/2026,US_live_port,AXON,288,483.58
1/30/2026,US_live_port,TPB,-2344,121.15
1/30/2026,US_live_port,BFH,594,72.54
1/30/2026,US_live_port,IART,674,11.14
1/30/2026,US_live_port,ABCB,-1603,80.62
1/30/2026,US_live_port,GIS,-2455,46.26
1/30/2026,US_live_port,ON,-1872,59.89
1/30/2026,US_live_port,MDB,-651,371.33
1/30/2026,US_live_port,HSTM,-962,22.29
1/30/2026,US_live_port,AME,-1669,223.98
1/30/2026,US_live_port,OGE,5791,43.68
1/30/2026,US_live_port,MDLZ,-5896,58.47
1/30/2026,US_live_port,ENSG,508,171.66
1/30/2026,US_live_port,USPH,-128,83.87
1/30/2026,US_live_port,VNO,-9408,31.88
1/30/2026,US_live_port,CME,-1828,289.06
1/30/2026,US_live_port,CAR,-18,114.99
1/30/2026,US_live_port,AXP,-14,352.17
1/30/2026,US_live_port,SNA,-333,366.11
1/30/2026,US_live_port,GOOG,-451,338.53
1/30/2026,US_live_port,PTGX,990,81.8
1/30/2026,US_live_port,CLB,-2879,19.54
1/30/2026,US_live_port,GD,1428,351.09
1/30/2026,US_live_port,PEP,-3868,153.63
1/30/2026,US_live_port,JACK,-11,20.97
1/30/2026,US_live_port,VISN,-12771,18
1/30/2026,US_live_port,TNL,997,69.54
1/30/2026,US_live_port,GSAT,1832,61.62
1/30/2026,US_live_port,RPM,-19,106.96
1/30/2026,US_live_port,MSFT,-51,430.29
1/30/2026,US_live_port,ROIV,16568,21.62
1/30/2026,US_live_port,SYF,557,72.63
1/30/2026,US_live_port,PFS,1909,22.14
1/30/2026,US_live_port,USNA,2703,21.7
1/30/2026,US_live_port,ALV,1651,121.24
1/30/2026,US_live_port,BLDR,-364,114.4
1/30/2026,US_live_port,PLD,480,130.56
1/30/2026,US_live_port,VICI,331,28.08
1/30/2026,US_live_port,CPT,4051,109.05
1/30/2026,US_live_port,FHB,-3542,26.55
1/30/2026,US_live_port,BCO,1034,127.04
1/30/2026,US_live_port,SF,2499,82.2
1/30/2026,US_live_port,FDS,-1302,254.36
1/30/2026,US_live_port,ADBE,-220,293.25
1/30/2026,US_live_port,EYE,-43,26.35
1/30/2026,US_live_port,ADM,1495,67.31
1/30/2026,US_live_port,FCF,-6474,18.03
1/30/2026,US_live_port,LUMN,-24309,8.82
1/30/2026,US_live_port,FRT,1410,101.16
1/30/2026,US_live_port,RGEN,-1728,149.37
1/30/2026,US_live_port,ADT,346,8
1/30/2026,US_live_port,TEAM,1423,118.18
1/30/2026,US_live_port,BCPC,-2379,170.17
1/30/2026,US_live_port,SHW,-1119,354.64
1/30/2026,US_live_port,TXT,2671,88.06
1/30/2026,US_live_port,KNSL,-392,395.88
1/30/2026,US_live_port,SYBT,4828,67.69
1/30/2026,US_live_port,CAG,-8651,18.51
1/30/2026,US_live_port,BY,-5305,31.93
1/30/2026,US_live_port,VVV,-16,32.72
1/30/2026,US_live_port,REZI,196,34.26
1/30/2026,US_live_port,CECO,-3493,67.43
1/30/2026,US_live_port,HOPE,4659,11.98
1/30/2026,US_live_port,FLG,16401,13.22
1/30/2026,US_live_port,KNSA,-1538,43.92
1/30/2026,US_live_port,FTDR,-7597,59.11
1/30/2026,US_live_port,FANG,-1138,163.95
1/30/2026,US_live_port,AGX,223,347.11
1/30/2026,US_live_port,SNDX,4641,20.31
1/30/2026,US_live_port,PJT,-2320,173.03
1/30/2026,US_live_port,MBWM,-2144,51.98
1/30/2026,US_live_port,ECPG,101,55.2
1/30/2026,US_live_port,JKHY,-3,179.21
1/30/2026,US_live_port,GPK,30294,14.65
1/30/2026,US_live_port,TPG,-11243,58.91
1/30/2026,US_live_port,XPRO,-26,16.01
1/30/2026,US_live_port,UMH,17836,15.63
1/30/2026,US_live_port,MKC,6156,61.83
1/30/2026,US_live_port,CRM,2733,212.29
1/30/2026,US_live_port,AMSF,-67,37.61
1/30/2026,US_live_port,HOMB,4861,28.9
1/30/2026,US_live_port,AMRC,6,31.34
1/30/2026,US_live_port,KEYS,-1929,216.33
1/30/2026,US_live_port,BRBR,-32,24.87
1/30/2026,US_live_port,WMT,1697,119.14
1/30/2026,US_live_port,VLO,110,181.43
1/30/2026,US_live_port,KRG,899,23.49
1/30/2026,US_live_port,DKNG,-1001,27.51
1/30/2026,US_live_port,HHH,259,81.66
1/30/2026,US_live_port,TCMD,-3562,28.86
1/30/2026,US_live_port,PEG,5669,82.36
1/30/2026,US_live_port,COKE,709,152.06
1/30/2026,US_live_port,HD,-1562,374.59
1/30/2026,US_live_port,OFIX,5487,13.23
1/30/2026,US_live_port,CVI,213,22.74
1/30/2026,US_live_port,MSA,-1420,177.15
1/30/2026,US_live_port,KOP,-718,29.46
1/30/2026,US_live_port,SOFI,-24,22.81
1/30/2026,US_live_port,CRVL,-9,69.63
1/30/2026,US_live_port,LULU,680,174.5
1/30/2026,US_live_port,RS,-2048,329.5
1/30/2026,US_live_port,VC,-2775,90.86
1/30/2026,US_live_port,ARLO,13385,12.69
1/30/2026,US_live_port,PTEN,-2445,7.53
1/30/2026,US_live_port,MCD,-1,315
1/30/2026,US_live_port,ITGR,-1925,86.86
1/30/2026,US_live_port,MRVL,5593,78.92
1/30/2026,US_live_port,HIG,-3443,135.06
1/30/2026,US_live_port,SLAB,-1265,142.45
1/30/2026,US_live_port,HAFC,75,26.57
1/30/2026,US_live_port,DKS,1000,202
1/30/2026,US_live_port,WGO,1049,45.91
1/30/2026,US_live_port,ASB,1689,27.26
1/30/2026,US_live_port,VYX,-179,9.92
1/30/2026,US_live_port,INTA,-8046,33.95
1/30/2026,US_live_port,NEO,-2666,12.06
1/30/2026,US_live_port,SNDR,-3509,26.84
1/30/2026,US_live_port,MC,-1158,71.67
1/30/2026,US_live_port,AKBA,-23,1.41
1/30/2026,US_live_port,CACI,3,620.58
1/30/2026,US_live_port,HY,6811,33.45
1/30/2026,US_live_port,CCNE,-3462,27.7
1/30/2026,US_live_port,ATEC,9058,14.83
1/30/2026,US_live_port,GPRO,-26,1.16
1/30/2026,US_live_port,HPE,3523,21.52
1/30/2026,US_live_port,TWST,-1451,41.07
1/30/2026,US_live_port,INDB,-1063,80.78
1/30/2026,US_live_port,YORW,-16,33.58
1/30/2026,US_live_port,BE,-680,151.37
1/30/2026,US_live_port,RIVN,-360,14.75
1/30/2026,US_live_port,SIGA,-45,6.7
1/30/2026,US_live_port,ACLS,-157,88.07
1/30/2026,US_live_port,CUZ,145,25.24
1/30/2026,US_live_port,SNX,2151,158.67
1/30/2026,US_live_port,PFG,-3654,94.72
1/30/2026,US_live_port,KLAC,57,142.794
1/30/2026,US_live_port,IPGP,-3,92.41
1/30/2026,US_live_port,CENTA,215,30.67
1/30/2026,US_live_port,CMP,-3366,24.98
1/30/2026,US_live_port,TRS,6250,34.77
1/30/2026,US_live_port,TOST,297,31.11
1/30/2026,US_live_port,LRN,2863,84.6
1/30/2026,US_live_port,NBHC,-847,40.18
1/30/2026,US_live_port,LTC,-2318,36.47
1/30/2026,US_live_port,ALK,972,50.83
1/30/2026,US_live_port,MTW,-16739,12.92
1/30/2026,US_live_port,BAP,958,356.83
1/30/2026,US_live_port,RRR,5830,63.13
1/30/2026,US_live_port,SBRA,7442,18.73
1/30/2026,US_live_port,CPRI,1419,22.57
1/30/2026,US_live_port,BMI,-156,146.58
1/30/2026,US_live_port,LBRT,3250,24.65
1/30/2026,US_live_port,SSD,-10,176.78
1/30/2026,US_live_port,SPOT,484,500.35
1/30/2026,US_live_port,PRVA,1260,23.22
1/30/2026,US_live_port,PB,742,69.01
1/30/2026,US_live_port,PSN,-475,70.06
1/30/2026,US_live_port,WEN,49994,7.79
1/30/2026,US_live_port,BKH,233,72.98
1/30/2026,US_live_port,CLFD,3778,29.77
1/30/2026,US_live_port,YOU,274,32.62
1/30/2026,US_live_port,FA,-3788,13.5
1/30/2026,US_live_port,AKR,-2119,20.01
1/30/2026,US_live_port,COLM,-1113,55.28
1/30/2026,US_live_port,ANDE,618,61.99
1/30/2026,US_live_port,ROP,45,371.23
1/30/2026,US_live_port,INVX,-35,24.85
1/30/2026,US_live_port,DBI,-18030,6.34
1/30/2026,US_live_port,BFS,1166,31.73
1/30/2026,US_live_port,APLE,-2475,11.64
1/30/2026,US_live_port,WSC,19709,20.03
1/30/2026,US_live_port,ECVT,-1816,10.61
1/30/2026,US_live_port,REXR,-244,40.53
1/30/2026,US_live_port,FUN,-3898,18.01
1/30/2026,US_live_port,EW,6300,81.36
1/30/2026,US_live_port,SNOW,-44,192.7
1/30/2026,US_live_port,RIGL,4,34.86
1/30/2026,US_live_port,WELL,2392,188.36
1/30/2026,US_live_port,STBA,-970,42.64
1/30/2026,US_live_port,SHOO,818,43.88
1/30/2026,US_live_port,NWPX,880,67.45
1/30/2026,US_live_port,WTFC,2,147.49
1/30/2026,US_live_port,MMYT,-59,62.38
1/30/2026,US_live_port,LKQ,2670,32.85
1/30/2026,US_live_port,BANC,274,19.98
1/30/2026,US_live_port,PMT,-7716,11.83
1/30/2026,US_live_port,JOE,-2431,66.19
1/30/2026,US_live_port,CYRX,-1049,9.51
1/30/2026,US_live_port,AER,1994,143.66
1/30/2026,US_live_port,UBSI,-8921,42.33
1/30/2026,US_live_port,EPR,-3067,54.24
1/30/2026,US_live_port,ELS,-5804,63.17
1/30/2026,US_live_port,HLNE,-1709,141.24
1/30/2026,US_live_port,APAM,-12,44.52
1/30/2026,US_live_port,WVE,5334,12.94
1/30/2026,US_live_port,BWXT,-801,205.43
1/30/2026,US_live_port,FBK,-6898,57.53
1/30/2026,US_live_port,WABC,2798,50.58
1/30/2026,US_live_port,NSIT,-135,84.02
1/30/2026,US_live_port,WINA,-111,450.69
1/30/2026,US_live_port,JCI,1568,119.26
1/30/2026,US_live_port,WFC,-2550,90.49
1/30/2026,US_live_port,DE,89,528
1/30/2026,US_live_port,AYI,320,309.24
1/30/2026,US_live_port,CCC,-1041,7.58
1/30/2026,US_live_port,HIFS,273,298.45
1/30/2026,US_live_port,AXSM,1202,184.25
1/30/2026,US_live_port,SBAC,-488,184.11
1/30/2026,US_live_port,BSX,-1028,93.53
1/30/2026,US_live_port,RHI,-656,34.61
1/30/2026,US_live_port,LAB,-22,1.4
1/30/2026,US_live_port,TRV,1700,284.51
1/30/2026,US_live_port,MIDD,285,118.385
1/30/2026,US_live_port,EZPW,3631,21.45
1/30/2026,US_live_port,CMC,1559,76.87
1/30/2026,US_live_port,HTH,-3892,37.45
1/30/2026,US_live_port,WMB,7435,67.26
1/30/2026,US_live_port,LNN,375,125.27
1/30/2026,US_live_port,CCK,-2615,104.68
1/30/2026,US_live_port,ENVX,-58,6.62
1/30/2026,US_live_port,EVCM,-29,12.05
1/30/2026,US_live_port,APO,-393,134.54
1/30/2026,US_live_port,REX,69,33.81
1/30/2026,US_live_port,DXCM,-110,73.04
1/30/2026,US_live_port,PVH,-1767,62.36
1/30/2026,US_live_port,DAN,16,28.9
1/30/2026,US_live_port,SGI,-7726,87.85
1/30/2026,US_live_port,SAIA,-715,334.87
1/30/2026,US_live_port,TLN,-1124,348.36
1/30/2026,US_live_port,STLD,-2779,179.57
1/30/2026,US_live_port,BLKB,6568,53.7
1/30/2026,US_live_port,CYTK,1136,63.19
1/30/2026,US_live_port,LQDT,1736,32
1/30/2026,US_live_port,AVA,-187,41.29
1/30/2026,US_live_port,OPLN,14,30.04
1/30/2026,US_live_port,ALNT,1487,61.01
1/30/2026,US_live_port,GEF,2155,70.62
1/30/2026,US_live_port,ENPH,331,36.98
1/30/2026,US_live_port,DTE,16,134.38
1/30/2026,US_live_port,AXS,6,103.18
1/30/2026,US_live_port,SITE,450,143.54
1/30/2026,US_live_port,DIN,-439,34.39
1/30/2026,US_live_port,LGIH,579,50.11
1/30/2026,US_live_port,GPI,121,354.26
1/30/2026,US_live_port,UVV,4,56.59
1/30/2026,US_live_port,MAN,-7674,36.33
1/30/2026,US_live_port,HIW,460,25.85
1/30/2026,US_live_port,FLYW,-17308,12.6
1/30/2026,US_live_port,QTWO,406,61.25
1/30/2026,US_live_port,NWSA,27194,27.03
1/30/2026,US_live_port,CW,893,656.69
1/30/2026,US_live_port,WSBC,124,35.29
1/30/2026,US_live_port,URGN,-2276,19.61
1/30/2026,US_live_port,STC,3077,67.43
1/30/2026,US_live_port,CHKP,952,179.51
1/30/2026,US_live_port,AAT,116,18.06
1/30/2026,US_live_port,MAS,376,66.09
1/30/2026,US_live_port,FERG,-2683,252.46
1/30/2026,US_live_port,MSGS,-1215,283.55
1/30/2026,US_live_port,DNLI,4166,21.74
1/30/2026,US_live_port,AAMI,-4442,55.42
1/30/2026,US_live_port,FFIV,1256,275.61
1/30/2026,US_live_port,MLKN,2798,20.08
1/30/2026,US_live_port,ZM,-7017,92.1
1/30/2026,US_live_port,LEN,-825,109.35
1/30/2026,US_live_port,HWC,-934,68.8
1/30/2026,US_live_port,ANAB,-1995,31.602
1/30/2026,US_live_port,ENVA,445,165.17
1/30/2026,US_live_port,TLRY,5623,7.46
1/30/2026,US_live_port,PFSI,-4722,99.92
1/30/2026,US_live_port,DECK,847,119.34
1/30/2026,US_live_port,MKTX,-1125,169.23
1/30/2026,US_live_port,MOS,2177,27.5
1/30/2026,US_live_port,BX,-4264,142.42
1/30/2026,US_live_port,IP,784,40.32
1/30/2026,US_live_port,AVB,1186,177.67
1/30/2026,US_live_port,EXTR,-3638,14.58
1/30/2026,US_live_port,NPK,899,127.4
1/30/2026,US_live_port,KMI,6521,30.49
1/30/2026,US_live_port,CNK,-9601,23.68
1/30/2026,US_live_port,CTRE,-2029,37.34
1/30/2026,US_live_port,TSN,9954,65.33
1/30/2026,US_live_port,BRO,-6671,72.1
1/30/2026,US_live_port,HOOD,-5469,99.48
1/30/2026,US_live_port,WMK,270,71.15
1/30/2026,US_live_port,IBP,-228,288.14
1/30/2026,US_live_port,DELL,4880,114.44
1/30/2026,US_live_port,WLFC,-908,60.76
1/30/2026,US_live_port,FCFS,-498,170.5
1/30/2026,US_live_port,PLUS,650,85.81
1/30/2026,US_live_port,RBC,475,499.67
1/30/2026,US_live_port,SHEN,11966,11.87
1/30/2026,US_live_port,ADC,-1113,72.23
1/30/2026,US_live_port,DHC,-9465,5.81
1/30/2026,US_live_port,TWI,-7154,9.54
1/30/2026,US_live_port,ALSN,-565,108.7
1/30/2026,US_live_port,SBUX,-4212,91.95
1/30/2026,US_live_port,DX,-30394,13.88
1/30/2026,US_live_port,PCAR,1715,122.91
1/30/2026,US_live_port,FFIN,-635,31.82
1/30/2026,US_live_port,SO,14,89.31
1/30/2026,US_live_port,VRSK,-1268,217.46
1/30/2026,US_live_port,AMR,-83,209.8
1/30/2026,US_live_port,BRZE,907,20.82
1/30/2026,US_live_port,NBN,400,115.23
1/30/2026,US_live_port,BMY,-8251,55.05
1/30/2026,US_live_port,NDSN,-366,274.53
1/30/2026,US_live_port,LQDA,974,42.39
1/30/2026,US_live_port,ESRT,-454,6.63
1/30/2026,US_live_port,ALGN,-3142,163.03
1/30/2026,US_live_port,RES,-92,6.65
1/30/2026,US_live_port,WYNN,4352,107.45
1/30/2026,US_live_port,ICE,-1177,173.78
1/30/2026,US_live_port,ELAN,-3160,24.08
1/30/2026,US_live_port,LSTR,-448,149.36
1/30/2026,US_live_port,RMBS,-70,113.83
1/30/2026,US_live_port,BGC,11099,9.11
1/30/2026,US_live_port,URBN,935,70.85
1/30/2026,US_live_port,FIZZ,-499,34.08
1/30/2026,US_live_port,TBPH,1037,18.94
1/30/2026,US_live_port,SHC,-8931,18.12
1/30/2026,US_live_port,STGW,-2867,6.01
1/30/2026,US_live_port,WTW,-155,317.47
1/30/2026,US_live_port,AON,-419,349.64
1/30/2026,US_live_port,ATR,1155,124.95
1/30/2026,US_live_port,WCC,852,289.43
1/30/2026,US_live_port,ASMB,-2712,25.775
1/30/2026,US_live_port,FSK,6667,13.79
1/30/2026,US_live_port,CWK,267,16.44
1/30/2026,US_live_port,CIEN,1332,251.81
1/30/2026,US_live_port,GS,155,935.41
1/30/2026,US_live_port,EXC,11599,44.78
1/30/2026,US_live_port,FISI,3788,32.94
1/30/2026,US_live_port,WWD,1047,317.84
1/30/2026,US_live_port,ICFI,-599,93.25
1/30/2026,US_live_port,PI,457,138.1
1/30/2026,US_live_port,ADUS,-2131,103.48
1/30/2026,US_live_port,FBIN,-967,54.1
1/30/2026,US_live_port,BV,4676,13.36
1/30/2026,US_live_port,XHR,105,14.75
1/30/2026,US_live_port,BH,67,375.03
1/30/2026,US_live_port,FDX,6,259.4944
1/30/2026,US_live_port,ARW,-2000,132.49
