ticker,shares_difference
BTU,-92
BURL,12
BUSE,-2656
BV,-1023
BW,1701
BWA,-983
BWIN,39
BWXT,78
BX,-463
BXC,-8
BXMT,-2260
BXP,-4154
BY,-473
BYD,-165
BZH,-726
C,-738
CAAP,499
CABO,-194
CAC,-120
CACC,712
CACI,-41
CAG,-5484
CAH,-147
CAKE,-403
CAL,-508
CALM,1411
CALX,-1631
CALY,-6783
CAMT,-796
CAR,-134
CARG,1269
CARR,1378
CARS,7546
CASH,890
CASS,3867
CASY,-128
CAT,-243
CATY,-719
CB,-61
CBOE,-326
CBRE,446
CBRL,1519
CBSH,155
CBT,1511
CBU,140
CBZ,-3955
CC,-834
CCBG,-2817
CCC,13893
CCEP,2228
CCI,-641
CCK,1866
CCL,-1193
CCNE,-6718
CCOI,-1752
CCRN,-13551
CCS,-4940
CDE,-2267
CDNA,-274
CDNS,3
CDP,733
CDRE,101
CDW,-585
CDZI,-3616
CE,-27
CECO,-781
CEG,-474
CELC,-115
CELH,560
CENTA,-65
CENX,-5
CERT,-5024
CEVA,756
CF,-417
CFFN,207
CFG,3027
CFR,-549
CG,276
CGNX,-229
CHCO,-441
CHCT,-31
CHD,1926
CHDN,-531
CHE,-50
CHEF,-123
CHH,-147
CHKP,1008
CHRD,-526
CHRW,-626
CHTR,-1093
CHWY,-2884
CI,-502
CIEN,868
CIM,-2166
CINF,224
CL,1473
CLB,5877
CLBK,-9441
CLF,-556
CLFD,-628
CLH,-39
CLSK,405
CLX,-1061
CMC,-376
CMCO,-210
CMCSA,-1328
CME,48
CMG,247
CMI,-156
CMP,-3141
CMPR,-50
CMRE,-6734
CMS,-152
CNA,-9854
CNC,-2666
CNH,-12304
CNK,1913
CNM,5250
CNMD,-168
CNNE,-4115
CNO,193
CNOB,526
CNP,-6544
CNR,890
CNS,-1133
CNX,-3086
CNXC,-225
CNXN,482
COCO,3896
COF,426
COHU,401
COIN,574
COKE,-360
COLB,-615
COLD,1463
COLL,94
COLM,2477
COO,-589
COP,-97
COR,-95
CORT,-95
COST,28
COUR,18799
CPAY,299
CPB,810
CPF,-2001
CPK,-193
CPNG,16717
CPRI,-3547
CPRT,-724
CPRX,303
CPS,-1176
CPT,-47
CR,-470
CRAI,-33
CRBG,3667
CRC,-327
CRDO,-2016
CRGY,-1214
CRH,-1645
CRI,2989
CRK,-4228
CRL,35
CRM,-275
CRNX,-2818
CROX,104
CRS,228
CRSP,176
CRUS,1212
CRVL,16
CRWD,190
CSCO,2318
CSGP,-1481
CSIQ,-3465
CSL,1270
CSR,-45
CSTM,3564
CSV,-383
CSW,617
CSX,392
CTAS,803
CTBI,331
CTMX,-10909
CTO,101
CTRA,-2016
CTRE,-517
CTS,327
CTSH,1192
CTVA,-571
CUBE,1018
CUBI,-3020
CUZ,2441
CVBF,-803
CVCO,-52
CVI,-2277
CVLG,3759
CVLT,2023
CVNA,347
CVS,-87
CVX,83
CW,-14
CWEN,2610
CWH,1562
CWK,10205
CWST,-1031
CWT,226
CXM,1044
CXT,17
CXW,7194
CYD,-495
CYRX,-6525
CYTK,1149
CZR,283
D,5523
DAKT,-65
DAL,3426
DAN,-541
DAR,-293
DASH,457
DAVE,-1
DBI,-10457
DBX,-1379
DCI,-1979
DCO,755
DCOM,11
DD,-1450
DDOG,-774
DDS,171
DE,-141
DEA,1011
DECK,-674
DEI,3825
DELL,448
DFH,-2521
DFIN,91
DG,-673
DGICA,12565
DGII,2310
DGX,779
DHC,-1368
DHI,213
DHR,825
DHT,1285
DIN,-394
DINO,206
DIOD,257
DIS,1154
DK,-28
DKNG,-556
DKS,-232
DLB,-3865
DLR,64
DLTR,1407
DLX,-110
DNLI,-5789
DNOW,-635
DOC,5599
DOCN,83
DOCS,-1560
DOCU,-171
DOMO,65
DORM,-75
DOV,1497
DOW,281
DOX,-2713
DPZ,141
DRH,-314
DRI,-502
DRS,1108
DRVN,-9393
DSGR,-624
DT,-533
DTE,-665
DTM,1600
DUK,-3608
DUOL,-28
DV,-231
DVA,-1348
DVN,1802
DX,-29349
DXC,1549
DXCM,-47
DXPE,23
DY,329
EAF,-2526
EAT,1338
EBAY,-426
EBC,-261
EBF,-252
EBS,-9965
ECL,-109
ECPG,752
ECVT,-276
ED,-1619
EE,2492
EEFT,-739
EEX,33716
EFSC,451
EFX,-1155
EG,-4
EGBN,-484
EGP,13
EGY,-5051
EHC,104
EIG,17
EIX,-1754
EL,597
ELAN,-1904
ELF,-3847
ELS,-235
ELV,-727
EME,98
EMN,-110
EMR,694
ENOV,-618
ENPH,686
ENR,196
ENS,97
ENSG,-127
ENTA,-1923
ENTG,-329
ENVA,-71
ENVX,-7926
EOG,243
EOLS,123
EPAC,74
EPAM,316
EPC,3567
EPR,399
EPRT,3619
EQBK,1058
EQH,1426
EQIX,-309
EQR,-1744
EQT,-429
ERIE,-209
ERII,95
ES,1144
ESAB,-1179
ESE,175
ESI,14049
ESNT,337
ESQ,17
ESRT,-860
ESS,228
ESTC,85
ETD,11
ETN,128
ETR,894
ETSY,-1179
EVCM,376
EVEX,16470
EVR,-399
EVRG,-24
EVTC,58
EW,-3469
EWBC,-888
EWTX,204
EXC,-730
EXE,1056
EXEL,576
EXLS,1392
EXP,455
EXPD,-447
EXPE,31
EXPO,446
EXR,-1022
EXTR,1724
EYE,-722
EYPT,1725
EZPW,-494
F,-1303
FA,-6869
FAF,2324
FANG,100
FAST,-8768
FBIN,2810
FBK,-51
FBNC,-2301
FBP,9600
FBRX,-81
FCBC,5194
FCF,5541
FCFS,-866
FCN,902
FCNCA,68
FCPT,897
FCX,-1962
FDS,380
FDX,890
FE,-5558
FELE,305
FERG,-9
FET,-7
FFBC,-1469
FFIN,457
FFIV,-347
FG,-6026
FHB,907
FHI,-967
FHN,635
FIBK,-6912
FICO,116
FIS,4042
FISI,760
FISV,-5114
FITB,679
FIVE,-258
FIVN,515
FIX,-36
FIZZ,-2867
FLEX,254
FLG,3756
FLO,906
FLR,-102
FLS,1213
FLYW,341
FMBH,9477
FMC,8115
FN,-393
FNB,-4505
FND,230
FNF,1170
FOR,1315
FORM,285
FOUR,134
FOXA,-546
FOXF,8525
FPI,187
FR,-149
FRME,-34
FRPT,284
FRSH,4752
FRT,-144
FSK,3082
FSLR,832
FSS,-129
FTAI,726
FTDR,-3445
FTI,2594
FTK,-233
FTNT,-717
FTV,-4307
FUL,-2361
FULT,891
FUN,1029
FWONK,919
FWRD,29
G,642
GABC,786
GAP,2374
GATX,-739
GBCI,-922
GBTG,-290
GBX,-51
GCMG,9344
GCO,-27
GD,-149
GDDY,1125
GE,640
GEF,2870
GEHC,4
GEN,6910
GEO,-2895
GFF,1692
GFS,-802
GGG,2768
GH,-343
GHC,29
GHM,133
GIC,480
GIII,779
GILD,-502
GIS,-1862
GKOS,1014
GL,944
GLDD,-7344
GLNG,-1022
GLOB,5249
GLPI,2780
GLW,73
GM,898
GME,-3210
GMED,237
GNL,3074
GNRC,-635
GNTX,1634
GNW,3305
GO,2256
GOGO,30213
GOLF,624
GOOD,-84
GOOG,-82
GPC,158
GPI,263
GPK,102
GPN,-412
GPOR,-303
GPRE,-2185
GPRO,1347
GRBK,-1538
GRC,-1875
GRMN,-19
GRND,-17657
GRPN,-50
GS,74
GSAT,1572
GSBC,-502
GSHD,-327
GSIT,2655
GSM,214
GT,-7514
GTES,-7969
GTLB,-264
GTM,2416
GTN,10032
GTX,-975
GTY,6626
GVA,-1905
GWRE,-404
GWW,-21
GXO,229
H,676
HAE,759
HAFC,178
HAIN,-37411
HAL,3711
HALO,-1965
HAS,645
HASI,2904
HAYW,-6922
HBAN,8237
HBNC,966
HCA,-37
HCC,8
HCI,-27
HCKT,-17622
HCSG,990
HD,-209
HE,3667
HEI,288
HELE,-782
HFWA,15012
HGV,409
HHH,-940
HIFS,-49
HIG,-1872
HII,189
HIMS,-28
HIW,-839
HL,-713
HLF,-1315
HLI,-1052
HLIO,-16
HLIT,-208
HLMN,8810
HLNE,-10
HLT,-40
HLX,-988
HMN,-27
HNI,243
HNRG,3587
HOG,1376
HOMB,-3692
HON,-973
HOOD,-1479
HOPE,-10682
HOV,4
HP,-4751
HPE,-6612
HPP,6284
HPQ,4391
HQY,408
HR,4337
HRB,280
HRI,211
HRL,2947
HRMY,-2537
HRTG,-51
HSIC,-453
HST,10028
HSTM,76
HSY,-431
HTB,-698
HTH,654
HTLD,14484
HTO,-1562
HTZ,-13438
HUBB,181
HUBG,251
HUBS,-504
HUM,866
HUN,-3422
HURN,1247
HWC,-5648
HWKN,57
HWM,1254
HXL,-541
HY,-365
HZO,-197
IART,-177
IBCP,-966
IBKR,-1145
IBM,-1552
IBOC,-13
IBP,-20
IBRX,7217
ICE,-175
ICFI,-102
ICHR,-146
ICLR,302
ICUI,966
IDA,852
IDCC,151
IDT,63
IDXX,115
IDYA,257
IESC,235
IEX,-1109
IFF,4102
IIIN,-2159
IIIV,-14
IIPR,-1417
ILMN,-78
IMAX,299
IMKTA,-221
IMVT,17277
INCY,-951
INDB,352
INGR,1638
INN,-19859
INSM,-5
INSP,-210
INSW,1420
INTA,306
INTC,1145
INTU,-176
INVA,-878
INVH,1504
INVX,36
IONQ,-1491
IONS,-1292
IOSP,-3025
IP,5078
IPAR,89
IPGP,25
IPI,-3068
IQV,-45
IR,-306
IRDM,-3711
IRM,10
IRT,449
IRTC,-366
IRWD,-970
ISRG,208
IT,354
ITGR,-694
ITIC,-132
ITRI,436
ITRN,-728
ITT,1012
ITW,-798
IVR,261
IVT,302
IVZ,2065
J,152
JACK,22
JANX,-11183
JAZZ,-579
JBGS,-1282
JBHT,249
JBL,-125
JBLU,-8669
JBSS,-1935
JBTM,-736
JCI,-527
JJSF,404
JKHY,-85
JLL,275
JNJ,478
JOBY,1283
JOE,-2437
JPM,571
JXN,-3280
KAI,21
KALU,-6
KBH,-704
KBR,3765
KD,7621
KDP,161
KE,-43
KELYA,-1140
KEX,477
KEY,10077
KEYS,1157
KFRC,107
KFY,452
KHC,-3331
KIDS,7755
KIM,-1363
KKR,-65
KLAC,-45
KLIC,-105
KMB,18
KMI,495
KMPR,3435
KMT,47
KMX,995
KN,-5497
KNF,221
KNSA,-3192
KNSL,-288
KNX,595
KO,123
KODK,8
KOP,-103
KR,-163
KRC,-364
KREF,12549
KRG,-1548
KRNT,-2969
KRNY,-748
KRO,-13078
KRYS,-161
KSS,-79
KTB,-1439
KTOS,46
KURA,-1167
KWR,-144
KYMR,-1288
L,-895
LAB,1583
LAD,-437
LADR,-295
LAMR,-546
LAND,55
LASR,-2649
LAUR,1594
LAZ,-7591
LBRT,325
LBTYK,-10368
LCID,-5763
LCII,725
LDOS,-664
LE,-327
LEA,65
LECO,-63
LEN,5564
LEVI,-19437
LFST,2143
LFUS,-39
LGIH,-250
LGND,-81
LH,476
LHX,-940
LII,-286
LILAK,-4778
LIN,24
LIND,2294
LIVN,-1855
LKFN,22
LKQ,-1160
LLY,317
LMAT,145
LMB,106
LMND,-391
LMT,-305
LNC,-99
LNG,-967
LNN,22
LNT,4047
LNTH,-1066
LOB,2839
LOPE,599
LOVE,-1407
LOW,281
LPLA,-40
LPX,52
LQDA,3599
LQDT,-371
LRCX,846
LRN,4330
LSCC,741
LSTR,499
LTC,5395
LTH,-521
LULU,415
LUMN,-17336
LUV,-2864
LVS,-4739
LW,1766
LXP,-711
LXRX,94546
LXU,1854
LYB,397
LYFT,390
LYTS,828
LYV,340
LZ,5111
LZB,-83
M,-1087
MA,394
MAA,495
MAC,3863
MAGN,-3638
MAN,-1687
MANH,-982
MANU,72
MAR,-125
MARA,32
MAS,-1278
MASI,20
MAT,6221
MATV,1931
MATW,-1092
MATX,-179
MBIN,-317
MBUU,336
MBWM,-2679
MC,666
MCB,21
MCD,-558
MCHB,572
MCHP,2075
MCK,117
MCO,354
MCRI,2014
MCS,-5996
MCW,-82
MCY,-101
MD,-193
MDB,267
MDGL,62
MDLZ,-2950
MDT,-3139
MDU,-32
MEDP,-43
MELI,-14
MET,-1261
META,-467
MFA,-2733
MGEE,-195
MGM,-2981
MGNI,2779
MGPI,-637
MGRC,-42
MGY,-25
MHO,-211
MIDD,639
MIR,1077
MIRM,1077
MITK,14117
MKC,2398
MKL,-44
MKSI,-593
MKTX,-283
MLAB,5
MLI,-1651
MLKN,329
MLM,-283
MLR,-67
MMI,-570
MMM,1392
MMS,158
MMSI,158
MMYT,376
MNKD,1394
MNRO,-2684
MNST,463
MO,-3223
MOD,-1293
MOG/A,127
MOH,318
MORN,402
MOS,1958
MOV,4160
MP,140
MPC,-580
MPWR,-3
MQ,2025
MRCY,-350
MRK,260
MRNA,2439
MRSH,1262
MRTN,-30822
MRVL,971
MS,507
MSA,118
MSBI,-737
MSCI,-173
MSEX,960
MSFT,-86
MSGE,900
MSGS,754
MSI,-362
MSM,712
MSTR,-1473
MTB,-2040
MTCH,6249
MTD,-25
MTDR,2334
MTG,-1547
MTH,-360
MTN,486
MTRN,-485
MTSI,-653
MTUS,38
MTW,-3130
MTX,-793
MTZ,-142
MU,149
MUR,-7617
MUSA,-254
MUX,-2569
MWA,-592
MXL,-844
MYE,-3576
MYGN,-808
MYRG,-26
MZTI,85
NABL,-1381
NAGE,321
NAT,-4447
NAVI,-18371
NBHC,-549
NBIS,-11
NBIX,-404
NBN,-446
NBR,1085
NBTB,-450
NCLH,-3241
NCNO,-9720
NDAQ,565
NDSN,-1119
NE,1337
NEE,26
NEM,-197
NEO,-785
NEOG,-105
NET,-1187
NEU,-15
NEXA,22044
NEXT,99
NFE,73399
NFG,1726
NFLX,2987
NGVC,-1640
NGVT,348
NHC,106
NHI,-292
NI,-1048
NIC,-83
NJR,-173
NKE,110
NKTR,281
NLY,19662
NMIH,292
NMRK,2143
NN,2725
NNI,53
NNN,-1506
NOC,163
NOG,1918
NOMD,25
NOV,-6131
NOVT,-181
NOW,3471
NPK,-263
NPKI,5071
NPO,-1880
NRG,134
NRIM,6040
NSA,-1669
NSIT,347
NSP,15
NSSC,-479
NTAP,-752
NTB,3030
NTCT,-1143
NTGR,-1413
NTLA,11856
NTNX,1967
NTRA,-106
NTRS,1237
NU,1525
NUE,1766
NUS,-2624
NUVL,-85
NVAX,178
NVCR,5577
NVDA,-321
NVR,15
NVST,6767
NVT,245
NWBI,-1621
NWL,254
NWN,-43
NWPX,-1265
NWSA,-1202
NX,-441
NXPI,-36
NXRT,1323
NXST,272
NYT,640
O,-898
OBK,1939
OC,535
OCFC,-135
OCUL,-5194
ODC,43
ODFL,-203
OEC,23860
OFG,-192
OFIX,438
OGE,1454
OGN,1484
OGS,-206
OHI,3022
OI,-7966
OII,-1199
OIS,-355
OKE,-1873
OKTA,-3095
OLED,1357
OLLI,-994
OLN,-168
OMC,-49
OMCL,-2016
OMER,804
OMF,3318
ON,1254
ONB,313
ONTO,-203
OPCH,2947
OPLN,13933
OPY,49
ORA,79
ORC,859
ORCL,-202
ORI,-2910
ORLY,-20
ORN,-869
ORRF,940
OSBC,6391
OSCR,-1157
OSG,296
OSIS,12
OSK,1190
OSPN,4470
OSW,8299
OTIS,1849
OTTR,42
OUT,2330
OVV,-3078
OWL,4086
OXM,626
OXY,2895
OZK,-106
PAG,2967
PAGS,3727
PAHC,-1338
PANW,13
PAR,5392
PARR,-20
PATH,-1087
PATK,454
PAX,-899
PAY,-5167
PAYC,-7
PAYO,6339
PAYX,243
PB,1794
PBF,1721
PBH,-563
PBI,-14776
PCAR,3810
PCG,16076
PCOR,-1762
PCRX,-717
PCT,2328
PCTY,-611
PCVX,347
PD,32
PDFS,-225
PDM,-20367
PEB,-1537
PEBO,345
PECO,-4658
PEG,2684
PEGA,-57
PENG,23
PENN,-1451
PEP,-390
PFBC,159
PFE,3380
PFG,-1497
PFGC,-435
PFS,5999
PFSI,1280
PG,745
PGC,-1570
PGEN,-6873
PGNY,436
PGR,1019
PH,-15
PHM,-1546
PHR,12630
PI,175
PII,777
PINS,-3579
PIPR,797
PJT,-863
PK,6641
PKE,4693
PKG,-1504
PLAB,17
PLAY,9417
PLD,456
PLMR,-959
PLNT,432
PLOW,-1240
PLPC,72
PLSE,25
PLTR,-165
PLUS,104
PLXS,-581
PM,233
PMT,5041
PNC,-1148
PNFP,-189
PNR,1290
PNW,184
PODD,-88
POOL,-359
POR,612
POST,1768
POWI,1594
POWL,-12
PPC,-4212
PPG,-1012
PPL,-218
PR,27089
PRAA,-6942
PRCT,1085
PRDO,52
PRG,1833
PRGO,-268
PRGS,149
PRI,475
PRIM,-401
PRK,173
PRKS,-8043
PRLB,1366
PRM,-468
PRMB,1651
PRSU,616
PRTA,507
PRU,-646
PRVA,-1086
PSA,-249
PSKY,-2728
PSMT,-690
PSN,15
PSX,-1209
PTC,-298
PTCT,-6
PTEN,4931
PTGX,-3
PTN,-5601
PTON,12061
PUMP,-1299
PVH,85
PVLA,371
PWP,335
PWR,-133
PYPL,-1732
PZZA,20
QBTS,682
QCOM,372
QCRH,-692
QDEL,-2031
QGEN,-124
QLYS,17
QNST,1781
QS,764
QTWO,1332
QURE,-117
R,-40
RAMP,-151
RARE,1485
RBC,449
RBCAA,1186
RBLX,-1378
RCL,-233
RCUS,-19
RDN,-5264
RDNT,1443
RDWR,53
REG,-1417
REGN,-74
RELY,138
REPL,151
RES,216
REX,-1325
REXR,-253
REYN,-1273
REZI,765
RF,2494
RGA,-497
RGEN,-536
RGLD,-10
RGNX,-3660
RGP,2079
RGR,38
RGTI,226
RH,217
RHI,-71
RHP,-2357
RIG,20516
RIGL,-37
RILY,316
RIOT,-4091
RITM,-12443
RIVN,-2069
RJF,-2102
RKLB,46
RKT,452
RL,171
RLI,1436
RLJ,-828
RMBS,272
RMD,-117
RNG,715
RNR,-2
RNST,1084
ROAD,102
ROCK,1017
ROG,720
ROIV,-5557
ROK,22
ROKU,-103
ROL,2710
ROOT,-133
ROP,305
ROST,169
RPD,4339
RPM,103
RPRX,-1453
RRC,748
RRR,409
RRX,-269
RS,-305
RSG,786
RSI,-14361
RTX,635
RUM,-907
RUN,-431
RUSHA,315
RUSHB,945
RVLV,654
RVMD,-950
RVTY,352
RWT,366
RXO,57
RXRX,-3155
RYAM,15614
RYAN,1111
RYN,-864
RYTM,-354
S,1351
SABR,5435
SAFE,394
SAFT,524
SAH,-561
SAIA,194
SAIC,-105
SAM,128
SANM,182
SB,-2023
SBAC,-282
SBCF,2024
SBGI,-733
SBH,4749
SBLK,-4328
SBRA,1575
SBSI,-5043
SBUX,499
SCCO,576
SCHL,-84
SCHW,1270
SCI,831
SCL,-26
SCSC,294
SD,3910
SDGR,-5808
SDRL,2921
SEB,-2
SEDG,910
SEI,-883
SEIC,1758
SENEA,59
SF,-566
SFBS,-1545
SFIX,2076
SFL,18725
SFM,107
SFNC,2756
SG,-32264
SGHC,-1459
SGI,-2182
SGRY,17850
SHAK,299
SHBI,-89
SHC,215
SHEN,-6878
SHO,-1805
SHOO,185
SHW,225
SIBN,217
SIG,14
SIGI,-5729
SIRI,-4877
SITC,-32
SITE,59
SITM,186
SJM,-611
SKT,94
SKWD,8869
SKY,-57
SKYW,-1606
SLAB,-219
SLB,872
SLDB,1364
SLG,8955
SLGN,34
SLM,7104
SLNO,185
SLP,1557
SLVM,-589
SM,-8463
SMBC,471
SMBK,277
SMCI,-1580
SMG,-1811
SMMT,2800
SMP,-1329
SMPL,-1591
SMR,-2703
SMTC,595
SNA,65
SNAP,7360
SNDR,4739
SNDX,1485
SNEX,-1121
SNOW,442
SNPS,155
SNX,558
SO,-161
SOC,155
SOFI,865
SON,1356
SONO,1455
SOUN,-3828
SPB,15
SPG,-357
SPGI,230
SPNT,512
SPOT,-441
SPSC,407
SPXC,302
SR,75
SRCE,787
SRE,-185
SRI,-23467
SRPT,-1012
SRRK,-378
SSB,-226
SSD,11
SSNC,-1820
SSTI,-11361
ST,-1638
STAA,-467
STAG,-2277
STBA,262
STC,1033
STE,162
STEL,5206
STEP,-2531
STGW,2174
STLD,-926
STNE,664
STRA,-43
STRL,-146
STRT,-89
STT,-1278
STWD,-7865
STX,233
STZ,512
SUI,-858
SUPN,-608
SVRA,1194
SWBI,2889
SWK,122
SWKS,18
SWX,-444
SXC,10905
SXI,-132
SXT,709
SYBT,6
SYF,250
SYK,-299
SYNA,-246
SYRE,975
SYY,203
T,18271
TALO,-958
TAP,-411
TARS,292
TBBK,-1653
TBPH,-89
TCBI,-267
TCBK,1180
TCMD,1662
TDAY,-786
TDC,760
TDG,-113
TDOC,-10145
TDS,-5694
TDW,450
TDY,311
TEAM,626
TECH,103
TECX,984
TEL,-238
TEN,4852
TENB,242
TER,58
TEX,41
TFC,-3105
TFIN,-467
TFSL,-866
TFX,51
TGLS,2590
TGT,147
TGTX,-441
THC,-4
THFF,490
THG,-119
THO,-34
THR,743
THRM,2627
TILE,1638
TJX,-221
TK,-4634
TKO,-257
TKR,-422
TLN,-64
TLRY,-1578
TMDX,5
TMHC,-53
TMO,-113
TMP,-3206
TMUS,-1173
TNC,980
TNDM,-894
TNET,-1372
TNK,-3006
TNL,92
TOL,459
TOST,-531
TOWN,-62
TPB,858
TPC,326
TPG,243
TPH,1341
TPL,-434
TPR,-374
TR,1241
TREE,869
TREX,-1143
TRGP,421
TRIP,153
TRMB,2252
TRMK,1082
TRN,6
TRNO,-1142
TROW,-1025
TROX,10947
TRS,-88
TRST,-761
TRTX,2230
TRU,548
TRUP,10
TRV,-122
TSCO,1576
TSLA,-440
TSN,-739
TT,531
TTC,459
TTD,-3654
TTEK,-6753
TTI,-96
TTMI,150
TTWO,26
TVTX,-586
TW,-136
TWI,-7969
TWLO,-78
TWST,-35
TXN,-1547
TXRH,476
TXT,-1663
TYL,-328
U,-129
UAA,422
UAL,-510
UBER,779
UBSI,-1831
UCB,2799
UCTT,-1887
UDR,4579
UE,-1429
UEC,-4005
UFCS,-1498
UFPI,-960
UFPT,-31
UGI,-44
UHAL,859
UHS,10
UHT,1482
UI,-119
ULTA,51
UMBF,782
UMH,-3583
UNFI,329
UNH,-10
UNIT,3223
UNM,2817
UNP,-1818
UPBD,201
UPS,704
UPST,9
UPWK,-2341
URBN,-224
URGN,-1289
URI,71
USB,3453
USFD,274
USLM,891
USNA,2362
USPH,-8
UTHR,-32
UTI,-3055
UTL,-3215
UTZ,8893
UVE,-143
UVSP,66
UVV,-612
UWMC,-175
V,-92
VAC,1005
VAL,-3409
VC,-335
VCEL,149
VCTR,2064
VCYT,-224
VEEV,1268
VERX,39
VFC,4261
VHC,2050
VIAV,15481
VICI,6727
VICR,354
VIRT,-1207
VISN,-4469
VITL,-3721
VKTX,598
VLO,-849
VLY,-7183
VMC,670
VMI,-81
VNO,-5193
VNT,41
VOYA,1010
VPG,2419
VRDN,3328
VRE,-8165
VREX,-4169
VRNS,-2971
VRRM,-50
VRSK,325
VRSN,-449
VRT,284
VRTS,70
VRTX,476
VSAT,1697
VSEC,-747
VSH,573
VST,-863
VSTM,-3187
VTOL,94
VTR,875
VTRS,-2488
VVV,-117
VVX,2335
VYX,-46
VZ,-2360
W,479
WAB,445
WABC,-2859
WAFD,-102
WAL,513
WASH,-126
WAT,-223
WBS,-275
WCC,211
WD,242
WDAY,287
WDC,-278
WDFC,-136
WEC,-42
WELL,1084
WEN,7777
WERN,7761
WEX,-145
WFC,46
WFRD,-189
WGO,921
WGS,235
WH,-1602
WHD,25
WHR,2873
WINA,4
WING,-24
WIX,3144
WK,-956
WKC,-2960
WLDN,-294
WLFC,-28
WLK,-3267
WLY,1080
WM,-126
WMB,5542
WMG,-10000
WMK,-59
WMS,-684
WMT,412
