ticker,weight,beta,beta_contribution,component_contribution,percentage_contribution
DD,0.006147370530481108,1.3947410642501528,0.008573990116023247,0.0017464257852504073,0.008903145590259768
CG,0.0040639589240190335,1.7908199919130805,0.007277818887446857,0.001422634091225045,0.0072524802043205045
DELL,0.0041341293709196095,1.8339985129667733,0.0075819871186788255,0.0013147026529210814,0.0067022539553141395
FLS,0.00463986884957743,1.5345787438590774,0.007120244110855396,0.0013017469989429348,0.006636207018445345
VFC,0.002374116870651154,2.5555831062400376,0.006067252966875553,0.0012885635024552605,0.006568998557822661
WCC,0.003627843575769856,1.6293278318303273,0.005910946507528681,0.0011886278218623486,0.006059534072417792
EQH,0.004262722217315481,1.3738468023383075,0.005856327287515333,0.0011637231766147096,0.005932572088469697
LSCC,0.0027532987256590545,2.175970953132061,0.005991098052329621,0.0011175027535666928,0.00569694389337815
OMF,0.0035384204728790506,1.535327126438523,0.005432632936756633,0.0010932921112704987,0.005573519883599338
LITE,0.002773455390512175,2.382244461858199,0.006607048744258397,0.001088243078298671,0.005547780298202779
QCOM,0.003788875952227568,1.5201572122169924,0.005759687104974262,0.0010603684716604435,0.005405677677371527
HPQ,0.0038985855810159745,1.2626757491723308,0.004922649469221792,0.0010283044745199052,0.005242217862955792
ITT,0.00443173031092639,1.2366208683294566,0.005480370185299765,0.0010225346887308205,0.005212803934612157
IRM,0.005047536265517168,1.0457217133093393,0.005278318271567637,0.0010218639111079608,0.005209384361398428
CFG,0.003610749560372144,1.2951190540297575,0.004676350554967534,0.0009751394205121072,0.004971186468353713
MRVL,0.0026144010965011982,2.322927571300558,0.006073064389501044,0.0009708652271792594,0.004949396956400415
ALB,0.0028244607452581312,1.7297113282031542,0.004885501747138113,0.000943770763642282,0.004811271445658997
MCHP,0.002152387730198258,2.296166489817274,0.004942240579175103,0.0009419834182404283,0.0048021596949810235
TGLS,0.0036107213522610098,1.1911208570001655,0.00430080551149393,0.00092224306599181,0.004701524883266273
PNFP,0.003403499686053829,1.2724801973883213,0.004330885952320866,0.0009162407384206372,0.004670925474635279
BAC,0.0044558503062815885,1.0151191431893092,0.004523218945092387,0.0008705774779159816,0.004438137651738691
NUE,0.003562895920134871,1.2152862121071897,0.004329938286912868,0.0008598983350444607,0.0043836961950404875
ESI,0.0028015096745546966,1.5294099388096247,0.004284656739935271,0.0008570124556988372,0.004368984202016217
USB,0.003847442245904592,1.0566714662843126,0.004065482439424214,0.0008452953327966089,0.00430925120220681
NTRS,0.0037530836765342426,1.1398037258187892,0.004277778757823409,0.0008225003742355789,0.004193044240246678
TRMB,0.0030929819977422402,1.4038028326033811,0.004341936889621822,0.000818372633556363,0.004172001332763136
NWSA,0.00482475027715973,0.8249517077139467,0.003980185980436257,0.0007994213878501125,0.004075389326078099
FICO,0.003996322370934575,1.0073336300995945,0.004025629920961744,0.0007974929845950989,0.004065558473212138
MRNA,0.002501235247112376,1.3663637333561778,0.0034175971302465276,0.000784441142864117,0.003999021178508087
ARMK,0.004413635459151836,0.890831108047997,0.003931803766596161,0.0007814911437104014,0.003983982307587553
GLOB,0.0023295581626052975,1.656374418488226,0.0038586205469198502,0.0007734823305878016,0.003943153988492697
HBAN,0.0030695808638569874,1.177338179655347,0.003613934746558273,0.0007724612361070563,0.0039379485266286636
