ticker,shares_difference
APTV,4109
AR,3082
ARCB,-41
ARDX,-88
ARE,188
ARES,-153
ARI,119
ARLO,725
ARMK,1060
AROC,-1178
ARQT,-14
ARR,2116
ARVN,1092
ARW,926
ARWR,507
ASAN,380
ASB,-1266
ASC,9493
ASGN,515
ASH,227
ASIX,4024
ASMB,-1191
ASO,788
ASTE,-155
ASTH,-130
ASTS,1039
ASUR,110
ATEC,422
ATEN,366
ATEX,4078
ATGE,257
ATI,-150
ATKR,-268
ATO,326
ATR,-2247
ATRC,451
ATRO,-262
AUB,-647
AUR,-3144
AVA,-17
AVAV,106
AVB,2435
AVGO,329
AVNS,-79
AVNT,-7082
AVPT,-2356
AVT,-3743
AVTR,3856
AVXL,-4558
AVY,867
AWI,1047
AWK,-603
AWR,-109
AX,-223
AXGN,2
AXL,-2536
AXON,358
AXP,147
AXS,-165
AXSM,-583
AXTI,-5291
AYI,5
AZO,-67
AZTA,-1446
AZZ,-16
BA,680
BAC,-967
BAH,-937
BALL,-3086
BANC,1100
BAND,-3946
BANF,165
BANR,2026
BAP,859
BATRK,819
BAX,-1336
BBBY,1212
BBIO,-358
BBSI,245
BBT,-1648
BBW,11
BBWI,1485
BBY,4149
BC,-299
BCC,355
BCO,602
BCPC,-1714
BCRX,4252
BCSF,-2935
BDC,1613
BDX,-687
BE,-1181
BEAM,-2219
BELFB,55
BEN,1614
BEPC,-1109
BF/B,-8446
BFAM,-671
BFH,2230
BFS,1495
BFST,12742
BG,46
BGC,-13765
BGS,-363
BH,-86
BH/A,49
BHB,-6524
BHE,-242
BHVN,24
BIIB,-2197
BILL,419
BIO,-89
BJ,2517
BJRI,119
BK,-389
BKD,-764
BKE,-33
BKH,-2004
BKNG,40
BKR,77
BKU,-621
BL,1745
BLBD,-762
BLD,69
BLDR,-469
BLFS,450
BLK,-24
BLKB,1574
BLMN,4880
BLX,8824
BMI,-1362
BMRN,-1055
BMY,1292
BNL,606
BOH,2194
BOKF,-3499
BOOT,56
BOX,839
BPOP,-843
BPRN,-195
BR,527
BRBR,403
BRC,-1628
BRK/B,77
BRKR,-1216
BRO,-4935
BROS,2041
BRSL,1451
BRSP,737
BRX,-1977
BRZE,1558
BSX,-3616
BSY,-1239
BTU,-551
BURL,-651
BUSE,-14213
BV,2585
BW,-864
BWA,-935
BWIN,55
BWXT,80
BX,-418
BXC,737
BXMT,74
BXP,-2960
BY,-5742
BYD,-124
BZH,1319
C,871
CAAP,1111
CABO,-1909
CAC,2720
CACC,3
CACI,-16
CAG,9759
CAH,11
CAKE,1632
CAL,4635
CALM,108
CALX,-3273
CALY,-1020
CAMT,-39
CAR,207
CARG,9630
CARR,-3278
CARS,-2517
CASH,2991
CASS,5888
CASY,102
CAT,-21
CATY,4270
CB,106
CBOE,660
CBRE,-1292
CBRL,-1088
CBSH,-1083
CBT,410
CBU,-764
CBZ,-999
CC,6584
CCBG,-604
CCC,928
CCEP,-604
CCI,6317
CCK,3002
CCL,1384
CCNE,1486
CCOI,909
CCRN,13645
CCS,-23
CDE,-1324
CDNA,-872
CDNS,1249
CDP,-1025
CDRE,322
CDW,349
CDZI,-3921
CE,275
CECO,-58
CEG,579
CELC,114
CELH,-117
CENTA,-84
CENX,2651
CERT,-206
CEVA,3159
CF,926
CFFN,-60701
CFG,2532
CFR,-308
CG,903
CGNX,-1678
CHCO,-100
CHCT,-57
CHD,-361
CHDN,3
CHE,50
CHEF,1611
CHH,338
CHKP,1596
CHRD,-157
CHRW,-2020
CHTR,802
CHWY,2491
CI,205
CIEN,-430
CIM,3786
CINF,125
CL,-1236
CLB,-7545
CLBK,4121
CLF,-293
CLFD,-589
CLH,66
CLSK,836
CLX,-586
CMC,1193
CMCO,114
CMCSA,3825
CME,-687
CMG,1227
CMI,284
CMP,2883
CMPR,1175
CMRE,-44
CMS,836
CNA,224
CNC,1321
CNH,9565
CNK,1777
CNM,-6174
CNMD,-278
CNNE,29
CNO,-715
CNOB,-335
CNP,8261
CNR,-508
CNS,-1926
CNX,4183
CNXC,-70
CNXN,-168
COCO,280
COF,1115
COHR,-3
COHU,-191
COIN,-129
COKE,794
COLB,-12884
COLD,-2945
COLL,-3752
COLM,3167
COO,-3361
COP,-295
COR,-96
CORT,279
COST,-107
COUR,6365
CPAY,-314
CPB,3333
CPF,-11336
CPK,170
CPNG,-5260
CPRI,-2780
CPRT,-2828
CPRX,2024
CPS,615
CPT,1298
CR,39
CRAI,-23
CRBG,-4049
CRC,-202
CRDO,-80
CRGY,2966
CRH,612
CRI,-2753
CRK,6345
CRL,293
CRM,-416
CRNX,978
CROX,-126
CRS,234
CRSP,-1779
CRUS,-853
CRVL,27
CRWD,-50
CSCO,4070
CSGP,4600
CSIQ,4426
CSL,171
CSR,25
CSTM,-3440
CSV,1499
CSW,-628
CSX,-923
CTAS,379
CTBI,403
CTMX,-2191
CTO,419
CTRA,1637
CTRE,-3805
CTS,-55
CTSH,-2617
CTVA,2064
CUBE,-4751
CUBI,1919
CUZ,-9760
CVBF,-6614
CVCO,27
CVI,2539
CVLG,-8469
CVLT,1499
CVNA,209
CVS,2721
CVX,1521
CW,-74
CWEN,-1493
CWH,-1144
CWK,-10320
CWST,309
CWT,5380
CXM,-961
CXT,14
CXW,-1556
CYD,-79
CYRX,-659
CYTK,169
CZR,-569
D,3334
DAKT,-898
DAL,779
DAN,-1002
DAR,1366
DASH,485
DAVE,-1
DBI,691
DBX,-2072
DCI,1462
DCO,962
DCOM,-82
DD,3708
DDOG,80
DDS,-106
DE,-464
DEA,-1845
DECK,1018
DEI,-6754
DELL,-957
DFH,5457
DFIN,-48
DG,409
DGICA,-2552
DGII,-2575
DGX,-198
DHC,4251
DHI,-1767
DHR,6
DHT,698
DIN,-935
DINO,-521
DIOD,-593
DIS,695
DJT,11112
DK,7
DKNG,-373
DKS,18
DLB,-2441
DLR,996
DLTR,-1188
DLX,41
DNLI,95
DNOW,1545
DOC,-1190
DOCN,362
DOCS,144
DOCU,-938
DOMO,218
DORM,-75
DOV,-1752
DOW,-2632
DOX,1869
DPZ,-199
DRH,119
DRI,-1039
DRS,395
DRVN,7131
DSGR,2867
DT,3086
DTE,-227
DTM,-964
DUK,3623
DUOL,2
DV,6301
DVA,-168
DVN,-2928
DX,30182
DXC,-4589
DXCM,815
DXPE,-38
DY,-325
EAF,-131
EAT,-1483
EBAY,2154
EBC,309
EBF,505
EBS,3353
ECL,-838
ECPG,406
ECVT,3172
ED,-464
EE,-2846
EEFT,571
EEX,48
EFSC,247
EFX,-45
EG,1253
EGBN,-1715
EGP,-1268
EGY,-2681
EHC,-158
EIG,-325
EIX,-3786
EL,851
ELAN,-1176
ELF,-392
ELS,-602
ELV,-85
EME,-203
EMN,-50
EMR,-568
ENOV,-2921
ENPH,1485
ENR,1121
ENS,163
ENSG,-837
ENTA,1465
ENTG,111
ENVA,232
ENVX,17221
EOG,-39
EOLS,3640
EPAC,145
EPAM,181
EPC,3483
EPR,722
EPRT,-1759
EQBK,157
EQH,-1806
EQIX,155
EQR,460
EQT,-4560
ERIE,229
ERII,-4567
ES,7804
ESAB,-371
ESE,356
ESI,-10555
ESNT,1193
ESQ,7
ESRT,-393
ESS,-615
ESTC,500
ETD,-17
ETN,-177
ETR,-2190
ETSY,-1100
EVCM,-495
EVEX,20914
EVR,44
EVRG,-121
EVTC,-258
EW,255
EWBC,-178
EWTX,1132
EXC,811
EXE,1939
EXEL,-5775
EXLS,-478
EXP,-1334
EXPD,771
EXPE,-238
EXPI,698
EXPO,168
EXR,648
EXTR,-1631
EYE,854
EYPT,-960
EZPW,-990
F,-9698
FA,278
FAF,644
FANG,-144
FAST,1461
FBIN,-5050
FBK,1078
FBNC,491
FBP,6727
FBRX,2766
FCBC,156
FCF,-869
FCFS,-572
FCN,-616
FCNCA,96
FCPT,-1198
FCX,-426
FDP,145
FDS,321
FDX,307
FE,2226
FELE,2674
FERG,-145
FET,3399
FFBC,-839
FFIN,-210
FFIV,1440
FG,7334
FHB,369
FHI,320
FHN,-4392
FIBK,6935
FICO,-13
FIS,2046
FISI,-536
FISV,754
FITB,405
FIVE,-310
FIVN,-13
FIX,33
FIZZ,-296
FLEX,-611
FLG,5820
FLO,4
FLR,-373
FLS,161
FLYW,5596
FMBH,-1366
FMC,-17585
FN,-199
FNB,1317
FND,-122
FNF,-2717
FOR,-5474
FORM,-127
FOUR,-3262
FOXA,4354
FOXF,-9071
FPI,338
FR,838
FRME,8905
FRPT,5
FRSH,3712
FRT,767
FSK,-1157
FSLR,-499
FSS,215
FTAI,-183
FTDR,-1253
FTI,-1262
FTK,581
FTNT,-1108
FTV,-7238
FUL,2853
FULT,-1313
FUN,1130
FWONK,1054
FWRD,84
G,290
GABC,-2825
GAP,-3620
GATX,-786
GBCI,2748
GBTG,-529
GBX,-52
GCMG,3645
GCO,-399
GD,-407
GDDY,-2149
GE,-154
GEF,-2492
GEHC,-4213
GEN,-13386
GEO,-3591
GFF,-895
GFS,1278
GGG,782
GH,-1366
GHC,-38
GHM,-221
GIC,-2423
GIII,-1425
GILD,567
GIS,-4543
GKOS,-27
GL,-843
GLDD,-641
GLNG,-2869
GLOB,10
GLPI,-2807
GLW,1998
GM,1273
GME,4872
GMED,678
GMRE,311
GNL,-951
GNRC,382
GNTX,-1994
GNW,-41
GO,-3089
GOGO,12039
GOLF,299
GOOD,152
GOOG,-324
GPC,-82
GPI,261
GPK,69
GPN,2383
GPOR,-36
GPRE,-1933
GPRO,1366
GRBK,38
GRC,335
GRMN,614
GRND,-11878
GRPN,-3093
GS,-158
GSAT,-1748
GSBC,324
GSHD,553
GSIT,-6117
GSM,27659
GT,-2345
GTES,8880
GTLB,322
GTM,5296
GTN,-23169
GTX,5639
GTY,2142
GVA,-581
GWRE,-1697
GWW,57
GXO,1454
H,644
HAE,60
HAFC,-5717
HAIN,26810
HAL,-5067
HALO,-883
HAS,-170
HASI,-1534
HAYW,2615
HBAN,4418
HBNC,26
HCA,31
HCC,-88
HCI,-2
HCKT,1206
HCSG,-73
HD,29
HE,-1869
HEI,-733
HELE,1581
HFWA,-13708
HGV,171
HHH,415
HIFS,-63
HIG,-978
HII,-100
HIMS,259
HIW,473
HL,5872
HLF,585
HLI,-331
HLIO,-106
HLIT,-36582
HLMN,3265
HLNE,-92
HLT,112
HLX,-2652
HMN,-1351
HNI,3578
HNRG,-1928
HOG,-4272
HOMB,-474
HON,-96
HOOD,-2839
HOPE,-7077
HOV,-86
HP,7249
HPE,-5215
HPP,10562
HPQ,5465
HQY,819
HR,-3395
HRB,2115
HRI,275
HRL,1655
HRMY,-138
HRTG,-585
HSIC,1533
HST,-15629
HSTM,4
HSY,-595
HTB,-1922
HTH,-1021
HTLD,-5632
HTO,-944
HTZ,-1482
HUBB,-43
HUBG,493
HUBS,746
HUM,6
HUN,566
HURN,-1248
HWC,5459
HWKN,-26
HWM,-2055
HXL,-303
HY,-443
HZO,-54
IAC,-1964
IART,206
IBCP,413
IBKR,598
IBM,421
IBOC,17
IBP,220
IBRX,-3066
ICE,-621
ICFI,60
ICHR,-569
ICLR,-207
ICUI,-99
IDA,-96
IDCC,-134
IDT,-112
IDXX,119
IDYA,447
IESC,59
IEX,801
IFF,3025
IIIN,-2442
IIIV,66
IIPR,3041
ILMN,228
IMAX,2018
IMKTA,-677
IMVT,-14458
INCY,-1903
INDB,-177
INGR,-1259
INN,237
INSP,88
INSW,-1780
INTA,-1781
INTC,1274
INTU,280
INVA,-1490
INVH,-1040
INVX,443
IONQ,-989
IONS,98
IOSP,2476
IP,-4051
IPAR,-990
IPGP,5
IPI,-42
IQV,-255
IR,173
IRDM,1686
IRM,-17
IRON,212
IRT,-443
IRTC,614
IRWD,6103
ISRG,17
IT,1965
ITGR,9
ITIC,125
ITRI,-803
ITRN,638
ITT,-1481
ITW,739
IVR,-141
IVT,-3812
IVZ,-11640
J,1021
JACK,6
JANX,-3419
JAZZ,994
JBGS,369
JBHT,45
JBL,-733
JBLU,-8050
JBSS,121
JBTM,-895
JCI,-448
JJSF,216
JKHY,-123
JLL,-159
JNJ,543
JOBY,10466
JOE,275
JPM,-580
JXN,-21
KAI,45
KALU,-18
KBH,1135
KBR,-5048
KD,-1876
KDP,-2114
KE,2251
KELYA,-615
KEX,-796
KEY,-10819
KEYS,1061
KFRC,101
KFY,296
KHC,-532
KIDS,-2001
KIM,3456
KKR,-4613
KLAC,53
KLIC,-632
KMB,3172
KMI,568
KMPR,-2604
KMT,1643
KMX,-184
KN,7391
KNF,8
KNSA,5113
KNSL,-73
KNX,281
KO,586
KODK,130
KOP,568
KR,884
KRC,2912
KREF,-8780
KRG,409
KRNT,-389
KRNY,-7184
KRO,3462
KRYS,86
KSS,-28
KTB,1612
KTOS,-92
KURA,954
KWR,257
KYMR,937
L,1724
LAB,1137
LAD,216
LADR,-344
LAMR,437
LAND,283
LASR,-554
LAUR,4696
LAZ,7816
LBRT,84
LBTYK,15004
LC,1106
LCID,852
LCII,-66
LDOS,551
LE,-228
LEA,-193
LECO,131
LEN,2287
LEVI,-2955
LFST,1673
LFUS,-703
LGIH,33
LGND,-12
LH,1891
LHX,611
LII,-228
LILAK,-19616
LIN,24
LIND,-2913
LITE,-296
LIVN,1877
LKFN,34
LKQ,-240
LLY,95
LMAT,66
LMB,-86
LMND,343
LMT,240
LNC,63
LNG,652
LNN,-163
LNT,-5759
LNTH,3073
LOB,-2407
LOPE,-679
LOVE,-1305
LOW,320
LPLA,-40
LPX,994
LQDA,-737
LQDT,-23
LRCX,735
LRN,9
LSCC,753
LSTR,-181
LTC,-6513
LTH,599
LULU,-160
LUMN,1482
LUV,536
LVS,-2344
LW,793
LXP,-5
LXU,-7210
LYB,-1187
LYFT,-3453
LYTS,-2533
LYV,114
LZ,-2290
LZB,16
M,33
MA,-99
MAA,-449
MAC,-10
MAGN,791
MAN,-3451
MANH,1055
MANU,3406
MAR,297
MARA,376
MAS,1226
MASI,58
MAT,-287
MATV,-3685
MATW,290
MATX,-219
MBIN,2750
MBUU,420
MBWM,539
MC,305
MCB,-1260
MCD,185
MCHB,-526
MCHP,-1020
MCK,-482
MCO,-138
MCRI,-481
MCS,8167
MCW,-10688
MCY,85
MD,1243
MDB,-341
MDGL,213
MDLZ,-3872
MDT,-505
MDU,-831
MEDP,-32
MELI,15
MET,375
META,173
MFA,-725
MGEE,1016
MGM,3292
MGNI,-341
MGPI,-416
MGRC,-576
MGY,74
MHK,281
MHO,-286
MIDD,1471
MIR,-1201
MIRM,120
MITK,-10867
MKC,-472
MKL,115
MKSI,-821
MKTX,573
MLAB,-3317
MLI,-46
MLKN,8388
MLM,446
MLR,48
MMI,877
MMM,148
MMS,1868
MMSI,411
MMYT,1284
MNKD,2165
MNRO,-552
MNST,420
MO,3302
MOD,-154
MOG/A,-92
MOH,-12
MORN,290
MOS,3583
MOV,8604
MP,363
MPC,-66
MPW,1096
MPWR,-13
MQ,-23
MRCY,3
MRK,1208
MRNA,-540
MRSH,-603
MRTN,30900
MRVL,2555
MS,-567
MSA,144
MSBI,828
MSCI,-423
MSEX,-2303
MSFT,57
MSGE,1364
MSGS,-348
MSI,35
MSM,247
MSTR,783
MTB,2397
MTCH,-353
MTD,73
MTDR,-2947
MTG,-2914
MTH,-22
MTN,-616
MTRN,254
MTSI,390
MTUS,-2267
MTW,-7364
MTX,-1824
MTZ,939
MU,-72
MUR,844
MUSA,452
MUX,1571
MWA,879
MXL,1912
MYE,-3050
MYGN,1110
MYRG,-172
MZTI,1560
NABL,2492
NAGE,140
NAT,32258
NAVI,-9240
NBHC,-3
NBIS,929
NBIX,-1053
NBN,-743
NBR,56
NBTB,-1085
NCLH,56
NCNO,1499
NDAQ,-384
NDSN,898
NE,690
NEE,619
NEM,-762
NEO,-71
NEOG,599
NET,82
NEU,501
NEXA,-22058
NEXT,744
NFE,95370
NFG,-1833
NFLX,347
NGVC,3602
NGVT,-2230
NHC,-363
NHI,240
NI,-1868
NIC,-73
NINE,5757
NJR,2024
NKE,-117
NKTR,-821
NLY,-20538
NMIH,2694
NMRK,6611
NN,853
NNI,44
NNN,-237
NOC,-74
NOG,-2657
NOMD,-78
NOV,1287
NOVT,1447
NOW,-173
NPK,175
NPKI,-5963
NPO,81
NRG,-325
NRIM,9803
NSA,-844
NSIT,-379
NSP,29
NSSC,225
NTAP,-1507
NTB,-3129
NTCT,-2070
NTGR,-436
NTLA,1501
NTNX,2893
NTRA,200
NTRS,-1821
NU,-487
NUE,109
NUS,-4143
NUVL,-68
NVAX,-894
NVCR,-1085
NVDA,-165
NVR,-29
NVRI,102
NVST,3962
NVT,2125
NWBI,19913
NWL,-645
NWPX,1210
NWSA,-112
NX,-2019
NXPI,-997
NXRT,233
NXST,301
NYT,-2900
O,-204
OBK,-1806
OC,-484
OCFC,17
OCUL,2553
ODC,-1218
ODFL,43
OEC,9030
OFG,1105
OFIX,547
OGE,256
OGN,-4860
OGS,-93
OHI,-3699
OI,-3800
OII,783
OIS,7358
OKE,2933
OKTA,-761
OLED,-270
OLLI,308
OLN,-4299
OMC,10
OMCL,1662
OMER,2426
OMF,2287
ON,-1350
ONB,-2509
ONTO,-241
OPCH,1700
OPLN,2599
OPY,-9
ORA,-235
ORC,-1324
ORCL,23
ORI,2333
ORLY,-307
ORN,-1864
ORRF,123
OSBC,13208
OSCR,805
OSG,1964
OSIS,-62
OSK,5
OSPN,-3287
OSW,-7562
OTIS,-309
OTTR,-286
OUT,1134
OVV,-4909
OWL,-1971
OXM,193
OXY,2632
OZK,-1845
PAG,-2714
PAGS,8550
PAHC,1692
PANW,-527
PAR,-965
PARR,-20
PATH,1209
PATK,1512
PAX,-3448
PAY,1735
PAYC,-948
PAYO,10426
PAYX,-1883
PB,1249
PBF,-437
PBH,40
PBI,6834
PCAR,-3286
PCG,-1703
PCOR,2698
PCRX,-790
PCT,4519
PCTY,332
PCVX,-561
PD,110
PDFS,2416
PDM,-13155
PEB,88
PEBO,678
PECO,5344
PEG,-771
PEGA,-165
PENG,59
PENN,-2947
PEP,-1339
PFBC,303
PFE,12468
PFG,-1673
PFGC,-1311
PFS,-7816
PFSI,654
PG,-101
PGC,-3185
PGEN,-125
PGNY,-4
PGR,-2508
PH,24
PHM,1660
PHR,-4123
PI,-140
PII,34
PINS,-6554
PIPR,-185
PJT,-470
PK,-15788
PKE,543
PKG,1616
PLAB,10
PLAY,-43
PLD,-457
PLMR,1391
PLNT,-106
PLOW,970
PLPC,-91
PLSE,-2
PLTR,-919
PLUS,-180
PLXS,-473
PM,313
PMT,4752
PNC,368
PNFP,498
PNR,-2236
PNW,-2668
PODD,-314
POOL,396
POR,3438
POST,-1815
POWI,-1551
POWL,20
PPC,380
PPG,-2760
PPL,-1680
PR,-11626
PRAA,-16674
PRCT,790
PRDO,-7461
PRG,133
PRGO,389
PRGS,-75
PRI,360
PRIM,-973
PRK,152
PRKS,-1642
PRLB,-16
PRM,3293
PRMB,-3145
PRSU,-620
PRTA,-459
PRU,-698
PRVA,-716
PSA,227
PSKY,1295
PSMT,-172
PSN,-6211
PSTG,-1918
PSX,-120
PTC,307
PTCT,4829
PTEN,-1560
PTGX,-2
PTN,-1140
PTON,-4423
PUMP,5522
PVH,-288
PVLA,-512
PWP,962
PWR,396
PYPL,-2730
PZZA,18
QBTS,1906
QCOM,530
QCRH,-798
QDEL,-826
QGEN,-712
QLYS,79
QNST,-4683
QS,2023
QTWO,-211
QURE,-88
R,-174
RAMP,-48
RARE,404
RBC,-423
RBCAA,-1082
RBLX,-2375
RCL,-59
RCUS,-57
RDN,4410
RDNT,-95
RDWR,8242
REG,188
REGN,303
RELY,-118
REPL,-246
RES,36
REX,913
REXR,-223
REYN,-1962
REZI,5096
RF,1568
RGA,499
RGEN,-245
RGLD,-308
RGNX,-23
RGP,25196
RGR,-7983
RGTI,-1568
RH,-96
RHI,20
RHP,838
RIG,-14290
RIGL,-670
RILY,-2344
RIOT,6878
RITM,-3130
RIVN,2425
RJF,-702
RKLB,1549
RKT,-650
RL,-20
RLI,-692
RLJ,531
RMBS,-2124
RMD,344
RNG,2721
RNR,-126
RNST,-3249
ROAD,4
ROCK,1538
ROG,175
ROIV,2774
ROK,159
ROKU,66
ROL,-1414
ROOT,621
ROP,-1722
ROST,-300
RPD,6048
RPM,1260
RPRX,-13927
RRC,-1176
RRR,-754
RRX,-77
RS,-556
RSG,-1303
RSI,13
RTX,254
RUM,-3386
RUN,-1183
RUSHA,490
RUSHB,-679
RVLV,637
RVMD,367
RVTY,-791
RWT,-1508
RXO,-9433
RXRX,-707
RYAM,362
RYAN,810
RYI,-3350
RYN,-3479
RYTM,194
S,-2363
SABR,-1845
SAFE,-3019
SAFT,-854
SAH,-281
SAIA,-118
SAIC,30
SAM,-106
SANM,-815
SB,-14634
SBAC,764
SBCF,247
SBGI,776
SBH,-4003
SBLK,8830
SBRA,594
SBSI,-1656
SBUX,-2319
SCCO,183
SCHL,-758
SCHW,3109
SCI,-801
SCL,1981
SCSC,1593
SCVL,-7613
SD,1720
SDGR,-5199
SDRL,-4708
SEB,-5
SEDG,-484
SEI,296
SEIC,-409
SENEA,-11
SF,1406
SFBS,1335
SFIX,9217
SFL,-5202
SFM,2069
SFNC,3953
SG,31356
SGHC,-891
SGI,-1247
SGRY,18
SHAK,65
SHBI,-805
SHC,-539
SHEN,11286
SHO,3094
SHOO,847
SHW,-161
SIBN,-262
SIG,36
SIGA,95
SIGI,2978
SIRI,-8902
SITE,34
SITM,162
SJM,1870
SKT,1873
SKWD,-7944
SKY,-137
SKYW,874
SLAB,1018
SLB,298
SLDB,-5547
SLG,-424
SLGN,73
SLM,1019
SLNO,-1180
SLP,582
SLVM,-156
SM,5584
SMBC,-374
SMBK,-114
SMCI,2231
SMG,215
SMMT,-3587
SMP,-1024
SMPL,-5837
SMR,4421
SMTC,-253
SNA,-108
SNAP,-8550
SNDR,-3168
SNDX,1007
SNEX,-1045
SNOW,-402
SNPS,-44
SNX,903
SO,-256
SOC,-402
SOFI,-120
SON,-3730
SONO,-1435
SOUN,6405
SPB,618
SPG,185
SPGI,-79
SPNT,-32
SPOT,-237
SPSC,-757
SPXC,78
SR,-165
SRCE,-828
SRE,-253
SRI,9073
SRPT,97
SRRK,-715
SSB,-592
SSD,15
SSNC,4988
SSTI,589
ST,1385
STAA,349
STAG,-1506
STBA,-310
STC,1041
STE,980
STEL,-3221
STEP,733
STGW,-2045
STLD,-11
STNE,-7037
STRA,-1351
STRL,24
STRT,-113
STT,754
STWD,1397
STX,287
STZ,492
SUI,29
SUPN,1123
SVRA,-1057
SWBI,1957
SWK,1574
SWKS,1184
SWX,-1660
SXC,-16808
SXI,3
SXT,-577
SYBT,653
SYF,-2717
SYK,-207
SYNA,195
SYRE,-2346
SYY,-1617
T,-12579
TALO,1170
TAP,252
TARS,-2077
TBBK,341
TBPH,-1570
TCBI,83
TCBK,-170
TCMD,-229
TDAY,2357
TDC,969
TDG,-201
TDOC,-1715
TDS,2188
TDW,1227
TDY,-302
TEAM,726
TECH,1258
TECX,-7161
TEL,86
TEN,112
TENB,-103
TER,-431
TEX,682
TFC,-3469
TFIN,-80
TFSL,1628
TFX,76
TGLS,4413
TGT,2051
TGTX,-665
THC,-64
THFF,1182
THG,13
THO,676
THR,-325
THRM,1130
TILE,1324
TJX,-121
TK,638
TKO,-348
TKR,453
TLN,36
TLRY,5713
TMDX,8
TMHC,-81
TMO,11
TMP,-34
TMUS,-7
TNC,-129
TNDM,801
TNET,4699
TNK,-1539
TNL,270
TOL,-984
TOST,-3586
TOWN,10682
TPB,-1426
TPC,617
TPG,3233
TPH,-2685
TPL,132
TPR,-1801
TR,314
TREE,1772
TREX,1434
TRGP,-532
TRIP,32
TRMB,2702
TRMK,-772
TRN,464
TRNO,138
TROW,639
TROX,-4087
TRS,618
TRST,488
TRTX,-4097
TRU,-708
TRUP,-85
TRV,-715
TSCO,164
TSLA,-469
TSN,1999
TT,-694
TTC,152
TTD,-5232
TTEK,-1662
TTI,45
TTMI,-349
TTWO,348
TVTX,371
TW,1125
TWI,4003
TWLO,-448
TWST,46
TXN,870
TXRH,-1511
TXT,1847
TYL,-465
U,-226
UAA,-1791
UAL,826
UBER,-643
UBSI,-7870
UCB,-2791
UCTT,2323
UDR,-803
UE,1760
UEC,661
UFCS,-1322
UFPI,900
UFPT,-55
UGI,184
UHAL,-451
UHS,309
UHT,-35
UI,-44
ULTA,-274
UMBF,-1051
UMH,7738
UNFI,13
UNH,-344
UNIT,-3013
UNM,271
UNP,2118
UPBD,-1979
UPS,239
UPST,18
UPWK,-1129
URBN,288
URGN,1789
URI,42
USB,2528
USFD,-4174
USLM,475
USNA,-1982
USPH,64
UTHR,202
UTI,1625
UTL,-693
UTZ,-11212
UVE,-29
UVSP,-202
UVV,3164
UWMC,56
V,656
VAC,1004
VAL,-280
VC,1059
VCEL,-78
VCTR,-2391
VCYT,-319
VEEV,317
VERX,45
VFC,12239
VHC,-1236
VIAV,-4065
VICI,5191
VICR,108
VIRT,861
VISN,3659
VITL,613
VKTX,-1513
VLO,-639
VLY,607
VMC,-225
VMI,198
VNO,8431
VNT,1384
VOYA,4303
VPG,-1485
VRDN,1783
VRE,6171
VREX,1827
VRNS,-1319
VRRM,1886
VRSK,445
VRSN,29
VRT,482
VRTS,392
VRTX,84
VSAT,-1688
VSCO,-56
VSEC,357
VSH,130
VST,45
VSTM,3479
VTOL,-538
VTR,83
VTRS,-1678
VVV,-183
VVX,-2430
VYX,-1378
VZ,-102
W,-1751
WAB,-1567
WABC,141
WAFD,836
WAL,1336
WASH,-180
WAT,122
WBS,717
WCC,270
WD,-719
WDAY,-1970
WDC,-935
WDFC,35
