Date,Port,ticker,shares,price
1/27/2026,US_live_port,DUOL,-12,146.08
1/27/2026,US_live_port,DV,-16801,10.92
1/27/2026,US_live_port,DVA,-674,105.61
1/27/2026,US_live_port,DVN,4425,39.45
1/27/2026,US_live_port,DX,-29983,14.74
1/27/2026,US_live_port,DXC,18459,14.67
1/27/2026,US_live_port,DXCM,-891,73.67
1/27/2026,US_live_port,DXPE,330,127.25
1/27/2026,US_live_port,DY,335,374.87
1/27/2026,US_live_port,EAF,2026,16.61
1/27/2026,US_live_port,EAT,914,157.29
1/27/2026,US_live_port,EBAY,-1603,95.2
1/27/2026,US_live_port,EBC,-1158,20.27
1/27/2026,US_live_port,EBF,-1069,19.31
1/27/2026,US_live_port,EBS,1004,12.22
1/27/2026,US_live_port,ECL,645,284.09
1/27/2026,US_live_port,ECPG,499,55.33
1/27/2026,US_live_port,ECVT,-5566,10.87
1/27/2026,US_live_port,ED,-2237,105.35
1/27/2026,US_live_port,EE,-397,35.62
1/27/2026,US_live_port,EEFT,1442,72.87
1/27/2026,US_live_port,EEX,-214,4.72
1/27/2026,US_live_port,EFSC,-2513,57.06
1/27/2026,US_live_port,EFX,3057,208.03
1/27/2026,US_live_port,EG,-1243,323.94
1/27/2026,US_live_port,EGBN,3754,26.12
1/27/2026,US_live_port,EGP,-556,178.56
1/27/2026,US_live_port,EGY,-1343,4.76
1/27/2026,US_live_port,EHC,1895,94.72
1/27/2026,US_live_port,EIG,-1493,43.49
1/27/2026,US_live_port,EIX,4152,62.63
1/27/2026,US_live_port,EL,1522,116.44
1/27/2026,US_live_port,ELAN,-502,24.62
1/27/2026,US_live_port,ELF,1976,86.73
1/27/2026,US_live_port,ELS,-5215,62.9
1/27/2026,US_live_port,ELV,417,322.92
1/27/2026,US_live_port,EME,-201,716.28
1/27/2026,US_live_port,EMN,1636,68.92
1/27/2026,US_live_port,EMR,769,147.67
1/27/2026,US_live_port,ENOV,-5996,21.98
1/27/2026,US_live_port,ENPH,1456,39.93
1/27/2026,US_live_port,ENR,-1457,21.73
1/27/2026,US_live_port,ENS,817,179.89
1/27/2026,US_live_port,ENSG,1072,171.99
1/27/2026,US_live_port,ENTA,-11405,12.98
1/27/2026,US_live_port,ENTG,1205,120.41
1/27/2026,US_live_port,ENVA,251,157.7
1/27/2026,US_live_port,ENVX,-9396,7.22
1/27/2026,US_live_port,EOG,-462,108.59
1/27/2026,US_live_port,EOLS,-3878,4.95
1/27/2026,US_live_port,EPAC,2322,39.89
1/27/2026,US_live_port,EPAM,-587,218.04
1/27/2026,US_live_port,EPC,-10116,19.23
1/27/2026,US_live_port,EPR,-4143,51.62
1/27/2026,US_live_port,EPRT,3595,30.18
1/27/2026,US_live_port,EQBK,-473,45.6
1/27/2026,US_live_port,EQH,14140,45.93
1/27/2026,US_live_port,EQIX,-13,809.55
1/27/2026,US_live_port,EQR,4991,62.15
1/27/2026,US_live_port,EQT,12060,54.41
1/27/2026,US_live_port,ERIE,-499,272.5
1/27/2026,US_live_port,ERII,4273,14.48
1/27/2026,US_live_port,ES,-7043,70.63
1/27/2026,US_live_port,ESAB,-543,117.6
1/27/2026,US_live_port,ESE,902,223.7
1/27/2026,US_live_port,ESI,10491,29.29
1/27/2026,US_live_port,ESNT,4230,62.25
1/27/2026,US_live_port,ESQ,-35,109.35
1/27/2026,US_live_port,ESRT,-549,6.66
1/27/2026,US_live_port,ESS,709,251.73
1/27/2026,US_live_port,ESTC,627,74.22
1/27/2026,US_live_port,ETD,-54,24.3
1/27/2026,US_live_port,ETN,-263,341.19
1/27/2026,US_live_port,ETR,597,96.58
1/27/2026,US_live_port,ETSY,3362,58.63
1/27/2026,US_live_port,EVCM,-235,12.19
1/27/2026,US_live_port,EVEX,-37384,4.17
1/27/2026,US_live_port,EVR,500,363.51
1/27/2026,US_live_port,EVRG,-9588,77.09
1/27/2026,US_live_port,EVTC,344,29.16
1/27/2026,US_live_port,EW,8772,83.6
1/27/2026,US_live_port,EWBC,4067,113.4
1/27/2026,US_live_port,EWTX,3329,29.36
1/27/2026,US_live_port,EXC,3171,44.83
1/27/2026,US_live_port,EXE,-1583,108.82
1/27/2026,US_live_port,EXEL,11605,43.74
1/27/2026,US_live_port,EXLS,1325,40.49
1/27/2026,US_live_port,EXP,-755,219.51
1/27/2026,US_live_port,EXPD,1298,158.38
1/27/2026,US_live_port,EXPE,295,266.74
1/27/2026,US_live_port,EXPO,-897,74.67
1/27/2026,US_live_port,EXR,-257,139.79
1/27/2026,US_live_port,EXTR,-2703,14.7
1/27/2026,US_live_port,EYE,-931,26.4
1/27/2026,US_live_port,EYPT,-5703,15.81
1/27/2026,US_live_port,EZPW,3843,21.33
1/27/2026,US_live_port,F,228,13.93
1/27/2026,US_live_port,FA,-1607,13.43
1/27/2026,US_live_port,FAF,-3355,64.73
1/27/2026,US_live_port,FANG,-1197,159.12
1/27/2026,US_live_port,FAST,5625,43.95
1/27/2026,US_live_port,FBIN,-369,55.4
1/27/2026,US_live_port,FBK,-5650,57.17
1/27/2026,US_live_port,FBNC,-1213,56.68
1/27/2026,US_live_port,FBP,-3707,21.98
1/27/2026,US_live_port,FBRX,-2676,35.53
1/27/2026,US_live_port,FCBC,-321,33.85
1/27/2026,US_live_port,FCF,-8895,17.7
1/27/2026,US_live_port,FCFS,-487,168.36
1/27/2026,US_live_port,FCN,-1843,182.99
1/27/2026,US_live_port,FCNCA,-224,2000.82
1/27/2026,US_live_port,FCPT,-1153,24.32
1/27/2026,US_live_port,FCX,-350,62.87
1/27/2026,US_live_port,FDS,-1231,268.66
1/27/2026,US_live_port,FDX,-935,251.5787
1/27/2026,US_live_port,FE,4904,47.52
1/27/2026,US_live_port,FELE,-3279,99.89
1/27/2026,US_live_port,FERG,-1775,251.57
1/27/2026,US_live_port,FET,-3350,45.21
1/27/2026,US_live_port,FFBC,-3488,27.29
1/27/2026,US_live_port,FFIN,-595,31.84
1/27/2026,US_live_port,FFIV,-409,270.43
1/27/2026,US_live_port,FG,-3533,28.69
1/27/2026,US_live_port,FHB,-3234,27.07
1/27/2026,US_live_port,FHI,2936,52.51
1/27/2026,US_live_port,FHN,18716,24.28
1/27/2026,US_live_port,FIBK,-63,36.86
1/27/2026,US_live_port,FICO,293,1545
1/27/2026,US_live_port,FIS,3951,58.06
1/27/2026,US_live_port,FISI,1344,32.22
1/27/2026,US_live_port,FISV,-1363,66.29
1/27/2026,US_live_port,FITB,-1155,50.84
1/27/2026,US_live_port,FIVE,1280,187.24
1/27/2026,US_live_port,FIVN,1690,18.37
1/27/2026,US_live_port,FIX,51,1160.38
1/27/2026,US_live_port,FIZZ,2873,33.4
1/27/2026,US_live_port,FLEX,684,65.1
1/27/2026,US_live_port,FLG,13683,13.08
1/27/2026,US_live_port,FLO,-1428,11.13
1/27/2026,US_live_port,FLR,-7014,45.99
1/27/2026,US_live_port,FLS,7406,77.6
1/27/2026,US_live_port,FLYW,-18847,13.35
1/27/2026,US_live_port,FMBH,-7402,42.58
1/27/2026,US_live_port,FMC,1254,16.08
1/27/2026,US_live_port,FN,514,498.59
1/27/2026,US_live_port,FNB,8910,17.43
1/27/2026,US_live_port,FND,-1123,71.84
1/27/2026,US_live_port,FNF,6930,54.53
1/27/2026,US_live_port,FOR,-9277,25.04
1/27/2026,US_live_port,FORM,-1286,73.76
1/27/2026,US_live_port,FOUR,-827,61.46
1/27/2026,US_live_port,FOXA,-1135,71.97
1/27/2026,US_live_port,FOXF,8904,19.19
1/27/2026,US_live_port,FPI,-716,10.97
1/27/2026,US_live_port,FR,2187,57.43
1/27/2026,US_live_port,FRME,-7394,38.19
1/27/2026,US_live_port,FRPT,-302,72
1/27/2026,US_live_port,FRSH,-2970,11.59
1/27/2026,US_live_port,FRT,2369,101.48
1/27/2026,US_live_port,FSK,1711,14.22
1/27/2026,US_live_port,FSLR,1263,235.05
1/27/2026,US_live_port,FSS,-595,113.41
1/27/2026,US_live_port,FTAI,-428,282
1/27/2026,US_live_port,FTDR,91,59.32
1/27/2026,US_live_port,FTI,-483,55.64
1/27/2026,US_live_port,FTK,-3147,17.54
1/27/2026,US_live_port,FTNT,-897,81.71
1/27/2026,US_live_port,FTV,1429,53.15
1/27/2026,US_live_port,FUL,-7078,59.38
1/27/2026,US_live_port,FULT,6970,20.38
1/27/2026,US_live_port,FUN,-12232,17.47
1/27/2026,US_live_port,FWONK,859,89.09
1/27/2026,US_live_port,FWRD,-147,27.89
1/27/2026,US_live_port,G,-4015,45.27
1/27/2026,US_live_port,GABC,-6634,42.06
1/27/2026,US_live_port,GAP,10220,26.8
1/27/2026,US_live_port,GATX,1895,183.72
1/27/2026,US_live_port,GBCI,-4011,48.75
1/27/2026,US_live_port,GBTG,1017,6.95
1/27/2026,US_live_port,GBX,117,49.66
1/27/2026,US_live_port,GCMG,3205,11.37
1/27/2026,US_live_port,GCO,986,32.1
1/27/2026,US_live_port,GD,1313,366.62
1/27/2026,US_live_port,GDDY,-928,103.85
1/27/2026,US_live_port,GE,1470,297.47
1/27/2026,US_live_port,GEF,4392,73.1
1/27/2026,US_live_port,GEHC,4152,80.32
1/27/2026,US_live_port,GEN,11747,25.21
1/27/2026,US_live_port,GEO,-3922,16.37
1/27/2026,US_live_port,GFF,2836,82.38
1/27/2026,US_live_port,GFS,-5178,47.41
1/27/2026,US_live_port,GGG,-3584,87.65
1/27/2026,US_live_port,GH,1717,114.59
1/27/2026,US_live_port,GHC,138,1154.31
1/27/2026,US_live_port,GHM,875,70.54
1/27/2026,US_live_port,GIC,4370,30.26
1/27/2026,US_live_port,GIII,-2027,28.2
1/27/2026,US_live_port,GILD,-3330,140.97
1/27/2026,US_live_port,GIS,5868,44.71
1/27/2026,US_live_port,GKOS,-1969,118.7
1/27/2026,US_live_port,GL,876,137.39
1/27/2026,US_live_port,GLDD,1254,15.2
1/27/2026,US_live_port,GLNG,5941,40.22
1/27/2026,US_live_port,GLOB,-24,69.15
1/27/2026,US_live_port,GLPI,11760,45.6
1/27/2026,US_live_port,GLW,-1911,109.74
1/27/2026,US_live_port,GM,613,86.38
1/27/2026,US_live_port,GME,-10733,24.21
1/27/2026,US_live_port,GMED,2273,91.96
1/27/2026,US_live_port,GNL,-8614,9.45
1/27/2026,US_live_port,GNRC,1528,170.45
1/27/2026,US_live_port,GNTX,-6500,23.85
1/27/2026,US_live_port,GNW,586,8.24
1/27/2026,US_live_port,GO,-589,10
1/27/2026,US_live_port,GOGO,-42812,4.68
1/27/2026,US_live_port,GOLF,-1610,94.85
1/27/2026,US_live_port,GOOD,-478,11.4
1/27/2026,US_live_port,GOOG,-199,335
1/27/2026,US_live_port,GPC,1983,139.38
1/27/2026,US_live_port,GPI,288,396.96
1/27/2026,US_live_port,GPK,-206,15.05
1/27/2026,US_live_port,GPN,-2697,73.76
1/27/2026,US_live_port,GPOR,-352,193.34
1/27/2026,US_live_port,GPRE,6404,11.77
1/27/2026,US_live_port,GPRO,-4211,1.29
1/27/2026,US_live_port,GRBK,2377,68.8
1/27/2026,US_live_port,GRC,419,52.96
1/27/2026,US_live_port,GRMN,1080,204.8
1/27/2026,US_live_port,GRND,29419,11.73
1/27/2026,US_live_port,GRPN,-126,15.78
1/27/2026,US_live_port,GS,332,929.72
1/27/2026,US_live_port,GSAT,1125,63.44
1/27/2026,US_live_port,GSBC,936,60.71
1/27/2026,US_live_port,GSHD,-1473,63.58
1/27/2026,US_live_port,GSIT,9689,7.53
1/27/2026,US_live_port,GSM,-13764,4.9
1/27/2026,US_live_port,GT,-6587,9.55
1/27/2026,US_live_port,GTES,3884,22.72
1/27/2026,US_live_port,GTLB,-754,37.32
1/27/2026,US_live_port,GTM,2271,8.72
1/27/2026,US_live_port,GTN,48526,4.34
1/27/2026,US_live_port,GTX,-16177,18.34
1/27/2026,US_live_port,GTY,-1219,29.45
1/27/2026,US_live_port,GVA,1187,119.38
1/27/2026,US_live_port,GWRE,-1205,160.29
1/27/2026,US_live_port,GWW,-656,1057.56
1/27/2026,US_live_port,GXO,1688,57.92
1/27/2026,US_live_port,H,-1611,156.86
1/27/2026,US_live_port,HAE,35,67.87
1/27/2026,US_live_port,HAFC,3586,28.46
1/27/2026,US_live_port,HAIN,9091,1.28
1/27/2026,US_live_port,HAL,-11298,34.26
1/27/2026,US_live_port,HALO,1210,70.22
1/27/2026,US_live_port,HAS,898,89.69
1/27/2026,US_live_port,HASI,-5881,34.38
1/27/2026,US_live_port,HAYW,8830,16.4
1/27/2026,US_live_port,HBAN,13764,17.43
1/27/2026,US_live_port,HBNC,8102,17.56
1/27/2026,US_live_port,HCA,444,505.84
1/27/2026,US_live_port,HCC,97,92.38
1/27/2026,US_live_port,HCI,35,152.15
1/27/2026,US_live_port,HCKT,16367,19.24
1/27/2026,US_live_port,HCSG,281,18.64
1/27/2026,US_live_port,HD,-1634,380.36
1/27/2026,US_live_port,HE,-4457,15.4
1/27/2026,US_live_port,HEI,436,338.56
1/27/2026,US_live_port,HELE,-3622,17.64
1/27/2026,US_live_port,HFWA,-804,25.99
1/27/2026,US_live_port,HGV,676,44.56
1/27/2026,US_live_port,HHH,652,80.74
1/27/2026,US_live_port,HIFS,348,297.89
1/27/2026,US_live_port,HIG,-712,130.31
1/27/2026,US_live_port,HII,459,422.79
1/27/2026,US_live_port,HIMS,-1713,29.68
1/27/2026,US_live_port,HIW,739,26.28
1/27/2026,US_live_port,HL,201,28.31
1/27/2026,US_live_port,HLF,1066,16.94
1/27/2026,US_live_port,HLI,-1268,179.65
1/27/2026,US_live_port,HLIO,1039,65.82
1/27/2026,US_live_port,HLIT,36480,10.25
1/27/2026,US_live_port,HLMN,986,9.51
1/27/2026,US_live_port,HLNE,-636,147.36
1/27/2026,US_live_port,HLT,-2239,296.17
1/27/2026,US_live_port,HLX,4151,7.65
1/27/2026,US_live_port,HMN,1451,42.9
1/27/2026,US_live_port,HNI,-3923,47.42
1/27/2026,US_live_port,HNRG,1987,18.67
1/27/2026,US_live_port,HOG,9474,19.97
1/27/2026,US_live_port,HOMB,5522,28.62
1/27/2026,US_live_port,HON,-1070,231.5649
1/27/2026,US_live_port,HOOD,12,105.24
1/27/2026,US_live_port,HOPE,15520,12.16
1/27/2026,US_live_port,HOV,589,113.3
1/27/2026,US_live_port,HP,-7201,33.32
1/27/2026,US_live_port,HPE,17362,21.6
1/27/2026,US_live_port,HPP,-835,8.98
1/27/2026,US_live_port,HPQ,20064,19.37
1/27/2026,US_live_port,HQY,-3087,83.02
1/27/2026,US_live_port,HR,10234,16.74
1/27/2026,US_live_port,HRB,2532,39.29
1/27/2026,US_live_port,HRI,-2839,156.75
1/27/2026,US_live_port,HRL,3239,25.2
1/27/2026,US_live_port,HRMY,5302,37.68
1/27/2026,US_live_port,HRTG,657,25.4
1/27/2026,US_live_port,HSIC,5490,76.87
1/27/2026,US_live_port,HST,334,18.58
1/27/2026,US_live_port,HSTM,-267,21.69
1/27/2026,US_live_port,HSY,-76,191.63
1/27/2026,US_live_port,HTB,-5792,42.31
1/27/2026,US_live_port,HTH,-2213,36.28
1/27/2026,US_live_port,HTLD,11115,10.33
1/27/2026,US_live_port,HTO,-86,52.39
1/27/2026,US_live_port,HTZ,6048,5.3
1/27/2026,US_live_port,HUBB,-197,484.14
1/27/2026,US_live_port,HUBG,933,47.53
1/27/2026,US_live_port,HUBS,603,319.66
1/27/2026,US_live_port,HUM,-1245,207.93
1/27/2026,US_live_port,HUN,3784,11.37
1/27/2026,US_live_port,HURN,12,169.95
1/27/2026,US_live_port,HWC,-85,67.44
1/27/2026,US_live_port,HWKN,-40,153.64
1/27/2026,US_live_port,HWM,812,215.53
1/27/2026,US_live_port,HXL,-850,81.57
1/27/2026,US_live_port,HY,8311,31.93
1/27/2026,US_live_port,HZO,4511,27.56
1/27/2026,US_live_port,IART,1236,11.13
1/27/2026,US_live_port,IBCP,-830,34.94
1/27/2026,US_live_port,IBKR,-308,75.48
1/27/2026,US_live_port,IBM,-175,293.86
1/27/2026,US_live_port,IBOC,844,68.8
1/27/2026,US_live_port,IBP,-318,292.61
1/27/2026,US_live_port,IBRX,19858,5.95
1/27/2026,US_live_port,ICE,-1599,173.28
1/27/2026,US_live_port,ICFI,-347,93.52
1/27/2026,US_live_port,ICHR,1377,31
1/27/2026,US_live_port,ICLR,-1263,187.97
1/27/2026,US_live_port,ICUI,-1189,149.27
1/27/2026,US_live_port,IDA,-1502,134.16
1/27/2026,US_live_port,IDCC,-139,333.47
1/27/2026,US_live_port,IDT,498,48.36
1/27/2026,US_live_port,IDXX,-8,694.75
1/27/2026,US_live_port,IDYA,-1479,34.74
1/27/2026,US_live_port,IESC,-245,476.97
1/27/2026,US_live_port,IEX,-2654,194.85
1/27/2026,US_live_port,IFF,-3615,73.21
1/27/2026,US_live_port,IIIN,6418,32.33
1/27/2026,US_live_port,IIIV,-132,23.32
1/27/2026,US_live_port,IIPR,-3449,48.76
1/27/2026,US_live_port,ILMN,-415,152.09
1/27/2026,US_live_port,IMAX,931,34.75
1/27/2026,US_live_port,IMKTA,1011,72.25
1/27/2026,US_live_port,IMVT,14427,26.83
1/27/2026,US_live_port,INCY,2417,103.47
1/27/2026,US_live_port,INDB,-830,79.55
1/27/2026,US_live_port,INGR,-1806,116.99
1/27/2026,US_live_port,INN,1849,4.59
1/27/2026,US_live_port,INSM,7,162.64
1/27/2026,US_live_port,INSP,-275,81.79
1/27/2026,US_live_port,INSW,651,57.45
1/27/2026,US_live_port,INTA,-2759,36.8
1/27/2026,US_live_port,INTC,129,43.93
1/27/2026,US_live_port,INTU,213,545.4
1/27/2026,US_live_port,INVA,2580,19.72
1/27/2026,US_live_port,INVH,7134,26.77
1/27/2026,US_live_port,INVX,-652,26.09
1/27/2026,US_live_port,IONQ,-511,45.49
1/27/2026,US_live_port,IONS,7138,82.14
1/27/2026,US_live_port,IOSP,525,79.53
1/27/2026,US_live_port,IP,3093,42.2
1/27/2026,US_live_port,IPAR,3981,96.73
1/27/2026,US_live_port,IPGP,-43,90.63
1/27/2026,US_live_port,IPI,88,33.98
1/27/2026,US_live_port,IQV,-2582,241.04
1/27/2026,US_live_port,IR,-265,86.27
1/27/2026,US_live_port,IRDM,-2012,21.2
1/27/2026,US_live_port,IRM,8081,91.72
1/27/2026,US_live_port,IRON,376,82.14
1/27/2026,US_live_port,IRT,5549,16.83
1/27/2026,US_live_port,IRTC,397,156.56
1/27/2026,US_live_port,IRWD,1323,5.14
1/27/2026,US_live_port,ISRG,683,525.04
1/27/2026,US_live_port,IT,-62,232
1/27/2026,US_live_port,ITGR,-523,85.79
1/27/2026,US_live_port,ITIC,96,253.41
1/27/2026,US_live_port,ITRI,219,99
1/27/2026,US_live_port,ITRN,353,45.22
1/27/2026,US_live_port,ITT,4039,182.96
1/27/2026,US_live_port,ITW,1245,258.69
1/27/2026,US_live_port,IVR,-778,9.02
1/27/2026,US_live_port,IVT,6662,28.77
1/27/2026,US_live_port,IVZ,12533,27.16
1/27/2026,US_live_port,J,-2052,136.77
1/27/2026,US_live_port,JACK,-66,21.79
1/27/2026,US_live_port,JANX,14519,14.73
1/27/2026,US_live_port,JAZZ,659,167.85
1/27/2026,US_live_port,JBGS,-1305,16.85
1/27/2026,US_live_port,JBHT,1157,202.88
1/27/2026,US_live_port,JBL,-245,242.28
1/27/2026,US_live_port,JBLU,19810,4.73
1/27/2026,US_live_port,JBSS,1598,74.41
1/27/2026,US_live_port,JBTM,-552,155.09
1/27/2026,US_live_port,JCI,3158,116.96
1/27/2026,US_live_port,JJSF,-2838,94.21
1/27/2026,US_live_port,JKHY,773,178.96
1/27/2026,US_live_port,JLL,-383,356.03
1/27/2026,US_live_port,JNJ,-15,224.44
1/27/2026,US_live_port,JOBY,-29234,13.47
1/27/2026,US_live_port,JOE,182,64.7
1/27/2026,US_live_port,JPM,45,300.31
1/27/2026,US_live_port,JXN,64,115.32
1/27/2026,US_live_port,KAI,-74,319.94
1/27/2026,US_live_port,KALU,33,123.01
1/27/2026,US_live_port,KBH,155,57.56
1/27/2026,US_live_port,KBR,86,43.15
1/27/2026,US_live_port,KD,-12575,23.83
1/27/2026,US_live_port,KDP,2399,27.59
1/27/2026,US_live_port,KE,2193,29.68
1/27/2026,US_live_port,KELYA,-792,10.1
1/27/2026,US_live_port,KEX,309,128.49
1/27/2026,US_live_port,KEY,5573,21.46
1/27/2026,US_live_port,KEYS,-2812,217.82
1/27/2026,US_live_port,KFRC,-639,34.11
1/27/2026,US_live_port,KFY,208,67.77
1/27/2026,US_live_port,KHC,-19980,23.7
1/27/2026,US_live_port,KIDS,-724,17.74
1/27/2026,US_live_port,KIM,-4353,20.94
1/27/2026,US_live_port,KKR,29,116
1/27/2026,US_live_port,KLAC,-115,161.633
1/27/2026,US_live_port,KLIC,781,58.14
1/27/2026,US_live_port,KMB,2473,100.64
1/27/2026,US_live_port,KMI,6231,29.59
1/27/2026,US_live_port,KMPR,-2658,38.42
1/27/2026,US_live_port,KMT,-655,34.54
1/27/2026,US_live_port,KMX,764,46.34
1/27/2026,US_live_port,KN,-7036,24.23
1/27/2026,US_live_port,KNF,-690,68.59
1/27/2026,US_live_port,KNSA,-5071,44.64
1/27/2026,US_live_port,KNSL,-10,386.67
1/27/2026,US_live_port,KNX,-885,54.9
1/27/2026,US_live_port,KO,667,73.55
1/27/2026,US_live_port,KODK,98,7.52
1/27/2026,US_live_port,KOP,-1476,29.12
1/27/2026,US_live_port,KR,2028,62.11
1/27/2026,US_live_port,KRC,-5969,35
1/27/2026,US_live_port,KREF,-10913,8.2
1/27/2026,US_live_port,KRG,3194,23.09
1/27/2026,US_live_port,KRNT,-2524,12.93
1/27/2026,US_live_port,KRNY,8662,7.66
1/27/2026,US_live_port,KRO,27637,5.46
1/27/2026,US_live_port,KRYS,183,277.36
1/27/2026,US_live_port,KSS,167,17.79
1/27/2026,US_live_port,KTB,1027,58.88
1/27/2026,US_live_port,KTOS,-3063,118.06
1/27/2026,US_live_port,KURA,-6309,8.47
1/27/2026,US_live_port,KWR,674,150.26
1/27/2026,US_live_port,KYMR,-2689,72.15
1/27/2026,US_live_port,L,4915,102.3
1/27/2026,US_live_port,LAB,-4059,1.48
1/27/2026,US_live_port,LAD,1062,327.17
1/27/2026,US_live_port,LADR,739,11.14
1/27/2026,US_live_port,LAMR,3128,128.17
1/27/2026,US_live_port,LAND,-460,9.78
1/27/2026,US_live_port,LASR,588,44.925
1/27/2026,US_live_port,LAUR,-13311,34.23
1/27/2026,US_live_port,LAZ,-299,52.77
1/27/2026,US_live_port,LBRT,-1705,22.18
1/27/2026,US_live_port,LBTYK,-27771,10.83
1/27/2026,US_live_port,LCID,-3733,11
1/27/2026,US_live_port,LCII,1685,148.05
1/27/2026,US_live_port,LDOS,1023,187.15
1/27/2026,US_live_port,LE,-29,19.15
1/27/2026,US_live_port,LEA,519,120.54
1/27/2026,US_live_port,LECO,468,256.77
1/27/2026,US_live_port,LEN,-4506,110.07
1/27/2026,US_live_port,LEVI,9575,21.25
1/27/2026,US_live_port,LFST,4206,7.1
1/27/2026,US_live_port,LFUS,479,296.17
1/27/2026,US_live_port,LGIH,1025,50.14
1/27/2026,US_live_port,LGND,381,195.49
1/27/2026,US_live_port,LH,-2252,271.12
1/27/2026,US_live_port,LHX,-268,360.54
1/27/2026,US_live_port,LII,-165,498.8
1/27/2026,US_live_port,LILAK,11157,5.1474
1/27/2026,US_live_port,LIN,-257,453.03
1/27/2026,US_live_port,LIND,10369,16.14
1/27/2026,US_live_port,LITE,1378,370.66
1/27/2026,US_live_port,LIVN,-417,64.09
1/27/2026,US_live_port,LKFN,-134,60.02
1/27/2026,US_live_port,LKQ,2288,33.3
1/27/2026,US_live_port,LLY,-5,1039.51
1/27/2026,US_live_port,LMAT,1042,85.33
1/27/2026,US_live_port,LMB,-256,84.01
1/27/2026,US_live_port,LMND,766,87.75
1/27/2026,US_live_port,LMT,-398,594.95
1/27/2026,US_live_port,LNC,71,40.87
1/27/2026,US_live_port,LNG,-1607,205.73
1/27/2026,US_live_port,LNN,607,124.62
1/27/2026,US_live_port,LNT,4554,67.19
1/27/2026,US_live_port,LNTH,-2127,67.885
1/27/2026,US_live_port,LOB,-518,38.75
1/27/2026,US_live_port,LOPE,-692,174.09
1/27/2026,US_live_port,LOVE,18627,14.08
1/27/2026,US_live_port,LOW,-1168,273.94
1/27/2026,US_live_port,LPLA,-782,365.05
1/27/2026,US_live_port,LPX,-1095,88.01
1/27/2026,US_live_port,LQDA,-2582,42.475
1/27/2026,US_live_port,LQDT,-62,32
1/27/2026,US_live_port,LRCX,-342,238.46
1/27/2026,US_live_port,LRN,-16,72.43
1/27/2026,US_live_port,LSCC,3424,84.96
1/27/2026,US_live_port,LSTR,-1286,151.68
1/27/2026,US_live_port,LTC,-4675,36
1/27/2026,US_live_port,LTH,1318,29.29
1/27/2026,US_live_port,LULU,-496,186.39
1/27/2026,US_live_port,LUMN,1896,9.29
1/27/2026,US_live_port,LUV,5599,41.34
1/27/2026,US_live_port,LVS,4225,60.35
1/27/2026,US_live_port,LW,-3033,45.05
1/27/2026,US_live_port,LXP,1715,49.47
1/27/2026,US_live_port,LXU,8449,9.52
1/27/2026,US_live_port,LYB,-688,50.43
1/27/2026,US_live_port,LYFT,-4112,17.54
1/27/2026,US_live_port,LYTS,4693,22.14
1/27/2026,US_live_port,LYV,610,146.8
1/27/2026,US_live_port,LZ,-13594,8.88
1/27/2026,US_live_port,LZB,-108,37.3
1/27/2026,US_live_port,M,1120,20.38
1/27/2026,US_live_port,MA,-116,520.41
1/27/2026,US_live_port,MAA,1115,134.73
1/27/2026,US_live_port,MAC,-1229,17.72
1/27/2026,US_live_port,MAGN,3467,13.7
1/27/2026,US_live_port,MAN,-5120,30.1
1/27/2026,US_live_port,MANH,-2253,169.73
1/27/2026,US_live_port,MANU,9484,17.66
1/27/2026,US_live_port,MAR,94,313.95
1/27/2026,US_live_port,MARA,-637,10.52
1/27/2026,US_live_port,MAS,-6164,67.17
1/27/2026,US_live_port,MASI,-196,137.92
1/27/2026,US_live_port,MAT,1140,20.23
1/27/2026,US_live_port,MATV,10893,12.51
1/27/2026,US_live_port,MATW,-389,25.99
1/27/2026,US_live_port,MATX,-841,158.92
1/27/2026,US_live_port,MBIN,-2978,35.325
1/27/2026,US_live_port,MBUU,-886,32.41
1/27/2026,US_live_port,MBWM,-1959,50.86
1/27/2026,US_live_port,MC,-2460,73.39
1/27/2026,US_live_port,MCB,1843,89.54
1/27/2026,US_live_port,MCD,2027,314.13
1/27/2026,US_live_port,MCHB,-132,14.85
1/27/2026,US_live_port,MCHP,2981,75.16
1/27/2026,US_live_port,MCK,47,834.18
1/27/2026,US_live_port,MCO,-963,518.87
1/27/2026,US_live_port,MCRI,-1485,89.59
1/27/2026,US_live_port,MCS,-16659,15.23
1/27/2026,US_live_port,MCW,16277,5.4
1/27/2026,US_live_port,MCY,64,85.21
1/27/2026,US_live_port,MD,-5954,20.53
1/27/2026,US_live_port,MDB,-550,411.89
1/27/2026,US_live_port,MDGL,6,500.39
1/27/2026,US_live_port,MDLZ,-4333,59.02
1/27/2026,US_live_port,MDT,-1734,100.69
1/27/2026,US_live_port,MDU,-5891,20.52
1/27/2026,US_live_port,MEDP,-60,602.25
1/27/2026,US_live_port,MELI,167,2295
1/27/2026,US_live_port,MET,2192,76.69
1/27/2026,US_live_port,META,-184,672.97
1/27/2026,US_live_port,MFA,4350,10.01
1/27/2026,US_live_port,MGEE,1789,79.12
1/27/2026,US_live_port,MGM,4524,33.48
1/27/2026,US_live_port,MGNI,-2336,15.05
1/27/2026,US_live_port,MGPI,1861,24.9
1/27/2026,US_live_port,MGRC,-677,114.34
1/27/2026,US_live_port,MGY,-181,24.7
1/27/2026,US_live_port,MHK,-291,120.07
