ticker,shares_difference
LKFN,-2079
LKQ,1782
LLY,-136
LMAT,189
LMB,231
LMND,-53
LMT,147
LNC,-4
LNG,-169
LNN,-91
LNT,-465
LNTH,29
LOB,73
LOPE,-547
LOVE,-1912
LOW,-981
LPLA,196
LPX,-113
LQDA,694
LQDT,2192
LRCX,1128
LRN,-1460
LSCC,-1212
LSTR,520
LTC,3475
LTH,-777
LULU,921
LUMN,-10351
LUV,-683
LVS,5060
LW,7581
LXP,-369
LXRX,-94575
LXU,-2783
LYB,4025
LYFT,5840
LYTS,1944
LYV,-1672
LZ,255
LZB,161
M,305
MA,-181
MAA,806
MAC,15518
MAGN,2908
MAN,2584
MANH,-378
MANU,8740
MAR,-105
MARA,-72
MAS,6592
MASI,-50
MAT,2332
MATV,-5578
MATW,-96
MATX,-726
MBIN,536
MBUU,-144
MBWM,1955
MC,331
MCB,235
MCD,-1655
MCHB,-5068
MCHP,1869
MCK,327
MCO,64
MCRI,-27
MCS,14505
MCW,1454
MCY,190
MD,58
MDB,-27
MDGL,-280
MDLZ,5259
MDT,4452
MDU,94
MEDP,124
MELI,36
MET,-1235
META,176
MFA,2321
MGEE,464
MGM,1533
MGNI,-2042
MGPI,2481
MGRC,699
MGY,70
MHK,-23
MHO,661
MIDD,1450
MIR,-121
MIRM,981
MITK,-217
MKC,-2423
MKL,-23
MKSI,-2
MKTX,1451
MLAB,2
MLI,-180
MLKN,-2388
MLM,-133
MLR,-133
MMI,-751
MMM,-91
MMS,-370
MMSI,-68
MMYT,481
MNKD,4318
MNRO,663
MNST,-1850
MO,1381
MOD,-362
MOG/A,-614
MOH,69
MORN,68
MOS,-10888
MOV,-7506
MP,-343
MPC,22
MPW,-32425
MPWR,87
MQ,852
MRCY,-722
MRK,1333
MRNA,85
MRSH,-1328
MRTN,66
MRVL,810
MS,970
MSA,-406
MSBI,-280
MSCI,342
MSEX,-4530
MSFT,400
MSGE,1761
MSGS,-229
MSI,388
MSM,-194
MSTR,-429
MTB,-608
MTCH,3904
MTD,59
MTDR,1642
MTG,467
MTH,-5161
MTN,-33
MTRN,159
MTSI,138
MTUS,1572
MTW,-6440
MTX,3374
MTZ,-606
MU,-65
MUR,-6183
MUSA,155
MUX,-3559
MWA,-1539
MXL,9698
MYE,5013
MYGN,-5213
MYRG,-17
MZTI,-540
NABL,-2324
NAGE,21
NAT,707
NAVI,15477
NBHC,160
NBIS,-1275
NBIX,1621
NBN,-288
NBR,-1124
NBTB,650
NCLH,4222
NCNO,6680
NDAQ,-1014
NDSN,-117
NE,-1690
NEE,-302
NEM,719
NEO,333
NEOG,519
NET,-160
NEU,-402
NEXA,-46
NEXT,50
NFE,53310
NFG,371
NFLX,-1264
NGVC,-1868
NGVT,922
NHC,594
NHI,-408
NI,766
NIC,180
NINE,49634
NJR,-148
NKE,443
NKTR,278
NLY,-23617
NMIH,5725
NMRK,-275
NN,9139
NNI,-3165
NNN,7374
NOC,-100
NOG,-3721
NOMD,207
NOV,-3698
NOVT,-1251
NOW,-646
NPK,804
NPKI,3487
NPO,-75
NRG,546
NRIM,-5740
NSA,-954
NSIT,420
NSP,-2
NSSC,2491
NTAP,231
NTB,257
NTCT,3664
NTGR,7
NTLA,1745
NTNX,55
NTRA,-28
NTRS,623
NU,1044
NUE,-77
NUS,6916
NUVL,-4
NVAX,950
NVCR,-2758
NVDA,-329
NVR,34
NVRI,6059
NVST,-8787
NVT,833
NWBI,-22642
NWL,524
NWN,-15
NWPX,862
NWSA,374
NX,16
NXPI,754
NXRT,-1857
NXST,-152
NYT,2848
O,4964
OBK,998
OC,731
OCFC,-85
OCUL,1865
ODC,433
ODFL,219
OEC,-13992
OFG,832
OFIX,4308
OGE,439
OGN,-4637
OGS,-17
OHI,1098
OI,5196
OII,3207
OIS,-95
OKE,-2225
OKTA,-387
OLED,1243
OLLI,840
OLN,5161
OMC,635
OMCL,-1191
OMER,19
OMF,-3747
ON,126
ONB,157
ONTO,-272
OPCH,-877
OPLN,-9
OPY,1517
ORA,669
ORC,1479
ORCL,1470
ORI,745
ORLY,-1142
ORN,510
ORRF,-35
OSBC,301
OSCR,-915
OSG,1064
OSIS,-132
OSK,-719
OSPN,2110
OSW,-6823
OTIS,-3001
OTTR,39
OUT,17345
OVV,-1236
OWL,4327
OXM,-877
OXY,3095
OZK,-382
PAG,115
PAGS,-4191
PAHC,1429
PANW,371
PAR,-405
PARR,-6
PATH,8126
PATK,55
PAX,1203
PAY,-321
PAYC,892
PAYO,-15949
PAYX,-813
PB,-104
PBF,-398
PBH,-1364
PBI,15957
PCAR,773
PCG,-16984
PCOR,-2006
PCRX,2740
PCT,-1428
PCTY,456
PCVX,876
PD,-52
PDFS,-548
PDM,-10728
PEB,-351
PEBO,-667
PECO,4285
PEG,5759
PEGA,-453
PENG,11
PENN,1075
PEP,-374
PFBC,-2360
PFE,-826
PFG,2389
PFGC,-3951
PFS,73
PFSI,-4829
PG,1230
PGC,328
PGEN,3887
PGNY,-244
PGR,2174
PH,427
PHM,2471
PHR,-5767
PI,509
PII,-675
PINS,2603
PIPR,134
PJT,-238
PK,-9726
PKE,-1103
PKG,79
PLAB,-44
PLAY,-9313
PLD,-467
PLMR,1558
PLNT,-455
PLOW,1045
PLPC,74
PLSE,20
PLTR,252
PLUS,-9
PLXS,806
PM,-213
PMT,-7839
PNC,-146
PNFP,-48
PNR,2337
PNW,1363
PODD,581
POOL,-593
POR,-629
POST,-534
POWI,19
POWL,1
PPC,-5028
PPG,546
PPL,-1858
PR,19596
PRAA,11474
PRCT,4115
PRDO,6617
PRG,-186
PRGO,259
PRGS,-8467
PRI,-309
PRIM,432
PRK,29
PRKS,2939
PRLB,103
PRM,-420
PRMB,883
PRSU,382
PRTA,-1422
PRU,1454
PRVA,-1073
PSA,170
PSKY,-4815
PSMT,1070
PSN,-466
PSTG,2444
PSX,-172
PTC,-428
PTCT,222
PTEN,-411
PTGX,982
PTN,110
PTON,-7763
PUMP,8251
PVH,-35
PVLA,674
PWP,37
PWR,-375
PYPL,-3183
PZZA,8
QBTS,1
QCOM,-1618
QCRH,1018
QDEL,-474
QGEN,-411
QLYS,-610
QNST,-2089
QS,-1537
QTWO,-1400
QURE,-2
R,163
RAMP,201
RARE,-3772
RBC,-207
RBCAA,-1993
RBLX,551
RCL,96
RCUS,-16
RDN,-468
RDNT,-61
RDWR,732
REG,-6723
REGN,-210
RELY,18340
REPL,1795
RES,58
REX,15
REXR,3169
REYN,1129
REZI,-727
RF,-1999
RGA,-983
RGEN,-110
RGLD,-123
RGNX,4398
RGP,735
RGR,4198
RGTI,1395
RH,66
RHI,-513
RHP,2186
RIG,-10684
RIGL,-28
RILY,4229
RIOT,-7202
RITM,27493
RIVN,-50
RJF,1798
RKLB,79
RKT,10450
RL,549
RLI,1014
RLJ,135
RMBS,106
RMD,-472
RNG,-313
RNR,-49
RNST,419
ROAD,1165
ROCK,-974
ROG,384
ROIV,12039
ROK,-104
ROKU,-114
ROL,-838
ROOT,129
ROP,-23
ROST,252
RPD,-892
RPM,1050
RPRX,15490
RRC,-357
RRR,-955
RRX,119
RS,-259
RSG,129
RSI,1247
RTX,550
RUM,-16584
RUN,2586
RUSHA,-375
RUSHB,-414
RVLV,1779
RVMD,-765
RVTY,-909
RWT,21712
RXO,39
RXRX,4199
RYAM,1367
RYAN,1089
RYI,2658
RYN,-2253
RYTM,-454
S,8836
SABR,1465
SAFE,2053
SAFT,-1457
SAH,161
SAIA,-466
SAIC,-46
SAM,779
SANM,-1326
SB,16698
SBAC,345
SBCF,-2926
SBGI,7334
SBH,-3120
SBLK,763
SBRA,676
SBSI,4766
SBUX,928
SCCO,222
SCHL,231
SCHW,869
SCI,804
SCL,336
SCSC,553
SCVL,15
SD,-2361
SDGR,60
SDRL,-2450
SEB,3
SEDG,198
SEI,24
SEIC,2824
SENEA,264
SF,-1190
SFBS,1966
SFIX,-5896
SFL,2570
SFM,-402
SFNC,-7493
SG,1037
SGHC,1372
SGI,13
SGRY,-11575
SHAK,75
SHBI,-487
SHC,-7998
SHEN,3169
SHO,2304
SHOO,434
SHW,-582
SIBN,2378
SIG,-92
SIGA,99
SIGI,-768
SIRI,2470
SITC,-142
SITE,1
SITM,-289
SJM,-87
SKT,-327
SKWD,-3715
SKY,-192
SKYW,1496
SLAB,507
SLB,-820
SLDB,7719
SLG,3421
SLGN,-9
SLM,-2154
SLNO,461
SLP,-1794
SLVM,1773
SM,-1130
SMBC,363
SMBK,-1123
SMCI,-2193
SMG,1050
SMMT,821
SMP,1349
SMPL,-1812
SMR,-2971
SMTC,-78
SNA,-150
SNAP,-12529
SNDR,-1457
SNDX,-3780
SNEX,852
SNOW,-26
SNPS,-69
SNX,594
SO,-50
SOC,1280
SOFI,913
SON,-3909
SONO,23
SOUN,-5724
SPB,-114
SPG,-242
SPGI,63
SPNT,403
SPOT,49
SPSC,-1546
SPXC,276
SR,251
SRCE,-4296
SRE,-2299
SRI,-190
SRPT,-2959
SRRK,-13
SSB,1752
SSD,-3
SSNC,205
SSTI,848
ST,2551
STAG,-513
STBA,-519
STC,-90
STE,-32
STEP,-1951
STGW,-2423
STLD,94
STNE,5886
STRA,-141
STRL,-169
STRT,299
STT,1769
STWD,2612
STX,-123
STZ,297
SUI,-1668
SUPN,33
SVRA,9171
SWBI,3003
SWK,735
SWKS,45
SWX,-233
SXC,-957
SXI,-169
SXT,130
SYBT,3252
SYF,6357
SYK,314
SYNA,-214
SYRE,5797
SYY,2067
T,8439
TALO,339
TAP,5652
TARS,645
TBBK,2430
TBPH,-98
TCBI,-3067
TCBK,-1026
TCMD,-541
TDAY,4720
TDC,100
TDG,34
TDOC,8076
TDS,3897
TDW,-1099
TDY,-112
TEAM,868
TECH,-1177
TECX,6916
TEL,81
TEN,-19
TENB,-2842
TER,1106
TEX,369
TFC,1118
TFIN,-1482
TFSL,828
TFX,78
TGLS,-426
TGT,-1371
TGTX,-3368
THC,-229
THFF,-383
THG,123
THO,431
THR,633
THRM,-976
TILE,836
TJX,173
TK,1969
TKO,-608
TKR,-609
TLN,-249
TLRY,-2237
TMDX,2
TMHC,-103
TMO,85
TMP,-2724
TMUS,1167
TNC,-617
TNDM,575
TNET,-3395
TNK,-11
TNL,164
TOL,781
TOST,-199
TOWN,-9798
TPB,-487
TPC,132
TPG,-5070
TPH,-1385
TPL,463
TPR,1227
TR,441
TREE,-167
TREX,1086
TRGP,263
TRIP,43
TRMB,-850
TRMK,497
TRN,368
TRNO,99
TROW,773
TROX,-7203
TRS,702
TRST,-755
TRTX,15895
TRU,332
TRUP,-3384
TRV,829
TSCO,-1518
TSLA,162
TSN,-516
TT,264
TTC,1278
TTD,-11
TTEK,3750
TTI,-34
TTMI,-394
TTWO,-145
TVTX,269
TW,236
TWI,-922
TWLO,1751
TWST,-1272
TXN,-778
TXRH,-507
TXT,-838
TYL,122
U,670
UAA,-8095
UAL,217
UBER,836
UBSI,-159
UCB,7620
UCTT,2318
UDR,735
UE,-544
UEC,-4755
UFCS,8704
UFPI,-818
UFPT,92
UGI,-1423
UHAL,-3123
UHS,323
UHT,-1530
UI,103
ULTA,43
UMBF,733
UMH,10064
UNFI,788
UNH,-269
UNIT,29089
UNM,-1549
UNP,-701
UPBD,-803
UPS,4447
UPST,10
UPWK,4683
URBN,387
URGN,-538
URI,-83
USB,302
USFD,2256
USLM,-1114
USNA,-5785
USPH,-84
UTHR,229
UTI,-918
UTL,311
UTZ,7619
UVE,16
UVSP,-174
UVV,5939
UWMC,46439
V,-1930
VAC,1482
VAL,5931
VC,144
VCEL,79
VCTR,-81
VCYT,72
VEEV,-481
VERX,16890
VFC,-793
VHC,1759
VIAV,-6344
VICI,-1062
VICR,-200
VIRT,5005
VISN,-1415
VITL,53
VKTX,918
VLO,-166
VLY,3969
VMC,-1165
VMI,-289
VNO,1054
VNT,1765
VOYA,380
VPG,-497
VRDN,-2826
VRE,5745
VREX,3281
VRNS,195
VRRM,-3783
VRSK,627
VRSN,723
VRT,518
VRTS,-60
VRTX,-225
VSAT,-1887
VSCO,-15
VSEC,772
VSH,-71
VST,-581
VSTM,5459
VTOL,-226
VTR,-684
VTRS,-1685
VVV,957
VVX,-1411
VYX,2630
VZ,-6136
W,1067
WAB,-565
WABC,-1521
WAFD,-768
WAL,768
WASH,379
WAT,36
WBS,-1755
WCC,-995
WD,-942
WDAY,1186
WDC,606
WDFC,74
WEC,229
WELL,252
WEN,8196
WERN,4115
WEX,-166
WFC,611
WFRD,474
