Date,Port,ticker,shares,price
1/28/2026,US_live_port,BDC,-782,118.67
1/28/2026,US_live_port,BDX,-1217,201.92
1/28/2026,US_live_port,BE,-569,165.39
1/28/2026,US_live_port,BEAM,-5426,29.02
1/28/2026,US_live_port,BELFB,-302,207.78
1/28/2026,US_live_port,BEN,-3230,25.66
1/28/2026,US_live_port,BEPC,2029,40.63
1/28/2026,US_live_port,BF/B,9675,26.31
1/28/2026,US_live_port,BFAM,1212,91.91
1/28/2026,US_live_port,BFH,900,68.2
1/28/2026,US_live_port,BFS,3917,30.83
1/28/2026,US_live_port,BFST,486,26.96
1/28/2026,US_live_port,BG,-3709,115.3
1/28/2026,US_live_port,BGC,-4964,8.99
1/28/2026,US_live_port,BGS,-2544,4.28
1/28/2026,US_live_port,BH,45,382.08
1/28/2026,US_live_port,BH/A,-164,1987.05
1/28/2026,US_live_port,BHB,2797,32.89
1/28/2026,US_live_port,BHE,146,49.78
1/28/2026,US_live_port,BHVN,-52,12.18
1/28/2026,US_live_port,BIIB,-2184,174.83
1/28/2026,US_live_port,BILL,1331,46.55
1/28/2026,US_live_port,BIO,-132,299.79
1/28/2026,US_live_port,BJ,3563,91.58
1/28/2026,US_live_port,BJRI,481,41.34
1/28/2026,US_live_port,BKD,8532,13.11
1/28/2026,US_live_port,BKE,1892,47.91
1/28/2026,US_live_port,BKH,61,72.16
1/28/2026,US_live_port,BKNG,92,203.409
1/28/2026,US_live_port,BKR,4650,56.63
1/28/2026,US_live_port,BKU,1955,46.94
1/28/2026,US_live_port,BL,1626,51.82
1/28/2026,US_live_port,BLBD,1599,49.76
1/28/2026,US_live_port,BLD,-16,482.24
1/28/2026,US_live_port,BLDR,605,117.09
1/28/2026,US_live_port,BLFS,-235,22.94
1/28/2026,US_live_port,BLK,52,1121.67
1/28/2026,US_live_port,BLKB,5140,54.87
1/28/2026,US_live_port,BLMN,14979,6.18
1/28/2026,US_live_port,BLX,43,47.61
1/28/2026,US_live_port,BMI,-69,146.32
1/28/2026,US_live_port,BMRN,9070,56.68
1/28/2026,US_live_port,BMY,2410,54.62
1/28/2026,US_live_port,BNL,1812,17.95
1/28/2026,US_live_port,BOH,3556,74.14
1/28/2026,US_live_port,BOKF,-26,128.77
1/28/2026,US_live_port,BOOT,378,172.29
1/28/2026,US_live_port,BOX,-2830,26.47
1/28/2026,US_live_port,BPOP,-660,131.54
1/28/2026,US_live_port,BPRN,-464,36.27
1/28/2026,US_live_port,BR,536,204.89
1/28/2026,US_live_port,BRBR,-56,24.78
1/28/2026,US_live_port,BRC,-1481,85.16
1/28/2026,US_live_port,BRK/B,-632,473.49
1/28/2026,US_live_port,BRKR,2961,46.55
1/28/2026,US_live_port,BRO,-7474,72.1
1/28/2026,US_live_port,BROS,-2114,57.44
1/28/2026,US_live_port,BRSL,3694,13.94
1/28/2026,US_live_port,BRSP,2664,6
1/28/2026,US_live_port,BRX,1948,26.02
1/28/2026,US_live_port,BRZE,-4036,23.77
1/28/2026,US_live_port,BSX,-376,93.79
1/28/2026,US_live_port,BSY,-7347,37.35
1/28/2026,US_live_port,BTU,256,35.18
1/28/2026,US_live_port,BURL,-989,288.66
1/28/2026,US_live_port,BUSE,-591,24.39
1/28/2026,US_live_port,BV,4891,13.12
1/28/2026,US_live_port,BW,334,10.48
1/28/2026,US_live_port,BWA,3692,48.28
1/28/2026,US_live_port,BWIN,-75,22.82
1/28/2026,US_live_port,BWXT,-409,216.3
1/28/2026,US_live_port,BX,-3908,146.79
1/28/2026,US_live_port,BXC,319,68.65
1/28/2026,US_live_port,BXMT,3500,19.27
1/28/2026,US_live_port,BXP,-4458,64.15
1/28/2026,US_live_port,BY,-8236,30.99
1/28/2026,US_live_port,BYD,2736,83.5
1/28/2026,US_live_port,BZH,-683,23.58
1/28/2026,US_live_port,C,3217,114.2
1/28/2026,US_live_port,CAAP,3245,29.12
1/28/2026,US_live_port,CABO,1496,72.84
1/28/2026,US_live_port,CAC,882,45.67
1/28/2026,US_live_port,CACC,-5,433.43
1/28/2026,US_live_port,CACI,52,638.24
1/28/2026,US_live_port,CAG,1708,17.68
1/28/2026,US_live_port,CAH,3488,210.39
1/28/2026,US_live_port,CAKE,-444,57.88
1/28/2026,US_live_port,CAL,7608,12.3
1/28/2026,US_live_port,CALM,-3618,81.4
1/28/2026,US_live_port,CALX,2295,52.96
1/28/2026,US_live_port,CALY,13499,14.79
1/28/2026,US_live_port,CAMT,-1040,150.17
1/28/2026,US_live_port,CAR,-6,115.1
1/28/2026,US_live_port,CARG,244,33.42
1/28/2026,US_live_port,CARR,-6255,57.91
1/28/2026,US_live_port,CARS,26511,11.66
1/28/2026,US_live_port,CASH,-1407,85.71
1/28/2026,US_live_port,CASS,5842,43.06
1/28/2026,US_live_port,CASY,-412,615.29
1/28/2026,US_live_port,CAT,-748,643.28
1/28/2026,US_live_port,CATY,5150,49.98
1/28/2026,US_live_port,CB,1277,303.65
1/28/2026,US_live_port,CBOE,-741,264.6
1/28/2026,US_live_port,CBRE,1001,169.5
1/28/2026,US_live_port,CBRL,-1622,29.43
1/28/2026,US_live_port,CBSH,-3439,52.66
1/28/2026,US_live_port,CBT,880,71.49
1/28/2026,US_live_port,CBU,-2172,61.08
1/28/2026,US_live_port,CBZ,8245,38.55
1/28/2026,US_live_port,CC,-3750,15.11
1/28/2026,US_live_port,CCBG,1039,40.17
1/28/2026,US_live_port,CCC,-15450,7.91
1/28/2026,US_live_port,CCEP,4095,91.03
1/28/2026,US_live_port,CCI,5423,84.89
1/28/2026,US_live_port,CCK,-2283,104.23
1/28/2026,US_live_port,CCL,1791,28.72
1/28/2026,US_live_port,CCNE,-4337,26.85
1/28/2026,US_live_port,CCOI,5573,23.39
1/28/2026,US_live_port,CCRN,13478,9.07
1/28/2026,US_live_port,CCS,47,63.99
1/28/2026,US_live_port,CDE,7513,25.62
1/28/2026,US_live_port,CDNA,2018,20.46
1/28/2026,US_live_port,CDNS,94,320.49
1/28/2026,US_live_port,CDP,-7598,29.55
1/28/2026,US_live_port,CDRE,-148,40.34
1/28/2026,US_live_port,CDW,-1814,124.72
1/28/2026,US_live_port,CDZI,8608,6.09
1/28/2026,US_live_port,CE,-24,46.17
1/28/2026,US_live_port,CECO,-2246,69.58
1/28/2026,US_live_port,CEG,45,287.95
1/28/2026,US_live_port,CELC,-320,114.53
1/28/2026,US_live_port,CELH,-2857,53.91
1/28/2026,US_live_port,CENTA,112,29.08
1/28/2026,US_live_port,CENX,26,49
1/28/2026,US_live_port,CERT,-3920,9.4
1/28/2026,US_live_port,CEVA,11220,22.51
1/28/2026,US_live_port,CF,-1294,93.17
1/28/2026,US_live_port,CFFN,-60304,7.1
1/28/2026,US_live_port,CFG,5436,62.92
1/28/2026,US_live_port,CFR,-1044,135.19
1/28/2026,US_live_port,CG,9888,60.54
1/28/2026,US_live_port,CGNX,660,39.05
1/28/2026,US_live_port,CHCO,324,120.4
1/28/2026,US_live_port,CHCT,213,16.66
1/28/2026,US_live_port,CHD,-5212,91.48
1/28/2026,US_live_port,CHDN,1694,98.9
1/28/2026,US_live_port,CHE,-139,432.56
1/28/2026,US_live_port,CHEF,3194,63.58
1/28/2026,US_live_port,CHH,-203,99.96
1/28/2026,US_live_port,CHKP,2558,180.24
1/28/2026,US_live_port,CHRD,-392,98.16
1/28/2026,US_live_port,CHRW,-482,184.28
1/28/2026,US_live_port,CHTR,-834,182.81
1/28/2026,US_live_port,CHWY,7591,31.02
1/28/2026,US_live_port,CI,-648,272.38
1/28/2026,US_live_port,CIEN,100,257.3
1/28/2026,US_live_port,CIM,-21975,12.89
1/28/2026,US_live_port,CINF,-1653,158.4
1/28/2026,US_live_port,CL,-7692,85
1/28/2026,US_live_port,CLB,-7993,18.82
1/28/2026,US_live_port,CLBK,24792,7.2864
1/28/2026,US_live_port,CLF,8827,14.05
1/28/2026,US_live_port,CLFD,3895,29.93
1/28/2026,US_live_port,CLH,-1967,258.65
1/28/2026,US_live_port,CLSK,-3398,13.45
1/28/2026,US_live_port,CLX,-2783,108.8
1/28/2026,US_live_port,CMC,2705,75.05
1/28/2026,US_live_port,CMCO,-164,20.75
1/28/2026,US_live_port,CMCSA,44,28.41
1/28/2026,US_live_port,CME,-1464,286.05
1/28/2026,US_live_port,CMG,-324,39.16
1/28/2026,US_live_port,CMI,875,577.86
1/28/2026,US_live_port,CMP,-722,25.9
1/28/2026,US_live_port,CMPR,229,77.91
1/28/2026,US_live_port,CMRE,142,16.53
1/28/2026,US_live_port,CMS,968,71.8
1/28/2026,US_live_port,CNA,9816,47.23
1/28/2026,US_live_port,CNC,6258,41.9
1/28/2026,US_live_port,CNH,-27130,10.76
1/28/2026,US_live_port,CNK,-7768,23.52
1/28/2026,US_live_port,CNM,-3664,55.2
1/28/2026,US_live_port,CNMD,407,38.69
1/28/2026,US_live_port,CNNE,-183,14.32
1/28/2026,US_live_port,CNO,117,41.01
1/28/2026,US_live_port,CNOB,552,27.85
1/28/2026,US_live_port,CNP,2282,39.79
1/28/2026,US_live_port,CNR,-1844,93.91
1/28/2026,US_live_port,CNS,3678,63.95
1/28/2026,US_live_port,CNX,13229,36.73
1/28/2026,US_live_port,CNXC,303,36.32
1/28/2026,US_live_port,CNXN,-785,57.88
1/28/2026,US_live_port,COCO,-1787,54.17
1/28/2026,US_live_port,COF,-1614,218.41
1/28/2026,US_live_port,COHR,3,221.14
1/28/2026,US_live_port,COHU,-1116,28.99
1/28/2026,US_live_port,COIN,-1262,209.43
1/28/2026,US_live_port,COKE,1521,149.5
1/28/2026,US_live_port,COLB,-511,28.96
1/28/2026,US_live_port,COLD,-3242,12.29
1/28/2026,US_live_port,COLL,-3717,44.82
1/28/2026,US_live_port,COLM,-4116,53.88
1/28/2026,US_live_port,COO,-173,80.48
1/28/2026,US_live_port,COP,5362,101.39
1/28/2026,US_live_port,COR,-553,350.54
1/28/2026,US_live_port,CORT,2533,45.85
1/28/2026,US_live_port,COST,-279,960.78
1/28/2026,US_live_port,COUR,1712,6.18
1/28/2026,US_live_port,CPAY,-1041,317.64
1/28/2026,US_live_port,CPB,-1286,26.98
1/28/2026,US_live_port,CPF,-10357,31.86
1/28/2026,US_live_port,CPK,-618,125.85
1/28/2026,US_live_port,CPNG,690,20.33
1/28/2026,US_live_port,CPRI,2373,23.04
1/28/2026,US_live_port,CPRT,-235,40.62
1/28/2026,US_live_port,CPRX,-7298,24.2
1/28/2026,US_live_port,CPS,1191,31.37
1/28/2026,US_live_port,CPT,2037,107.22
1/28/2026,US_live_port,CR,-1807,182.27
1/28/2026,US_live_port,CRAI,39,186.74
1/28/2026,US_live_port,CRBG,4059,30.38
1/28/2026,US_live_port,CRC,-962,50.88
1/28/2026,US_live_port,CRDO,11,129.66
1/28/2026,US_live_port,CRGY,7853,9.25
1/28/2026,US_live_port,CRH,3760,122.46
1/28/2026,US_live_port,CRI,-1878,33.03
1/28/2026,US_live_port,CRK,-397,22.41
1/28/2026,US_live_port,CRL,-1463,216.88
1/28/2026,US_live_port,CRM,2312,227.96
1/28/2026,US_live_port,CRNX,-573,51.32
1/28/2026,US_live_port,CROX,110,82.87
1/28/2026,US_live_port,CRS,977,331.61
1/28/2026,US_live_port,CRSP,-2302,53.69
1/28/2026,US_live_port,CRUS,-3170,130.66
1/28/2026,US_live_port,CRVL,-42,67.09
1/28/2026,US_live_port,CRWD,-796,117.2975
1/28/2026,US_live_port,CSCO,4009,78.96
1/28/2026,US_live_port,CSGP,730,65.2
1/28/2026,US_live_port,CSIQ,4558,21.74
1/28/2026,US_live_port,CSL,-16,341.01
1/28/2026,US_live_port,CSR,75,63.97
1/28/2026,US_live_port,CSTM,-12214,23.07
1/28/2026,US_live_port,CSV,-1149,41.7
1/28/2026,US_live_port,CSW,-895,299.96
1/28/2026,US_live_port,CSX,-9401,37.38
1/28/2026,US_live_port,CTAS,1914,189.16
1/28/2026,US_live_port,CTBI,-570,60.14
1/28/2026,US_live_port,CTMX,-11221,5.9
1/28/2026,US_live_port,CTO,854,17.39
1/28/2026,US_live_port,CTRA,3799,27.79
1/28/2026,US_live_port,CTRE,-1816,36.52
1/28/2026,US_live_port,CTS,-697,50.44
1/28/2026,US_live_port,CTSH,-526,83.3
1/28/2026,US_live_port,CTVA,4228,73.05
1/28/2026,US_live_port,CUBE,-7473,37.07
1/28/2026,US_live_port,CUBI,2194,76.51
1/28/2026,US_live_port,CUZ,-13841,24.82
1/28/2026,US_live_port,CVBF,3662,19.36
1/28/2026,US_live_port,CVCO,57,616.11
1/28/2026,US_live_port,CVI,2702,21.99
1/28/2026,US_live_port,CVLG,-9328,25.4
1/28/2026,US_live_port,CVLT,1279,89.85
1/28/2026,US_live_port,CVNA,-331,82.008
1/28/2026,US_live_port,CVS,100,74.03
1/28/2026,US_live_port,CVX,82,169.93
1/28/2026,US_live_port,CW,832,664.46
1/28/2026,US_live_port,CWEN,6509,36.95
1/28/2026,US_live_port,CWH,1635,13.86
1/28/2026,US_live_port,CWK,-10115,16.53
1/28/2026,US_live_port,CWST,4085,104.39
1/28/2026,US_live_port,CWT,1626,43.62
1/28/2026,US_live_port,CXM,922,6.57
1/28/2026,US_live_port,CXT,-32,50.14
1/28/2026,US_live_port,CXW,5585,18.47
1/28/2026,US_live_port,CYD,-1794,46
1/28/2026,US_live_port,CYRX,-811,9.78
1/28/2026,US_live_port,CYTK,-661,65.14
1/28/2026,US_live_port,CZR,-2869,21.28
1/28/2026,US_live_port,D,2743,60.71
1/28/2026,US_live_port,DAKT,-7012,21.93
1/28/2026,US_live_port,DAL,-866,65.83
1/28/2026,US_live_port,DAN,839,29.15
1/28/2026,US_live_port,DAR,1660,44.02
1/28/2026,US_live_port,DASH,-669,206.66
1/28/2026,US_live_port,DAVE,3,174.89
1/28/2026,US_live_port,DBI,1135,6.51
1/28/2026,US_live_port,DBX,5292,26.23
1/28/2026,US_live_port,DCI,-1457,101.75
1/28/2026,US_live_port,DCO,1245,111.12
1/28/2026,US_live_port,DCOM,-238,33.22
1/28/2026,US_live_port,DD,8287,133.8901
1/28/2026,US_live_port,DDOG,316,140.56
1/28/2026,US_live_port,DDS,-204,603.73
1/28/2026,US_live_port,DE,-387,525.01
1/28/2026,US_live_port,DEA,-2862,22.54
1/28/2026,US_live_port,DECK,-806,97.62
1/28/2026,US_live_port,DEI,16055,10.35
1/28/2026,US_live_port,DELL,4744,117.32
1/28/2026,US_live_port,DFH,-1448,18.43
1/28/2026,US_live_port,DFIN,-193,51.96
1/28/2026,US_live_port,DG,1409,145.04
1/28/2026,US_live_port,DGICA,-12480,18.16
1/28/2026,US_live_port,DGII,-5371,44.9
1/28/2026,US_live_port,DGX,-2998,182.74
1/28/2026,US_live_port,DHC,-16318,5.56
1/28/2026,US_live_port,DHI,-1307,150.17
1/28/2026,US_live_port,DHR,-2135,224.54
1/28/2026,US_live_port,DHT,1307,13.82
1/28/2026,US_live_port,DIN,-2264,34.05
1/28/2026,US_live_port,DINO,1676,50.77
1/28/2026,US_live_port,DIOD,750,59.98
1/28/2026,US_live_port,DIS,-1989,109.56
1/28/2026,US_live_port,DK,196,28.67
1/28/2026,US_live_port,DKNG,4111,30.12
1/28/2026,US_live_port,DKS,-21,205.68
1/28/2026,US_live_port,DLB,1402,61.19
1/28/2026,US_live_port,DLR,-1833,163.21
1/28/2026,US_live_port,DLTR,-1148,119.1
1/28/2026,US_live_port,DLX,179,23.9
1/28/2026,US_live_port,DNLI,-1564,20.84
1/28/2026,US_live_port,DNOW,-5417,14.88
1/28/2026,US_live_port,DOC,-18235,17.15
1/28/2026,US_live_port,DOCN,-348,60.24
1/28/2026,US_live_port,DOCS,-1205,38.73
1/28/2026,US_live_port,DOCU,6868,56.215
1/28/2026,US_live_port,DOMO,-133,6.29
1/28/2026,US_live_port,DORM,623,122.46
1/28/2026,US_live_port,DOV,-3376,206
1/28/2026,US_live_port,DOW,1969,27.78
1/28/2026,US_live_port,DOX,2673,81.82
1/28/2026,US_live_port,DPZ,-587,405.37
1/28/2026,US_live_port,DRH,705,9.04
1/28/2026,US_live_port,DRI,-2282,196.5
1/28/2026,US_live_port,DRS,-2230,42.47
1/28/2026,US_live_port,DRVN,-4316,15.3
1/28/2026,US_live_port,DSGR,6558,28.02
1/28/2026,US_live_port,DT,10009,40.65
1/28/2026,US_live_port,DTE,-583,136.56
1/28/2026,US_live_port,DTM,-909,124.31
1/28/2026,US_live_port,DUK,26,120.24
1/28/2026,US_live_port,DUOL,-10,142.8
1/28/2026,US_live_port,DV,-10500,10.97
1/28/2026,US_live_port,DVA,-842,105.88
1/28/2026,US_live_port,DVN,1497,39.83
