ticker,sector,price_to_book,retrieved_at
MKL,Financial Services,1.3986541,2026-07-27T14:18:31-04:00
MKSI,Technology,7.396571,2026-07-27T14:18:31-04:00
MKTX,Financial Services,3.5289025,2026-07-27T14:18:31-04:00
MLAB,Technology,2.8874965,2026-07-27T14:18:31-04:00
MLI,Industrials,3.9781795,2026-07-27T14:18:32-04:00
MLKN,Consumer Cyclical,1.1362482,2026-07-27T14:18:32-04:00
MLM,Basic Materials,3.0328245,2026-07-27T14:18:32-04:00
MLR,Consumer Cyclical,1.3954663,2026-07-27T14:18:32-04:00
MMI,Real Estate,2.0683012,2026-07-27T14:18:32-04:00
MMM,Industrials,28.27046,2026-07-27T14:18:33-04:00
MMS,Industrials,1.922102,2026-07-27T14:18:33-04:00
MMSI,Healthcare,2.8055668,2026-07-27T14:18:33-04:00
MMYT,Consumer Cyclical,-74.52722,2026-07-27T14:18:33-04:00
MNKD,Healthcare,-21.305729,2026-07-27T14:18:33-04:00
MNRO,Consumer Cyclical,0.8537204,2026-07-27T14:18:33-04:00
MNST,Consumer Defensive,10.685791,2026-07-27T14:18:33-04:00
MO,Consumer Defensive,-38.0385,2026-07-27T14:18:34-04:00
MOD,Consumer Cyclical,10.032712,2026-07-27T14:18:34-04:00
MOG/A,Industrials,6.2343082,2026-07-27T14:18:34-04:00
MOH,Healthcare,2.5937397,2026-07-27T14:18:34-04:00
MORN,Financial Services,6.8717337,2026-07-27T14:18:34-04:00
MOS,Basic Materials,0.5980558,2026-07-27T14:18:35-04:00
MOV,Consumer Cyclical,1.6459259,2026-07-27T14:18:35-04:00
MP,Basic Materials,3.8213422,2026-07-27T14:18:35-04:00
MPC,Energy,5.4343534,2026-07-27T14:18:35-04:00
MPWR,Technology,17.552637,2026-07-27T14:18:35-04:00
MQ,Technology,2.5487525,2026-07-27T14:18:35-04:00
MRCY,Industrials,4.1675057,2026-07-27T14:18:35-04:00
MRK,Healthcare,7.072028,2026-07-27T14:18:36-04:00
MRNA,Healthcare,2.972669,2026-07-27T14:18:36-04:00
MRSH,Financial Services,5.8015676,2026-07-27T14:18:36-04:00
MRTN,Industrials,1.6343284,2026-07-27T14:18:36-04:00
MRVL,Technology,8.945395,2026-07-27T14:18:37-04:00
MS,Financial Services,3.1997037,2026-07-27T14:18:37-04:00
MSA,Industrials,4.995129,2026-07-27T14:18:37-04:00
MSBI,Financial Services,1.5245544,2026-07-27T14:18:37-04:00
MSCI,Financial Services,-15.425744,2026-07-27T14:18:37-04:00
MSEX,Utilities,2.0707426,2026-07-27T14:18:37-04:00
MSFT,Technology,7.0470805,2026-07-27T14:18:38-04:00
MSGE,Communication Services,75.06404,2026-07-27T14:18:38-04:00
MSGS,Communication Services,-32.159565,2026-07-27T14:18:38-04:00
MSI,Technology,27.871563,2026-07-27T14:18:38-04:00
MSM,Industrials,4.915214,2026-07-27T14:18:38-04:00
MSTR,Technology,0.9225019,2026-07-27T14:18:38-04:00
MTB,Financial Services,1.4045652,2026-07-27T14:18:39-04:00
MTCH,Communication Services,-41.588963,2026-07-27T14:18:39-04:00
MTD,Healthcare,-642.12256,2026-07-27T14:18:39-04:00
MTDR,Energy,1.0679418,2026-07-27T14:18:39-04:00
MTG,Financial Services,1.2733313,2026-07-27T14:18:39-04:00
MTH,Consumer Cyclical,0.95631564,2026-07-27T14:18:39-04:00
MTN,Consumer Cyclical,9.655128,2026-07-27T14:18:40-04:00
MTRN,Basic Materials,5.1139007,2026-07-27T14:18:40-04:00
MTSI,Technology,13.811548,2026-07-27T14:18:40-04:00
MTUS,Basic Materials,1.2613547,2026-07-27T14:18:40-04:00
MTW,Industrials,0.7499607,2026-07-27T14:18:40-04:00
MTX,Basic Materials,1.3000412,2026-07-27T14:18:40-04:00
MTZ,Industrials,7.756752,2026-07-27T14:18:41-04:00
MU,Technology,9.91896,2026-07-27T14:18:41-04:00
MUR,Energy,1.0608659,2026-07-27T14:18:41-04:00
MUSA,Consumer Cyclical,17.204447,2026-07-27T14:18:41-04:00
MUX,Basic Materials,1.5646845,2026-07-27T14:18:41-04:00
MWA,Industrials,3.6479182,2026-07-27T14:18:42-04:00
MXL,Technology,12.418687,2026-07-27T14:18:42-04:00
MYE,Consumer Cyclical,4.220493,2026-07-27T14:18:42-04:00
MYGN,Healthcare,1.5528821,2026-07-27T14:18:42-04:00
MYRG,Industrials,7.9740834,2026-07-27T14:18:42-04:00
MZTI,Consumer Defensive,2.832546,2026-07-27T14:18:42-04:00
NABL,Technology,1.0575336,2026-07-27T14:18:43-04:00
NAGE,Healthcare,3.1382976,2026-07-27T14:18:43-04:00
NAT,Energy,2.984208,2026-07-27T14:18:43-04:00
NAVI,Financial Services,0.3379553,2026-07-27T14:18:43-04:00
NBHC,Financial Services,1.1510792,2026-07-27T14:18:43-04:00
NBIS,Communication Services,6.566689,2026-07-27T14:18:43-04:00
NBIX,Healthcare,5.221576,2026-07-27T14:18:44-04:00
NBN,Financial Services,2.0193818,2026-07-27T14:18:44-04:00
NBR,Energy,2.0494447,2026-07-27T14:18:44-04:00
NBTB,Financial Services,1.4260488,2026-07-27T14:18:44-04:00
