ticker,sector,price_to_book,retrieved_at
FSK,Financial Services,0.5761776,2026-07-27T14:17:10-04:00
FSLR,Technology,2.2011445,2026-07-27T14:17:11-04:00
FSS,Industrials,4.9698076,2026-07-27T14:17:11-04:00
FTAI,Industrials,50.401714,2026-07-27T14:17:11-04:00
FTDR,Consumer Cyclical,22.138914,2026-07-27T14:17:11-04:00
FTI,Energy,8.93183,2026-07-27T14:17:11-04:00
FTK,Energy,7.405877,2026-07-27T14:17:11-04:00
FTNT,Technology,113.17878,2026-07-27T14:17:12-04:00
FTV,Technology,3.1504645,2026-07-27T14:17:12-04:00
FUL,Basic Materials,1.4506173,2026-07-27T14:17:12-04:00
FULT,Financial Services,1.230314,2026-07-27T14:17:12-04:00
FUN,Consumer Cyclical,6.345873,2026-07-27T14:17:12-04:00
FWONK,Communication Services,3.1006274,2026-07-27T14:17:12-04:00
FWRD,Industrials,5.8408117,2026-07-27T14:17:13-04:00
G,Technology,2.2344725,2026-07-27T14:17:13-04:00
GABC,Financial Services,1.5578227,2026-07-27T14:17:13-04:00
GAP,Consumer Cyclical,1.9348148,2026-07-27T14:17:13-04:00
GATX,Industrials,2.3155272,2026-07-27T14:17:13-04:00
GBCI,Financial Services,1.4948983,2026-07-27T14:17:13-04:00
GBTG,Consumer Cyclical,3.0626829,2026-07-27T14:17:13-04:00
GBX,Industrials,0.99295944,2026-07-27T14:17:14-04:00
GCMG,Financial Services,29.125875,2026-07-27T14:17:14-04:00
GCO,Consumer Cyclical,0.7441926,2026-07-27T14:17:14-04:00
GD,Industrials,4.051211,2026-07-27T14:17:14-04:00
GDDY,Technology,54.59754,2026-07-27T14:17:14-04:00
GE,Industrials,21.175814,2026-07-27T14:17:15-04:00
GEF,Consumer Cyclical,1.2506276,2026-07-27T14:17:15-04:00
GEHC,Healthcare,2.6296265,2026-07-27T14:17:15-04:00
GEN,Technology,6.153229,2026-07-27T14:17:15-04:00
GEO,Industrials,2.5967784,2026-07-27T14:17:15-04:00
GFF,Industrials,45.207516,2026-07-27T14:17:15-04:00
GFS,Technology,2.4295297,2026-07-27T14:17:16-04:00
GGG,Industrials,5.122296,2026-07-27T14:17:16-04:00
GH,Healthcare,-104.931015,2026-07-27T14:17:16-04:00
GHC,Industrials,1.0811499,2026-07-27T14:17:16-04:00
GHM,Industrials,8.023201,2026-07-27T14:17:16-04:00
GIC,Industrials,4.214209,2026-07-27T14:17:16-04:00
GIII,Consumer Cyclical,0.82664514,2026-07-27T14:17:17-04:00
GILD,Healthcare,6.9481854,2026-07-27T14:17:17-04:00
GIS,Consumer Defensive,3.5503185,2026-07-27T14:17:17-04:00
GKOS,Healthcare,13.077326,2026-07-27T14:17:17-04:00
GL,Financial Services,2.2216816,2026-07-27T14:17:17-04:00
GLNG,Energy,2.556876,2026-07-27T14:17:18-04:00
GLOB,Technology,0.67734337,2026-07-27T14:17:18-04:00
GLPI,Real Estate,2.7757409,2026-07-27T14:17:18-04:00
GLW,Technology,10.714121,2026-07-27T14:17:18-04:00
GM,Consumer Cyclical,1.209828,2026-07-27T14:17:19-04:00
GME,Consumer Cyclical,1.6424731,2026-07-27T14:17:19-04:00
GMED,Healthcare,2.244711,2026-07-27T14:17:19-04:00
GNL,Real Estate,1.2119979,2026-07-27T14:17:19-04:00
GNRC,Industrials,4.2462053,2026-07-27T14:17:19-04:00
GNTX,Consumer Cyclical,1.8953975,2026-07-27T14:17:19-04:00
GNW,Financial Services,0.43349063,2026-07-27T14:17:20-04:00
GO,Consumer Defensive,1.1570045,2026-07-27T14:17:20-04:00
GOGO,Communication Services,4.588101,2026-07-27T14:17:20-04:00
GOLF,Consumer Cyclical,7.3238482,2026-07-27T14:17:20-04:00
GOOD,Real Estate,3.8495705,2026-07-27T14:17:20-04:00
GOOG,Communication Services,6.404629,2026-07-27T14:17:20-04:00
GPC,Consumer Cyclical,3.8926623,2026-07-27T14:17:21-04:00
GPI,Consumer Cyclical,1.3963004,2026-07-27T14:17:21-04:00
GPK,Consumer Cyclical,1.018316,2026-07-27T14:17:21-04:00
GPN,Industrials,0.96363115,2026-07-27T14:17:21-04:00
GPOR,Energy,1.5462667,2026-07-27T14:17:21-04:00
GPRE,Basic Materials,1.4744447,2026-07-27T14:17:21-04:00
GPRO,Technology,-62.3,2026-07-27T14:17:22-04:00
GRBK,Consumer Cyclical,1.6725157,2026-07-27T14:17:22-04:00
GRC,Industrials,4.6560183,2026-07-27T14:17:22-04:00
GRMN,Technology,5.036516,2026-07-27T14:17:22-04:00
GRND,Technology,3102.0,2026-07-27T14:17:22-04:00
GRPN,Communication Services,-16.99876,2026-07-27T14:17:23-04:00
GS,Financial Services,2.8223555,2026-07-27T14:17:23-04:00
GSAT,Communication Services,29.654915,2026-07-27T14:17:23-04:00
GSBC,Financial Services,1.3484375,2026-07-27T14:17:31-04:00
GSHD,Financial Services,-12.099356,2026-07-27T14:17:31-04:00
GSIT,Technology,2.5022383,2026-07-27T14:17:31-04:00
GSM,Basic Materials,0.91687727,2026-07-27T14:17:31-04:00
GT,Consumer Cyclical,0.6768392,2026-07-27T14:17:31-04:00
GTES,Industrials,1.9686346,2026-07-27T14:17:32-04:00
GTLB,Technology,5.728488,2026-07-27T14:17:32-04:00
GTM,Technology,0.63391596,2026-07-27T14:17:32-04:00
GTN,Communication Services,0.18661548,2026-07-27T14:17:32-04:00
GTX,Consumer Cyclical,-7.2427883,2026-07-27T14:17:32-04:00
GTY,Real Estate,1.948138,2026-07-27T14:17:32-04:00
GVA,Industrials,5.2371464,2026-07-27T14:17:33-04:00
GWRE,Technology,9.5900755,2026-07-27T14:17:33-04:00
GWW,Industrials,16.695068,2026-07-27T14:17:33-04:00
GXO,Industrials,2.0637136,2026-07-27T14:17:33-04:00
H,Consumer Cyclical,5.5423017,2026-07-27T14:17:33-04:00
HAE,Healthcare,4.5550375,2026-07-27T14:17:33-04:00
HAFC,Financial Services,1.168257,2026-07-27T14:17:33-04:00
HAIN,Consumer Defensive,0.21557619,2026-07-27T14:17:34-04:00
HAL,Energy,2.4630709,2026-07-27T14:17:34-04:00
HALO,Healthcare,44.117645,2026-07-27T14:17:34-04:00
HAS,Consumer Cyclical,19.65058,2026-07-27T14:17:34-04:00
HASI,Financial Services,1.9757392,2026-07-27T14:17:34-04:00
HAYW,Industrials,1.9520594,2026-07-27T14:17:34-04:00
HBAN,Financial Services,1.1650227,2026-07-27T14:17:35-04:00
HBNC,Financial Services,1.4244002,2026-07-27T14:17:35-04:00
HCA,Healthcare,-13.743116,2026-07-27T14:17:35-04:00
HCC,Basic Materials,1.9318374,2026-07-27T14:17:35-04:00
HCI,Financial Services,2.1030872,2026-07-27T14:17:35-04:00
HCKT,Technology,3.899275,2026-07-27T14:17:35-04:00
HCSG,Healthcare,3.0018344,2026-07-27T14:17:36-04:00
HD,Consumer Cyclical,24.244036,2026-07-27T14:17:36-04:00
HE,Utilities,1.3943069,2026-07-27T14:17:36-04:00
HEI,Industrials,10.385909,2026-07-27T14:17:36-04:00
HELE,Consumer Defensive,0.7721187,2026-07-27T14:17:36-04:00
HFWA,Financial Services,1.1025509,2026-07-27T14:17:37-04:00
HGV,Consumer Cyclical,3.3862276,2026-07-27T14:17:37-04:00
HHH,Real Estate,1.0348115,2026-07-27T14:17:37-04:00
HIFS,Financial Services,1.2066673,2026-07-27T14:17:37-04:00
HIG,Financial Services,2.0803888,2026-07-27T14:17:37-04:00
HII,Industrials,2.189231,2026-07-27T14:17:37-04:00
HIMS,Healthcare,15.289555,2026-07-27T14:17:37-04:00
HIW,Real Estate,1.5854634,2026-07-27T14:17:38-04:00
HL,Basic Materials,3.9094703,2026-07-27T14:17:38-04:00
HLF,Consumer Defensive,-2.8266978,2026-07-27T14:17:38-04:00
HLI,Financial Services,4.2015724,2026-07-27T14:17:38-04:00
HLIO,Industrials,2.7437258,2026-07-27T14:17:38-04:00
HLIT,Technology,3.3827124,2026-07-27T14:17:38-04:00
HLMN,Industrials,1.3022767,2026-07-27T14:17:39-04:00
HLNE,Financial Services,4.126522,2026-07-27T14:17:39-04:00
HLT,Consumer Cyclical,-12.691594,2026-07-27T14:17:39-04:00
HLX,Energy,0.922422,2026-07-27T14:17:39-04:00
HMN,Financial Services,1.4232343,2026-07-27T14:17:39-04:00
HNI,Consumer Cyclical,1.7433838,2026-07-27T14:17:40-04:00
HNRG,Utilities,3.436497,2026-07-27T14:17:40-04:00
HOG,Consumer Cyclical,0.83850515,2026-07-27T14:17:40-04:00
HOMB,Financial Services,1.3696275,2026-07-27T14:17:40-04:00
HON,Industrials,5.6807475,2026-07-27T14:17:40-04:00
HOOD,Financial Services,9.117989,2026-07-27T14:17:41-04:00
HOPE,Financial Services,0.7677452,2026-07-27T14:17:41-04:00
HOV,Consumer Cyclical,1.1330312,2026-07-27T14:17:41-04:00
HP,Energy,1.3396419,2026-07-27T14:17:41-04:00
HPE,Technology,2.4653375,2026-07-27T14:17:41-04:00
HPP,Real Estate,0.3232398,2026-07-27T14:17:41-04:00
HPQ,Technology,-167.61147,2026-07-27T14:17:42-04:00
HQY,Healthcare,4.0791144,2026-07-27T14:17:42-04:00
HR,Real Estate,1.6893052,2026-07-27T14:17:42-04:00
HRB,Consumer Cyclical,-221.7448,2026-07-27T14:17:42-04:00
HRI,Industrials,2.7870164,2026-07-27T14:17:42-04:00
HRL,Consumer Defensive,1.8082383,2026-07-27T14:17:42-04:00
HRMY,Healthcare,2.2813373,2026-07-27T14:17:43-04:00
HRTG,Financial Services,1.6219968,2026-07-27T14:17:43-04:00
HSIC,Healthcare,2.9867218,2026-07-27T14:17:43-04:00
HST,Real Estate,2.4879613,2026-07-27T14:17:43-04:00
HSTM,Healthcare,2.3253684,2026-07-27T14:17:43-04:00
HSY,Consumer Defensive,7.7058873,2026-07-27T14:17:43-04:00
HTB,Financial Services,1.3892933,2026-07-27T14:17:44-04:00
HTH,Financial Services,1.0523872,2026-07-27T14:17:44-04:00
HTLD,Industrials,1.4096597,2026-07-27T14:17:44-04:00
HTO,Utilities,1.4481249,2026-07-27T14:17:44-04:00
HTZ,Industrials,-0.78156316,2026-07-27T14:17:44-04:00
HUBB,Industrials,6.7788386,2026-07-27T14:17:45-04:00
HUBG,Industrials,1.7065588,2026-07-27T14:17:45-04:00
HUBS,Technology,5.9296455,2026-07-27T14:17:45-04:00
HUM,Healthcare,2.4844594,2026-07-27T14:17:45-04:00
HUN,Basic Materials,0.76748997,2026-07-27T14:17:45-04:00
HURN,Industrials,4.545947,2026-07-27T14:17:45-04:00
HWC,Financial Services,1.396963,2026-07-27T14:17:46-04:00
HWKN,Basic Materials,6.4850807,2026-07-27T14:17:46-04:00
HWM,Industrials,20.761745,2026-07-27T14:17:46-04:00
HXL,Industrials,6.505687,2026-07-27T14:17:46-04:00
HY,Industrials,1.3765763,2026-07-27T14:17:46-04:00
HZO,Consumer Cyclical,0.8524137,2026-07-27T14:17:46-04:00
IART,Healthcare,1.4591265,2026-07-27T14:17:47-04:00
IBCP,Financial Services,1.5201,2026-07-27T14:17:47-04:00
IBKR,Financial Services,7.239292,2026-07-27T14:17:47-04:00
IBM,Technology,6.1893225,2026-07-27T14:17:47-04:00
IBOC,Financial Services,1.4507649,2026-07-27T14:17:47-04:00
IBP,Consumer Cyclical,9.151959,2026-07-27T14:17:47-04:00
IBRX,Healthcare,-8.405536,2026-07-27T14:17:48-04:00
ICE,Financial Services,2.8425913,2026-07-27T14:17:48-04:00
ICFI,Industrials,1.4249096,2026-07-27T14:17:48-04:00
ICHR,Technology,3.8817225,2026-07-27T14:17:48-04:00
ICLR,Healthcare,1.3919661,2026-07-27T14:17:48-04:00
ICUI,Healthcare,1.8996816,2026-07-27T14:17:48-04:00
IDA,Utilities,2.247098,2026-07-27T14:17:49-04:00
IDCC,Technology,6.0437512,2026-07-27T14:17:49-04:00
IDT,Communication Services,4.5941906,2026-07-27T14:17:49-04:00
IDXX,Healthcare,28.256443,2026-07-27T14:17:49-04:00
IDYA,Healthcare,3.4120736,2026-07-27T14:17:49-04:00
IESC,Industrials,11.10106,2026-07-27T14:17:50-04:00
IEX,Industrials,4.0532236,2026-07-27T14:17:50-04:00
IFF,Basic Materials,1.3855304,2026-07-27T14:17:50-04:00
IIIN,Industrials,1.677004,2026-07-27T14:17:50-04:00
IIIV,Technology,1.3513688,2026-07-27T14:17:50-04:00
IIPR,Real Estate,0.97800076,2026-07-27T14:17:50-04:00
ILMN,Healthcare,10.806305,2026-07-27T14:17:51-04:00
IMAX,Communication Services,7.4039254,2026-07-27T14:17:51-04:00
IMKTA,Consumer Defensive,1.0099429,2026-07-27T14:17:51-04:00
IMVT,Healthcare,9.665152,2026-07-27T14:17:51-04:00
INCY,Healthcare,4.2509155,2026-07-27T14:17:51-04:00
INDB,Financial Services,1.150488,2026-07-27T14:17:51-04:00
INGR,Consumer Defensive,1.4646908,2026-07-27T14:17:52-04:00
INN,Real Estate,0.86325103,2026-07-27T14:17:52-04:00
INSM,Healthcare,32.55607,2026-07-27T14:17:52-04:00
INSP,Healthcare,1.8487823,2026-07-27T14:17:52-04:00
INSW,Energy,2.0118444,2026-07-27T14:17:52-04:00
INTA,Technology,7.298727,2026-07-27T14:17:52-04:00
INTC,Technology,4.052397,2026-07-27T14:17:53-04:00
INTU,Technology,4.098052,2026-07-27T14:17:53-04:00
INVA,Healthcare,1.1871493,2026-07-27T14:17:53-04:00
INVH,Real Estate,1.9403789,2026-07-27T14:17:53-04:00
INVX,Energy,1.7593209,2026-07-27T14:17:54-04:00
IONQ,Technology,2.5896206,2026-07-27T14:17:54-04:00
IONS,Healthcare,18.965227,2026-07-27T14:17:54-04:00
IOSP,Basic Materials,1.5583593,2026-07-27T14:17:54-04:00
IP,Consumer Cyclical,1.5215759,2026-07-27T14:17:54-04:00
IPAR,Consumer Defensive,4.4883575,2026-07-27T14:17:55-04:00
IPGP,Technology,1.7833501,2026-07-27T14:17:55-04:00
IPI,Basic Materials,0.90415823,2026-07-27T14:17:55-04:00
IQV,Healthcare,5.6831846,2026-07-27T14:17:55-04:00
IR,Industrials,3.2531536,2026-07-27T14:17:55-04:00
IRDM,Communication Services,10.316028,2026-07-27T14:17:55-04:00
IRM,Real Estate,-30.761507,2026-07-27T14:17:56-04:00
IRON,Healthcare,4.1745257,2026-07-27T14:17:56-04:00
IRT,Real Estate,1.1408861,2026-07-27T14:17:56-04:00
IRTC,Healthcare,22.884653,2026-07-27T14:17:56-04:00
IRWD,Healthcare,-2.9681578,2026-07-27T14:17:56-04:00
ISRG,Healthcare,6.9631658,2026-07-27T14:17:57-04:00
IT,Technology,161.5257,2026-07-27T14:17:57-04:00
ITGR,Healthcare,1.9780352,2026-07-27T14:17:57-04:00
ITIC,Financial Services,1.9641757,2026-07-27T14:17:57-04:00
ITRI,Technology,2.2923446,2026-07-27T14:17:57-04:00
ITRN,Technology,5.269264,2026-07-27T14:17:57-04:00
ITT,Industrials,3.6695724,2026-07-27T14:17:58-04:00
ITW,Industrials,25.41031,2026-07-27T14:17:58-04:00
IVR,Real Estate,0.91461915,2026-07-27T14:17:58-04:00
IVT,Real Estate,1.5996054,2026-07-27T14:17:58-04:00
IVZ,Financial Services,1.3547448,2026-07-27T14:17:58-04:00
J,Industrials,4.8429646,2026-07-27T14:17:58-04:00
JACK,Consumer Cyclical,-0.323854,2026-07-27T14:17:59-04:00
JANX,Healthcare,1.0272222,2026-07-27T14:17:59-04:00
JAZZ,Healthcare,3.5133152,2026-07-27T14:17:59-04:00
JBGS,Real Estate,0.7415189,2026-07-27T14:17:59-04:00
JBHT,Industrials,7.164813,2026-07-27T14:17:59-04:00
JBL,Technology,24.105062,2026-07-27T14:17:59-04:00
JBLU,Industrials,1.119219,2026-07-27T14:18:00-04:00
JBSS,Consumer Defensive,2.5399556,2026-07-27T14:18:00-04:00
JBTM,Industrials,1.6291842,2026-07-27T14:18:00-04:00
JCI,Industrials,6.3942046,2026-07-27T14:18:00-04:00
JJSF,Consumer Defensive,1.6569359,2026-07-27T14:18:00-04:00
JKHY,Technology,5.164615,2026-07-27T14:18:00-04:00
JLL,Real Estate,2.0963347,2026-07-27T14:18:01-04:00
JNJ,Healthcare,7.6010375,2026-07-27T14:18:01-04:00
JOBY,Industrials,3.6097193,2026-07-27T14:18:01-04:00
JOE,Real Estate,4.615269,2026-07-27T14:18:01-04:00
JPM,Financial Services,2.665123,2026-07-27T14:18:01-04:00
JXN,Financial Services,0.946962,2026-07-27T14:18:01-04:00
KAI,Industrials,3.6675243,2026-07-27T14:18:02-04:00
KALU,Basic Materials,2.7105074,2026-07-27T14:18:02-04:00
KBH,Consumer Cyclical,0.9320611,2026-07-27T14:18:02-04:00
KBR,Industrials,2.9584568,2026-07-27T14:18:02-04:00
KD,Technology,2.4384003,2026-07-27T14:18:02-04:00
KDP,Consumer Defensive,1.628339,2026-07-27T14:18:03-04:00
KE,Industrials,1.01274,2026-07-27T14:18:03-04:00
KELYA,Industrials,0.55446464,2026-07-27T14:18:03-04:00
KEX,Industrials,2.2587216,2026-07-27T14:18:03-04:00
KEY,Financial Services,1.3900596,2026-07-27T14:18:03-04:00
KEYS,Technology,8.351628,2026-07-27T14:18:03-04:00
KFRC,Industrials,8.408146,2026-07-27T14:18:04-04:00
KFY,Industrials,2.0714195,2026-07-27T14:18:04-04:00
KHC,Consumer Defensive,0.7453038,2026-07-27T14:18:04-04:00
KIDS,Healthcare,1.4854853,2026-07-27T14:18:04-04:00
KIM,Real Estate,1.7185979,2026-07-27T14:18:05-04:00
KKR,Financial Services,3.2210133,2026-07-27T14:18:05-04:00
KLAC,Technology,44.78368,2026-07-27T14:18:05-04:00
KLIC,Technology,5.8463507,2026-07-27T14:18:05-04:00
KMB,Consumer Defensive,20.620958,2026-07-27T14:18:05-04:00
KMI,Energy,2.2492263,2026-07-27T14:18:05-04:00
KMPR,Financial Services,0.66022867,2026-07-27T14:18:06-04:00
KMT,Industrials,1.9806491,2026-07-27T14:18:06-04:00
KMX,Consumer Cyclical,1.3619074,2026-07-27T14:18:06-04:00
KN,Technology,4.0026317,2026-07-27T14:18:06-04:00
KNF,Basic Materials,2.834213,2026-07-27T14:18:06-04:00
KNSA,Healthcare,7.8640957,2026-07-27T14:18:07-04:00
KNSL,Financial Services,4.2347326,2026-07-27T14:18:07-04:00
KNX,Industrials,1.6282805,2026-07-27T14:18:07-04:00
KO,Consumer Defensive,10.748465,2026-07-27T14:18:07-04:00
KODK,Industrials,1.2963566,2026-07-27T14:18:07-04:00
KOP,Basic Materials,1.7035275,2026-07-27T14:18:07-04:00
KR,Consumer Defensive,6.295936,2026-07-27T14:18:07-04:00
KRC,Real Estate,0.8650618,2026-07-27T14:18:08-04:00
KREF,Real Estate,0.70316976,2026-07-27T14:18:08-04:00
KRG,Real Estate,2.101336,2026-07-27T14:18:08-04:00
KRNT,Industrials,0.9958804,2026-07-27T14:18:08-04:00
KRNY,Financial Services,0.7748214,2026-07-27T14:18:08-04:00
KRO,Basic Materials,0.9374518,2026-07-27T14:18:09-04:00
KRYS,Healthcare,8.000784,2026-07-27T14:18:09-04:00
KSS,Consumer Cyclical,0.51781756,2026-07-27T14:18:09-04:00
KTB,Consumer Cyclical,7.637936,2026-07-27T14:18:09-04:00
KTOS,Industrials,2.7009947,2026-07-27T14:18:09-04:00
KURA,Healthcare,8.567901,2026-07-27T14:18:09-04:00
KWR,Basic Materials,1.8865423,2026-07-27T14:18:10-04:00
KYMR,Healthcare,5.928526,2026-07-27T14:18:10-04:00
L,Financial Services,1.3021188,2026-07-27T14:18:10-04:00
LAB,Healthcare,0.54784423,2026-07-27T14:18:10-04:00
LAD,Consumer Cyclical,1.2268891,2026-07-27T14:18:10-04:00
LADR,Real Estate,0.86314017,2026-07-27T14:18:10-04:00
LAMR,Real Estate,16.87245,2026-07-27T14:18:10-04:00
LAND,Real Estate,0.51446944,2026-07-27T14:18:11-04:00
LASR,Technology,8.724047,2026-07-27T14:18:11-04:00
LAUR,Consumer Defensive,4.9953275,2026-07-27T14:18:11-04:00
LAZ,Financial Services,4.767117,2026-07-27T14:18:11-04:00
LBRT,Energy,1.4064709,2026-07-27T14:18:11-04:00
LBTYK,Communication Services,0.3400562,2026-07-27T14:18:11-04:00
LCID,Consumer Cyclical,-6.0525374,2026-07-27T14:18:12-04:00
LCII,Consumer Cyclical,1.8192639,2026-07-27T14:18:12-04:00
LDOS,Technology,2.886034,2026-07-27T14:18:12-04:00
LE,Consumer Cyclical,0.7434178,2026-07-27T14:18:12-04:00
LEA,Consumer Cyclical,1.4188342,2026-07-27T14:18:12-04:00
LECO,Industrials,9.199899,2026-07-27T14:18:12-04:00
LEN,Consumer Cyclical,0.94773316,2026-07-27T14:18:13-04:00
LEVI,Consumer Cyclical,4.2845044,2026-07-27T14:18:13-04:00
LFST,Healthcare,2.8740158,2026-07-27T14:18:13-04:00
LFUS,Technology,3.9588442,2026-07-27T14:18:13-04:00
LGIH,Consumer Cyclical,0.66478807,2026-07-27T14:18:13-04:00
LGND,Healthcare,5.9386673,2026-07-27T14:18:13-04:00
LH,Healthcare,2.8261423,2026-07-27T14:18:14-04:00
LHX,Industrials,2.9620261,2026-07-27T14:18:14-04:00
LII,Industrials,15.694539,2026-07-27T14:18:14-04:00
LILAK,Communication Services,2.860067,2026-07-27T14:18:14-04:00
LIN,Basic Materials,6.091666,2026-07-27T14:18:14-04:00
LIND,Consumer Cyclical,-9.409638,2026-07-27T14:18:14-04:00
LITE,Technology,16.97468,2026-07-27T14:18:15-04:00
LIVN,Healthcare,3.6267223,2026-07-27T14:18:15-04:00
LKFN,Financial Services,2.0621817,2026-07-27T14:18:15-04:00
LKQ,Consumer Cyclical,1.0415597,2026-07-27T14:18:15-04:00
LLY,Healthcare,34.286736,2026-07-27T14:18:15-04:00
LMAT,Healthcare,5.578468,2026-07-27T14:18:16-04:00
LMB,Industrials,4.377049,2026-07-27T14:18:16-04:00
LMND,Financial Services,9.229173,2026-07-27T14:18:16-04:00
LMT,Industrials,17.944166,2026-07-27T14:18:16-04:00
LNC,Financial Services,0.8532465,2026-07-27T14:18:16-04:00
LNG,Energy,14.550973,2026-07-27T14:18:16-04:00
LNN,Industrials,2.3150978,2026-07-27T14:18:17-04:00
LNT,Utilities,2.5750775,2026-07-27T14:18:17-04:00
LNTH,Healthcare,5.7748675,2026-07-27T14:18:17-04:00
LOB,Financial Services,1.6494441,2026-07-27T14:18:17-04:00
LOPE,Consumer Defensive,5.5024657,2026-07-27T14:18:17-04:00
LOVE,Consumer Cyclical,1.2032619,2026-07-27T14:18:17-04:00
LOW,Consumer Cyclical,-12.807129,2026-07-27T14:18:18-04:00
LPLA,Financial Services,4.679783,2026-07-27T14:18:18-04:00
LPX,Industrials,2.991017,2026-07-27T14:18:18-04:00
LQDA,Healthcare,68.861786,2026-07-27T14:18:18-04:00
LQDT,Consumer Cyclical,5.4169006,2026-07-27T14:18:18-04:00
LRCX,Technology,33.601135,2026-07-27T14:18:18-04:00
LRN,Consumer Defensive,2.3254862,2026-07-27T14:18:19-04:00
LSCC,Technology,22.160288,2026-07-27T14:18:19-04:00
LSTR,Industrials,8.139199,2026-07-27T14:18:19-04:00
LTC,Real Estate,2.1378362,2026-07-27T14:18:19-04:00
LTH,Consumer Cyclical,2.9940577,2026-07-27T14:18:19-04:00
LULU,Consumer Cyclical,2.7899368,2026-07-27T14:18:20-04:00
LUMN,Communication Services,-4.808444,2026-07-27T14:18:20-04:00
LUV,Industrials,3.1181386,2026-07-27T14:18:20-04:00
LVS,Consumer Cyclical,26.325401,2026-07-27T14:18:20-04:00
LW,Consumer Defensive,3.9454656,2026-07-27T14:18:20-04:00
LXP,Real Estate,1.8972977,2026-07-27T14:18:20-04:00
LXU,Basic Materials,1.5274653,2026-07-27T14:18:21-04:00
LYB,Basic Materials,1.8967401,2026-07-27T14:18:21-04:00
LYFT,Technology,1.9146651,2026-07-27T14:18:21-04:00
LYTS,Technology,2.328021,2026-07-27T14:18:21-04:00
LYV,Communication Services,-296.2914,2026-07-27T14:18:21-04:00
LZ,Industrials,9.043683,2026-07-27T14:18:21-04:00
LZB,Consumer Cyclical,1.55132,2026-07-27T14:18:22-04:00
M,Consumer Cyclical,1.3502637,2026-07-27T14:18:22-04:00
MA,Financial Services,72.86234,2026-07-27T14:18:22-04:00
MAA,Real Estate,2.8070729,2026-07-27T14:18:22-04:00
MAC,Real Estate,2.7784905,2026-07-27T14:18:22-04:00
MAGN,Consumer Defensive,0.47377852,2026-07-27T14:18:22-04:00
MAN,Industrials,1.1850368,2026-07-27T14:18:23-04:00
MANH,Technology,47.02278,2026-07-27T14:18:23-04:00
MANU,Communication Services,16.427145,2026-07-27T14:18:23-04:00
MAR,Consumer Cyclical,-24.59603,2026-07-27T14:18:23-04:00
MARA,Financial Services,1.9752558,2026-07-27T14:18:23-04:00
MAS,Industrials,-66.82916,2026-07-27T14:18:23-04:00
MASI,Healthcare,11.944905,2026-07-27T14:18:23-04:00
MAT,Consumer Cyclical,2.0402813,2026-07-27T14:18:24-04:00
MATV,Basic Materials,0.9002193,2026-07-27T14:18:24-04:00
MATW,Industrials,1.7269737,2026-07-27T14:18:24-04:00
MATX,Industrials,2.258347,2026-07-27T14:18:24-04:00
MBIN,Financial Services,1.2426089,2026-07-27T14:18:24-04:00
MBUU,Consumer Cyclical,1.0760887,2026-07-27T14:18:25-04:00
MBWM,Financial Services,1.3494644,2026-07-27T14:18:25-04:00
MC,Financial Services,10.33286,2026-07-27T14:18:25-04:00
MCB,Financial Services,1.1734393,2026-07-27T14:18:25-04:00
MCD,Consumer Cyclical,-149.27625,2026-07-27T14:18:25-04:00
MCHB,Financial Services,1.2946688,2026-07-27T14:18:25-04:00
MCHP,Technology,6.464689,2026-07-27T14:18:26-04:00
MCK,Healthcare,-47.1442,2026-07-27T14:18:26-04:00
MCO,Financial Services,28.062061,2026-07-27T14:18:26-04:00
MCRI,Consumer Cyclical,4.0337706,2026-07-27T14:18:26-04:00
MCS,Communication Services,1.6993873,2026-07-27T14:18:26-04:00
MCW,Consumer Cyclical,1.9860139,2026-07-27T14:18:26-04:00
MCY,Financial Services,2.3097816,2026-07-27T14:18:27-04:00
MD,Healthcare,2.4021888,2026-07-27T14:18:27-04:00
MDB,Technology,8.534475,2026-07-27T14:18:27-04:00
MDGL,Healthcare,23.463007,2026-07-27T14:18:27-04:00
MDLZ,Consumer Defensive,3.027667,2026-07-27T14:18:27-04:00
MDT,Healthcare,2.1911073,2026-07-27T14:18:27-04:00
MDU,Utilities,1.5054345,2026-07-27T14:18:28-04:00
MEDP,Healthcare,36.902542,2026-07-27T14:18:28-04:00
MELI,Consumer Cyclical,12.765341,2026-07-27T14:18:28-04:00
MET,Financial Services,2.2430017,2026-07-27T14:18:28-04:00
META,Communication Services,6.191557,2026-07-27T14:18:28-04:00
MFA,Real Estate,0.5239265,2026-07-27T14:18:28-04:00
MGEE,Utilities,2.2214353,2026-07-27T14:18:29-04:00
MGM,Consumer Cyclical,4.8386083,2026-07-27T14:18:29-04:00
MGNI,Communication Services,2.9992192,2026-07-27T14:18:29-04:00
MGPI,Consumer Defensive,0.65068746,2026-07-27T14:18:29-04:00
MGRC,Industrials,2.3533616,2026-07-27T14:18:29-04:00
MGY,Energy,2.2238915,2026-07-27T14:18:29-04:00
MHK,Consumer Cyclical,0.8404217,2026-07-27T14:18:30-04:00
MHO,Consumer Cyclical,1.1927149,2026-07-27T14:18:30-04:00
MIDD,Industrials,2.6440911,2026-07-27T14:18:30-04:00
MIR,Industrials,2.2055304,2026-07-27T14:18:30-04:00
MIRM,Healthcare,28.5603,2026-07-27T14:18:30-04:00
MITK,Technology,3.2287376,2026-07-27T14:18:31-04:00
MKC,Consumer Defensive,1.9542658,2026-07-27T14:18:31-04:00
