ticker,weight,beta,beta_contribution,component_contribution,percentage_contribution
MCHP,0.0030264956009490823,2.3018028731796605,0.006966396269930201,0.001329052014571769,0.006713737081199148
FLS,0.004585246593177067,1.5351758742060955,0.007039159947131124,0.0012967324021547636,0.006550473809367046
EQH,0.004649785262013081,1.3726284795848918,0.006382427674593253,0.0012723508293822976,0.0064273097289354745
LRCX,0.0037305658274536815,1.9898821740374948,0.007423386439123518,0.0012582902334557858,0.006356282302453602
DELL,0.003770176104301551,1.8405833669709608,0.006939323428128809,0.0012087614785598463,0.00610608664819425
VFC,0.0022185076178345797,2.554329878658352,0.005666800294266031,0.0012071888101863619,0.006098142277424915
ITT,0.004840325617842869,1.2386078731298868,0.005995265418772462,0.00112086489381712,0.005662075011457712
MRVL,0.0029798598726089435,2.3293544693346817,0.006941149912252718,0.0011157759525584864,0.0056363681066432
STT,0.004706017858081476,1.1511853805490584,0.005417498958826189,0.00107278820787248,0.005419214517189024
CG,0.003001149494468795,1.790649142066708,0.0053740057674844825,0.001052969633648817,0.005319100529773132
ALB,0.0030041868886271444,1.7389121217384131,0.00522401699660135,0.0010079473887667273,0.005091669615384799
AMP,0.00437760158858289,1.1903423268674456,0.005210844461052383,0.0010038732077060685,0.00507108879524942
IRM,0.004891122264795933,1.0485874632308791,0.00512876948799444,0.000993542134219419,0.0050189011378850385
WSC,0.0026650754566947825,1.7956327117190118,0.004785496669240636,0.0009907988010245177,0.005005043126614782
LITE,0.002444244750046611,2.3765475015450113,0.005808863753887784,0.0009612179060610563,0.0048556145495284005
NTRS,0.004368070383529244,1.140709280467381,0.004982698424226521,0.0009564913458495656,0.004831738220979567
AROC,0.003861164544330653,1.264569291263568,0.0048827101112762315,0.0009562897176497345,0.004830719691451015
HPQ,0.0035894957060476546,1.2608345137781733,0.004525760073243436,0.0009444694404005733,0.004771009286735728
EFX,0.004213519279162651,1.0526058024111395,0.004435174841817808,0.0009255921064341304,0.00467564999631283
PNFP,0.0033926868730009664,1.2721439349805246,0.004315986028776221,0.0009142756414542854,0.004618484610962763
CRH,0.0038401973139159723,1.2584166897109226,0.004832568391614915,0.0009088390803900207,0.004591021696636481
ARMK,0.005063050932574116,0.8900679388829806,0.004506459308015797,0.0008957142663148155,0.004524721393883513
TGLS,0.003496363403933625,1.1887593424439398,0.004156334661005191,0.0008938267903844294,0.004515186765437999
GRMN,0.003615502900259869,1.2530084415705836,0.004530255654548543,0.0008853807709307113,0.0044725215022479595
USB,0.003964468394597377,1.0550316655311511,0.00418263969329768,0.0008715969185898675,0.004402892052408621
CFG,0.0031939064284212952,1.2963120300372395,0.0041402993259757985,0.0008658797610905112,0.004374011698681569
COP,0.004050209547843077,1.0248278463762905,0.00415076752828871,0.0008394604525234524,0.0042405539486149125
NUE,0.003443357861142419,1.2169418053419967,0.004190366131977211,0.0008352826012043608,0.0042194494357642555
LSCC,0.0020145271240141803,2.180675915324298,0.004393030780105249,0.0008234508608596351,0.004159681124955818
ESI,0.0026662495904899914,1.5321927328729048,0.004085208246574123,0.00081856940626643,0.004135022343844719
NWSA,0.0049623010246932,0.8228749444896939,0.004083353180235568,0.0008173341690731331,0.004128782514509381
SLG,0.00323891593020621,1.1513837539170255,0.0037292351823424805,0.0008100321273429948,0.004091896081326487
AA,0.0022508827110965884,1.8127568823857536,0.0040803031259834446,0.0007970101215625195,0.004026115117059159
CRS,0.0028193837408624347,1.5391721360458241,0.0043395168947561,0.0007957964391316753,0.00401998417210635
GAP,0.0024691853884578935,1.517138341033499,0.0037460958239491646,0.0007872655953686657,0.003976890416950283
WYNN,0.0031568885525096596,1.254311676397789,0.003959722172499381,0.0007798991909694984,0.003939678854251788
LAD,0.0030722162725184887,1.1362393539778766,0.0034907730327667277,0.0007629542178546429,0.0038540809294950328
FICO,0.0038325734152138535,1.0115744280098582,0.0038769332603007427,0.0007600388580861744,0.003839353921997956
PAYC,0.003647851098611264,1.05718002350145,0.003856435310159646,0.0007599337011086369,0.003838822719086633
SPXC,0.003251490300512081,1.2013331415438355,0.003906123057413488,0.0007566074828515108,0.003822020250403551
MRNA,0.0023884401736493136,1.3661930590528117,0.0032630703872025845,0.0007514125689415117,0.003795778022282452
CW,0.003958911738723053,1.0889474770739234,0.004311046949840808,0.0007487598692205071,0.0037823778481079796
CRM,0.00391681546697594,1.054011885849051,0.004128370056870043,0.0007467647228620101,0.003772299319997267
PRCT,0.002899956588072707,1.121916328558781,0.0032535086482703805,0.0007406891936814877,0.0037416086434097725
TOL,0.003244322425975738,0.9365498115065466,0.0030384695565140395,0.000730924422595302,0.003692281675757668
VAL,0.0022935698835633645,1.623217244269955,0.0037229621859382863,0.0007271799674459632,0.0036733664737118674
FITB,0.0032096158214496725,1.0371670416812238,0.0033289077464662077,0.0007165420794659168,0.003619628935817015
CSL,0.00319193983876958,0.9769030730937447,0.0031182158376243546,0.0007153945906212852,0.003613832369300431
TRMB,0.0026843285001097645,1.4040933288770112,0.003769047739518554,0.0007104750362250202,0.0035889811261503855
ALLY,0.0026830377043765455,1.275677537053848,0.003422690930541682,0.0007095654330426738,0.0035843862445749915
NRG,0.002402881868196361,1.7104162652385067,0.004109928230809745,0.0007038314921902585,0.003555421109350644
BAC,0.003554864439655422,1.0138808141023052,0.003604208852101174,0.0006956795066493879,0.0035142411652919633
CIEN,0.0022643374516317255,1.9287888648755223,0.004367428863027888,0.0006943873729121913,0.0035077139217453064
SEIC,0.0034564100360750622,1.024873256045385,0.003542382207900196,0.0006939181113108651,0.003505343435880897
WDC,0.0022231011016121604,1.8354543191095196,0.004080400518771171,0.0006808108072847249,0.003439131585546956
VOYA,0.0026890689260026302,1.254238760982616,0.003372734477946393,0.0006795498461743653,0.003432761811247868
MAC,0.0023184607056778443,1.3491599752454344,0.0031279743882798327,0.0006717711438827743,0.003393467516181854
FBP,0.0033152908273302835,0.9245236882240683,0.0030650649032188163,0.0006644034673489376,0.0033562495272655675
MMM,0.0029581976107725424,1.117247501493696,0.003305038889560244,0.0006577594216119898,0.0033226869761055953
FIVE,0.0017478552603698346,1.8390296995324733,0.0032143577343041897,0.0006547545426241335,0.003307507760195232
CARS,0.002637083814427361,1.226562486676182,0.0032345480809975354,0.0006541162908971289,0.00330428361679095
GLOB,0.001959521045473581,1.6530233968012413,0.003239134134692259,0.000647926581977209,0.003273016158601298
DOCU,0.00255982771852999,1.3132551033277555,0.003361706814999355,0.000647026252772023,0.0032684681247366555
TER,0.0019495209899300333,1.9152360748026656,0.003733792928499004,0.0006433307950320518,0.0032498004342408526
HBAN,0.0024631465175622967,1.1742859727746395,0.0028924384044621072,0.0006197956948447761,0.0031309123297087204
CACC,0.00252605309936133,1.1794123537066077,0.0029792582315056174,0.0006126132747951776,0.0030946301682198978
BMRN,0.003766594848618339,0.7725384242516832,0.0029098392491461187,0.0006113429536175178,0.0030882131113237196
CMI,0.0024891262384951988,1.2812146289552133,0.003189104950076312,0.000609008595509206,0.0030764210471902324
QCOM,0.0021347587516214166,1.5199150610553704,0.003244651978309152,0.0005957088061293281,0.003009236852626865
RRR,0.0024846676612219824,1.1355826437449943,0.0028215454715581506,0.0005917229789431814,0.0029891023541381008
OLN,0.0013545753003561367,1.9425035513909579,0.002631267331568269,0.0005828115245092621,0.00294408593534903
L,0.005071546546873405,0.5399773060871065,0.0027385200420760683,0.0005769914283856683,0.002914685584773808
PLXS,0.002142297052425767,1.3307258542526448,0.002850810075152202,0.0005765478577710422,0.00291244487752466
OMF,0.0018667231982415161,1.5339405418531464,0.0028634423942004296,0.0005760376310528459,0.002909867455422127
HUBS,0.00203014131160851,1.4796235284981047,0.003003844850831954,0.0005711612099963171,0.0028852341013383097
UHS,0.003908960433203409,0.6780167749283711,0.0026503407462431837,0.0005694874789800133,0.002876779210284454
EWBC,0.0020705065490836385,1.2957828905869375,0.0026829269611507818,0.0005676683714565953,0.0028675899464326586
IR,0.002165506521723535,1.2591083974136252,0.0027266074461560737,0.000566171208921587,0.002860026995157869
ZION,0.002066327603090388,1.27203195770838,0.002628434746225931,0.0005625835482474593,0.002841903844040708
PAG,0.0031225134201920304,0.7876978424933304,0.0024595970842417325,0.000558578409566844,0.002821671793089673
GE,0.003108750440855268,1.114616469834658,0.003465064441983035,0.0005585208978211038,0.0028213812711719846
SCHW,0.0035961822106271614,0.8737645792510442,0.003142216636178732,0.000555449992097569,0.0028058685196747416
C,0.002280178998167063,1.2901057666143005,0.002941672074448146,0.0005522011809505405,0.0027894570748039052
UCB,0.002276930418737531,1.0973290558031534,0.002498541906522734,0.000548172332418704,0.0027691052529894367
TWLO,0.001942777035995584,1.585943306115071,0.0030811342355112747,0.0005476710426387175,0.002766572976037578
WCC,0.0016647425670959812,1.631101214729738,0.002715363623402557,0.0005470190761907372,0.002763279552402151
IONS,0.0034719389935212504,0.7355608264214774,0.0025538223153594433,0.0005437669616630087,0.0027468514204270805
CVLT,0.0019584091771370333,1.4509898593024724,0.0028416318563907346,0.0005425172365936419,0.002740538405249706
GMED,0.0022797390654167487,1.093142412621581,0.0024920794621173326,0.0005416159529366867,0.002735985549949811
DD,0.0019079844050970782,1.3967434616846104,0.002664964742815545,0.0005399185420778898,0.002727411039622308
NPKI,0.0019595169999057677,1.3762216494639405,0.0026967297177629477,0.0005396549840268404,0.002726079670013761
JBHT,0.002370327984696961,1.0509286045347623,0.0024910454812472724,0.0005281687331871387,0.002668056607454161
EL,0.0017292666818541926,1.44946087047078,0.0025065043899564956,0.0005229721218982983,0.002641805804984472
PUMP,0.0013502304736697126,2.0892009439077732,0.0028209027800838032,0.0005228215302445721,0.0026410450877524484
ADI,0.001733551681148674,1.6296224581260268,0.0028250347519220083,0.0005225028396945831,0.0026394352150466167
NVT,0.0018620620917198646,1.5884301921003108,0.002957755646053291,0.0005188161851538819,0.0026208119941161317
MS,0.002092984454562316,1.3483029700989286,0.002821977156457257,0.0005161490797491846,0.0026073390492963215
AZTA,0.0014906033501257455,1.6203496664495372,0.002415298641184814,0.0005143664784312635,0.0025983341973884167
CE,0.0012198470134617693,1.946251416308688,0.0023741289776298916,0.0005124057888253054,0.0025884297283624365
FN,0.0016851307127565011,1.8717578266207426,0.0031541566004809713,0.000511096571126173,0.0025818161847857694
WWD,0.002246566015157823,1.1914732476962715,0.0026767233062441626,0.0005048196204529297,0.002550108022855486
WDAY,0.0026630076953477384,0.9902690098265196,0.002637093993632407,0.0005002592027371163,0.0025270709669775195
BHVN,0.0015886460544698986,1.4861391755624669,0.002360949137650461,0.0004985283073829062,0.0025183273089447065
RL,0.0017512125242873757,1.4665337975379034,0.0025682123535391028,0.0004947686225270596,0.0024993351736832038
HSIC,0.0034059032589584897,0.5986969711877017,0.00203910396529677,0.0004942729686719452,0.0024968313667365714
BIO,0.002032318572763545,1.0912441970612847,0.0022177558491080908,0.0004846761610953593,0.002448352870649405
CDE,0.0019955987172614316,1.3540547805046015,0.002702149983076692,0.0004836518009149766,0.00244317829143645
ADTN,0.001523226033734586,1.7647226212534897,0.002688071439013655,0.0004801610295755864,0.0024255445790412264
FFIV,0.0023369452804783628,1.0653336951059897,0.002489626550912518,0.0004778880484924084,0.0024140625623739454
SNX,0.0023040886427200848,1.0932173103312737,0.002518869588759286,0.0004738167969577053,0.0023934965408068873
LAMR,0.0024972906733178447,0.8740145513000843,0.0021826683873057817,0.00047136160919495897,0.0023810941028711776
BOH,0.002380296767924699,0.8565190666981266,0.0020387695661274307,0.0004680084460366428,0.002364155521394702
EAT,0.0020794714932607363,1.1215398471614013,0.0023322101407281374,0.0004664840232217175,0.0023564548641835633
ARR,0.003249821948468793,0.7231958133082214,0.0023502576271297974,0.0004663527854615264,0.002355791913593678
AIV,0.0035755722776964574,0.571484744068967,0.002043385008019453,0.00046597445764674637,0.0023538807818613687
MTZ,0.0016884035278650956,1.6022226910702249,0.002705198444028475,0.0004650910471891947,0.00234941821344286
MIRM,0.003222845994824886,0.7618614349294394,0.002455362074173884,0.0004615901014416981,0.002331733104789074
SEDG,0.0010426178736511033,2.2074864319134715,0.002301564809755285,0.00045765090237022236,0.0023118341493031875
MELI,0.002957916754922371,0.9033537367037222,0.002672045153417672,0.00045657508653143173,0.002306399640638184
LOVE,0.0012591841831604438,1.7702262744996764,0.002229040925465031,0.0004563934881385407,0.002305482292144016
PAGS,0.0020508244901248722,1.1664760769890106,0.002392237705833849,0.0004506071613964073,0.002276252528382579
GTES,0.0013974155841699758,1.598703691073637,0.002234053452376363,0.0004469570438051251,0.002257813874699619
BOKF,0.0022386566871187073,0.8894907142151905,0.001991264335507831,0.0004468230308279743,0.002257136905036886
MU,0.0011679453330101593,2.2628426020808763,0.0026428764564369244,0.000446669068147776,0.002256359158986442
IVZ,0.0014383073033946755,1.5579243915894225,0.0022407740305597727,0.0004448574058461618,0.002247207504845293
AVXL,0.0016904152680288424,1.134732256003413,0.0019181687306729824,0.0004395416196247674,0.002220354687439345
AAOI,0.000645637400896166,3.9206615641265854,0.0025313257420561852,0.0004366709840444645,0.0022058536052162398
NMIH,0.0029854063344017844,0.6623954545611808,0.0019775195859258986,0.00043611030337941417,0.0022030213138308097
OII,0.0014722068936857185,1.497637672954602,0.0022048325063672024,0.00043592212863863175,0.002202070744762719
NOW,0.002028532465704172,1.2940969517696022,0.0026251176804334437,0.0004356529033163382,0.00220071074680202
SYBT,0.0022062552048335983,0.8763644596550473,0.001933483650445132,0.0004331093435076253,0.002187861895426172
XYZ,0.0014315282430197632,1.6944694723113949,0.0024256809065485566,0.00043290665711308,0.002186838020402476
MGM,0.0014418831975046406,1.4481037615044,0.0020879964819564617,0.00043143407448713604,0.002179399235108497
CBRE,0.0020203511942322597,0.9906717413042013,0.0020015048356360953,0.0004262774191861081,0.002153350271238089
HY,0.0015380518215731076,1.1571499798868679,0.001779756634398282,0.00042530560764054856,0.0021484411426728966
SNAP,0.0012597054880421087,1.7418250275344633,0.0021941865463942604,0.0004249589956370872,0.002146690224097165
IT,0.0022641017375118894,0.9238565313900559,0.0020917051779319328,0.0004241446207514841,0.00214257639047175
