ticker,shares_difference
TCBI,-2885
TCBK,-155
TCMD,-541
TDAY,4720
TDC,100
TDG,34
TDOC,8076
TDS,3295
TDW,-1099
TDY,-112
TECH,-1177
TECX,2710
TENB,-2842
TEX,156
TFC,1118
TFIN,-1482
TFSL,828
TGT,-1167
TGTX,-1594
THFF,-383
THR,633
TILE,836
TJX,173
TKO,-608
TKR,-609
TLN,-249
TMDX,2
TMO,85
TMP,-2724
TMUS,1166
TNET,-138
TNK,-11
TOWN,-9739
TPB,-487
TPG,-5070
TPL,463
TREE,-167
TREX,1086
TRIP,43
TRMK,497
TRNO,99
TROW,773
TRTX,15895
TRUP,-2013
TSCO,-1518
TSLA,162
TT,264
TTEK,3750
TWI,-922
TWST,-1272
TXRH,-507
UAA,-8095
UBER,836
UBSI,-159
UCTT,2318
UDR,735
UEC,-4755
UFCS,8691
UFPI,-10
UHAL,-15
UI,103
ULTA,43
UMBF,733
UNIT,36
UNP,-701
UPS,4300
UPST,10
UPWK,4683
URGN,-538
URI,-83
USFD,964
USLM,-335
USPH,-84
UTI,-918
UTL,311
UTZ,7619
UVV,5935
UWMC,454
V,-220
VAC,1025
VAL,46
VC,144
VCTR,-81
VEEV,-481
VERX,28
VIAV,-6177
VICR,-200
VISN,-1415
VITL,53
VKTX,918
VLY,3969
VMI,-289
VNO,1054
VNT,1765
VPG,-497
VRDN,-2802
VREX,1119
VRNS,195
VRRM,-3783
VRSK,627
VRTX,-225
VSAT,-1862
VSEC,772
VST,-581
VSTM,5459
VVV,957
VVX,-1391
VYX,2630
W,1067
WAB,-565
WAFD,-768
WAL,768
WAT,36
WD,-93
WDFC,74
WEC,229
WEX,-166
WFC,611
WGS,-152
WHD,7
WINA,-105
WING,-200
WIX,-2
WKC,1710
WLDN,-466
WLFC,-10
WLK,58
WMS,-518
WOR,-218
WPC,4562
WRB,-88
WRBY,-1867
WSFS,641
WSM,-400
WSO,4
WT,-263
WTFC,2894
WTM,-194
WTTR,1009
WTW,156
WULF,-2461
WWW,-1301
XEL,3386
XENE,-3487
XOM,2260
XP,-1922
XPRO,-26
XRAY,112
YELP,217
YETI,-4042
YORW,31
YUM,-597
YUMC,-9
ZBRA,-1139
ZD,-4551
ZM,34
ZUMZ,3672
ZWS,-636
